Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.756001,[67 22] ; [220 247],[45.94064748 43.05935252] ; [241.05935252 225.94064748],1
s3,1,9.7e-05,15.194527,[67 22] ; [245 218],[50.30434783 38.69565217] ; [261.69565217 201.30434783],1
s6,1,0.000537,11.980926,[74 14] ; [304 161],[60.15189873 27.84810127] ; [317.84810127 147.15189873],1
s5,1,0.002149,9.417619,[39 44] ; [137 322],[26.95202952 56.04797048] ; [149.04797048 309.95202952],0
n4,1,0.00227,9.317082,[57 33] ; [369 102],[68.34224599 21.65775401] ; [357.65775401 113.34224599],0
a8,1,0.013951,6.04431,[ 5 76] ; [ 71 350],[12.26294821 68.73705179] ; [ 63.73705179 357.26294821],0
s7,1,0.013987,6.039822,[54 35] ; [207 239],[43.41869159 45.58130841] ; [217.58130841 228.41869159],0
v2,1,0.014913,5.926769,[41 46] ; [277 176],[51.23333333 35.76666667] ; [266.76666667 186.23333333],0
v3,1,0.017451,5.650415,[24 64] ; [185 269],[33.93357934 54.06642066] ; [175.06642066 278.93357934],0
b5,1,0.019409,5.464293,[68 22] ; [296 176],[58.29181495 31.70818505] ; [305.70818505 166.29181495],0
p11,1,0.021217,5.308859,[65 25] ; [390  82],[72.86476868 17.13523132] ; [382.13523132  89.86476868],0
r1,1,0.041817,4.142592,[68 22] ; [394  73],[74.64991023 15.35008977] ; [387.35008977  79.64991023],0
r3,1,0.085543,2.956312,[83  5] ; [458  11],[85.47217235  2.52782765] ; [455.52782765  13.47217235],0
s8,1,0.08959,2.881727,[47 43] ; [199 269],[39.67741935 50.32258065] ; [206.32258065 261.67741935],0
r4,1,0.090476,2.865877,[79 11] ; [439  33],[82.95373665  7.04626335] ; [435.04626335  36.95373665],0
b2,1,0.107883,2.584964,[11 33] ; [105 175],[15.75308642 28.24691358] ; [100.24691358 179.75308642],0
b3,1,0.107883,2.584964,[11 33] ; [105 175],[15.75308642 28.24691358] ; [100.24691358 179.75308642],0
p6,1,0.115645,2.475328,[41 48] ; [173 292],[34.37906137 54.62093863] ; [179.62093863 285.37906137],0
n1,1,0.117287,2.453174,[ 3 14] ; [35 59],[ 5.81981982 11.18018018] ; [32.18018018 61.81981982],0
u2,1,0.149105,2.081388,[12 15] ; [78 53],[15.37974684 11.62025316] ; [74.62025316 56.37974684],0
a1,1,0.171415,1.870526,[ 1 89] ; [ 19 453],[ 3.20284698 86.79715302] ; [ 16.79715302 455.20284698],0
v1,1,0.189518,1.72136,[44 45] ; [261 197],[49.62522852 39.37477148] ; [255.37477148 202.62522852],0
a5,1,0.240927,1.375162,[63 27] ; [358 114],[67.41992883 22.58007117] ; [353.58007117 118.41992883],0
d3,1,0.249653,1.325243,[75 15] ; [367 104],[70.90909091 19.09090909] ; [371.09090909  99.90909091],0
p12,1,0.287079,1.133268,[ 5 85] ; [ 42 427],[ 7.56708408 82.43291592] ; [ 39.43291592 429.56708408],0
b1,1,0.298889,1.079144,[26 64] ; [163 309],[30.26690391 59.73309609] ; [158.73309609 313.26690391],0
