Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,5e-06,20.928831,[ 7 40] ; [44 34],[19.176 27.824] ; [31.824 46.176],1
s8,1,6e-06,20.36289,[ 7 40] ; [44 35],[19.02380952 27.97619048] ; [31.97619048 47.02380952],1
s7,1,9.7e-05,15.191211,[10 32] ; [46 29],[20.1025641 21.8974359] ; [35.8974359 39.1025641],1
s3,1,0.000255,13.376718,[13 33] ; [48 29],[22.81300813 23.18699187] ; [38.18699187 38.81300813],1
r1,1,0.000893,11.037988,[24 23] ; [62 16],[32.336 14.664] ; [53.664 24.336],1
s5,1,0.001646,9.907304,[ 4 43] ; [26 52],[11.28 35.72] ; [18.72 59.28],0
p9,1,0.003144,8.721974,[38  8] ; [77  2],[42.32  3.68] ; [72.68  6.32],0
r4,1,0.004933,7.903788,[33 14] ; [71  8],[38.79365079  8.20634921] ; [65.20634921 13.79365079],0
r3,1,0.053286,3.734911,[39  7] ; [75  4],[41.952  4.048] ; [72.048  6.952],0
d5,1,0.074025,3.191434,[18 28] ; [44 35],[22.816 23.184] ; [39.184 39.816],0
s4,1,0.082133,3.022172,[ 5 42] ; [18 60],[ 8.648 38.352] ; [14.352 63.648],0
u2,1,0.099146,2.719222,[ 9 14] ; [22 14],[12.08474576 10.91525424] ; [18.91525424 17.08474576],0
b1,1,0.101502,2.68178,[23 24] ; [27 52],[18.65079365 28.34920635] ; [31.34920635 47.65079365],0
b2,1,0.174231,1.846154,[10 17] ; [10 35],[ 7.5 19.5] ; [12.5 32.5],0
b3,1,0.174231,1.846154,[10 17] ; [10 35],[ 7.5 19.5] ; [12.5 32.5],0
n6,1,0.175221,1.837701,[36 11] ; [68 11],[38.79365079  8.20634921] ; [65.20634921 13.79365079],0
d3,1,0.208539,1.581537,[ 9 36] ; [24 55],[11.97580645 33.02419355] ; [21.02419355 57.97580645],0
p1,1,0.228867,1.447886,[ 9 38] ; [ 9 70],[ 6.71428571 40.28571429] ; [11.28571429 67.71428571],0
a6,1,0.240339,1.378602,[26 21] ; [52 27],[29.0952381 17.9047619] ; [48.9047619 30.0952381],0
n3,1,0.242238,1.367521,[11  1] ; [15  5],[9.75 2.25] ; [16.25  3.75],0
p5,1,0.262769,1.25411,[ 3 44] ; [10 69],[ 4.84920635 42.15079365] ; [ 8.15079365 70.84920635],0
p12,1,0.331676,0.942344,[ 2 45] ; [ 7 72],[ 3.35714286 43.64285714] ; [ 5.64285714 73.35714286],0
a4,1,0.339503,0.912308,[13 34] ; [16 63],[10.81746032 36.18253968] ; [18.18253968 60.81746032],0
a8,1,0.346692,0.885528,[ 2 41] ; [ 7 67],[ 3.30769231 39.69230769] ; [ 5.69230769 68.30769231],0
n4,1,0.373888,0.790703,[31 16] ; [58 21],[33.1984127 13.8015873] ; [55.8015873 23.1984127],0
r2,1,0.39867,0.712333,[42  5] ; [73  5],[43.24  3.76] ; [71.76  6.24],0
a5,1,0.405294,0.692563,[25 22] ; [48 31],[27.23015873 19.76984127] ; [45.76984127 33.23015873],0
u1,1,0.414305,0.666413,[ 1 46] ; [ 4 75],[ 1.86507937 45.13492063] ; [ 3.13492063 75.86507937],0
b4,1,0.433193,0.614248,[21 26] ; [41 38],[23.12698413 23.87301587] ; [38.87301587 40.12698413],0
v4,1,0.434729,0.610156,[42  4] ; [74  4],[43.03225806  2.96774194] ; [72.96774194  5.03225806],0
n1,1,0.436198,0.606264,[6 5] ; [ 8 12],[4.96774194 6.03225806] ; [ 9.03225806 10.96774194],0
p7,1,0.488278,0.480318,[26 20] ; [49 29],[27.82258065 18.17741935] ; [47.17741935 30.82258065],0
p2,1,0.553523,0.351043,[36 11] ; [64 15],[37.3015873  9.6984127] ; [62.6984127 16.3015873],0
u3,1,0.562002,0.33625,[11 12] ; [20 16],[12.08474576 10.91525424] ; [18.91525424 17.08474576],0
b5,1,0.640468,0.21813,[27 20] ; [42 37],[25.73809524 21.26190476] ; [43.26190476 35.73809524],0
a3,1,0.714184,0.134134,[24 23] ; [43 36],[24.99206349 22.00793651] ; [42.00793651 36.99206349],0
v2,1,0.736869,0.112898,[20 24] ; [36 38],[20.88135593 23.11864407] ; [35.11864407 38.88135593],0
n5,1,0.781795,0.076718,[37 10] ; [63 15],[37.6  9.4] ; [62.4 15.6],0
n2,1,0.815076,0.054701,[10  2] ; [16  4],[9.75 2.25] ; [16.25  3.75],0
s1,1,0.824986,0.048901,[ 2 45] ; [ 4 74],[ 2.256 44.744] ; [ 3.744 74.256],0
v3,1,0.83164,0.045198,[15 32] ; [26 51],[15.54032258 31.45967742] ; [25.45967742 51.54032258],0
d2,1,0.84388,0.038783,[10 37] ; [18 61],[10.44444444 36.55555556] ; [17.55555556 61.44444444],0
a2,1,0.854095,0.033818,[ 4 43] ; [ 6 73],[ 3.73015873 43.26984127] ; [ 6.26984127 72.73015873],0
p8,1,0.877761,0.023657,[24 21] ; [41 38],[23.58870968 21.41129032] ; [41.41129032 37.58870968],0
p6,1,0.887943,0.019855,[14 32] ; [25 54],[14.352 31.648] ; [24.648 54.352],0
d1,1,0.898688,0.01621,[ 2 45] ; [ 3 76],[ 1.86507937 45.13492063] ; [ 3.13492063 75.86507937],0
v1,1,0.919791,0.01014,[23 24] ; [36 39],[22.7295082 24.2704918] ; [36.2704918 38.7295082],0
p11,1,0.934342,0.006787,[39  8] ; [66 13],[39.16666667  7.83333333] ; [65.83333333 13.16666667],0
a7,1,0.945217,0.004722,[30 16] ; [52 27],[30.176 15.824] ; [51.824 27.176],0
p3,1,0.992869,8e-05,[21 25] ; [36 43],[20.976 25.024] ; [36.024 42.976],0
p4,1,0.997662,9e-06,[25 22] ; [42 37],[24.99206349 22.00793651] ; [42.00793651 36.99206349],0
