Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,165.873771,[  7 106] ; [387 155],[67.97251908 45.02748092] ; [326.02748092 215.97251908],1
d5,1,0.0,94.213399,[57 55] ; [483  59],[92.47706422 19.52293578] ; [447.52293578  94.47706422],1
d3,1,0.0,85.572494,[39 73] ; [425 117],[79.4617737 32.5382263] ; [384.5382263 157.4617737],1
d2,1,0.0,38.468893,[26 87] ; [298 243],[55.98165138 57.01834862] ; [268.01834862 272.98165138],1
a3,1,0.0,29.444257,[59 54] ; [416 123],[82.32361963 30.67638037] ; [392.67638037 146.32361963],1
a5,1,0.0,29.37889,[62 51] ; [429 113],[84.70687023 28.29312977] ; [406.29312977 135.70687023],1
a4,1,0.0,26.326437,[26 86] ; [269 272],[50.59724349 61.40275651] ; [244.40275651 296.59724349],1
u1,1,1.3e-05,19.003656,[  5 108] ; [120 422],[21.5648855 91.4351145] ; [103.4351145 438.5648855],1
a2,1,2e-05,18.228064,[ 10 103] ; [151 391],[27.77557252 85.22442748] ; [133.22442748 408.77557252],1
r1,1,0.000102,15.099937,[75 36] ; [451  89],[89.68663594 21.31336406] ; [436.31336406 103.68663594],1
s2,1,0.000518,12.048886,[42 70] ; [297 238],[58.68315301 53.31684699] ; [280.31684699 254.68315301],1
s6,1,0.000589,11.811147,[60 49] ; [379 149],[75.11930926 33.88069074] ; [363.88069074 164.11930926],1
p9,1,0.000732,11.406026,[90 22] ; [487  47],[100.0371517  11.9628483] ; [476.9628483  57.0371517],1
r3,1,0.001214,10.468315,[102  10] ; [525  14],[107.87096774   4.12903226] ; [519.12903226  19.87096774],0
v2,1,0.001911,9.632925,[48 61] ; [316 209],[62.58044164 46.41955836] ; [301.41955836 223.58044164],0
a6,1,0.003132,8.728994,[63 50] ; [379 162],[76.37003058 36.62996942] ; [365.62996942 175.37003058],0
p10,1,0.003217,8.68004,[86 25] ; [472  64],[95.73106646 15.26893354] ; [462.26893354  73.73106646],0
u3,1,0.005409,7.737414,[20 34] ; [74 50],[28.51685393 25.48314607] ; [65.48314607 58.51685393],0
v1,1,0.005532,7.69663,[49 62] ; [309 219],[62.18779343 48.81220657] ; [295.81220657 232.18779343],0
s5,1,0.005563,7.686789,[27 84] ; [198 320],[39.70588235 71.29411765] ; [185.29411765 332.70588235],0
p8,1,0.005999,7.550496,[52 58] ; [328 206],[64.9068323 45.0931677] ; [315.0931677 218.9068323],0
r4,1,0.008557,6.913114,[96 17] ; [502  40],[103.16641221   9.83358779] ; [494.83358779  47.16641221],0
v3,1,0.012903,6.182399,[34 78] ; [227 300],[45.74647887 66.25352113] ; [215.25352113 311.74647887],0
b3,1,0.014826,5.936971,[18 51] ; [136 189],[26.96954315 42.03045685] ; [127.03045685 197.96954315],0
b2,1,0.014826,5.936971,[18 51] ; [136 189],[26.96954315 42.03045685] ; [127.03045685 197.96954315],0
s8,1,0.031012,4.652302,[41 71] ; [257 281],[51.34769231 60.65230769] ; [246.65230769 291.34769231],0
p6,1,0.038856,4.26717,[36 76] ; [228 306],[45.77089783 66.22910217] ; [218.22910217 315.77089783],0
a7,1,0.040621,4.191741,[74 38] ; [408 133],[82.67075038 29.32924962] ; [399.32924962 141.67075038],0
p4,1,0.041399,4.159591,[65 48] ; [364 175],[74.35122699 38.64877301] ; [354.64877301 184.35122699],0
p11,1,0.04573,3.991529,[87 26] ; [459  83],[94.19541985 18.80458015] ; [451.80458015  90.19541985],0
r2,1,0.04616,3.975762,[103  10] ; [511  23],[107.23647604   5.76352396] ; [506.76352396  27.23647604],0
v4,1,0.090971,2.85711,[106   7] ; [523  16],[109.01380368   3.98619632] ; [519.98619632  19.01380368],0
p3,1,0.098508,2.729532,[52 60] ; [298 244],[59.93883792 52.06116208] ; [290.06116208 251.93883792],0
n4,1,0.1201,2.416015,[86 26] ; [449  92],[91.7611026 20.2388974] ; [443.2388974  97.7611026],0
u2,1,0.132949,2.257728,[23 31] ; [68 56],[27.60674157 26.39325843] ; [63.39325843 60.60674157],0
s7,1,0.143305,2.14211,[48 58] ; [276 244],[54.86261981 51.13738019] ; [269.13738019 250.86261981],0
a1,1,0.147887,2.093907,[  2 111] ; [ 26 516],[  4.83053435 108.16946565] ; [ 23.16946565 518.83053435],0
p7,1,0.176172,1.829622,[72 40] ; [375 155],[77.98130841 34.01869159] ; [369.01869159 160.98130841],0
a8,1,0.184472,1.76122,[11 91] ; [ 78 411],[15.36040609 86.63959391] ; [ 73.63959391 415.36040609],0
p12,1,0.186931,1.741643,[  6 107] ; [ 49 489],[  9.546851 103.453149] ; [ 45.453149 492.546851],0
b4,1,0.229666,1.44293,[60 53] ; [321 221],[65.72977099 47.27022901] ; [315.27022901 226.72977099],0
s3,1,0.237457,1.395626,[58 53] ; [311 222],[63.60093168 47.39906832] ; [305.39906832 227.60093168],0
s1,1,0.245468,1.348916,[  1 109] ; [ 15 521],[  2.7244582 107.2755418] ; [ 13.2755418 522.7244582],0
n5,1,0.254449,1.298708,[87 26] ; [440  99],[91.33588957 21.66411043] ; [435.66411043 103.33588957],0
u4,1,0.310575,1.028229,[  1 112] ; [ 13 528],[  2.41896024 110.58103976] ; [ 11.58103976 529.41896024],0
p1,1,0.311068,1.026137,[ 13 100] ; [ 46 495],[ 10.1941896 102.8058104] ; [ 48.8058104 492.1941896],0
p5,1,0.331355,0.943595,[ 12 101] ; [ 76 465],[15.20489297 97.79510703] ; [ 72.79510703 468.20489297],0
n2,1,0.362859,0.827975,[24  6] ; [76 30],[22.05882353  7.94117647] ; [77.94117647 28.05882353],0
b5,1,0.366888,0.814177,[63 50] ; [327 215],[67.28244275 45.71755725] ; [322.71755725 219.28244275],0
n3,1,0.376737,0.781324,[24  6] ; [77 30],[22.11678832  7.88321168] ; [78.88321168 28.11678832],0
b1,1,0.515501,0.422886,[36 77] ; [190 352],[38.98931298 74.01068702] ; [187.01068702 354.98931298],0
s4,1,0.583245,0.301018,[20 92] ; [ 84 449],[18.05891473 93.94108527] ; [ 85.94108527 447.05891473],0
n1,1,0.934367,0.006782,[11 19] ; [38 68],[10.80882353 19.19117647] ; [38.19117647 67.80882353],0
