Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0007,11.489365,[ 5 43] ; [6 5],[ 8.94915254 39.05084746] ; [2.05084746 8.94915254],1
b5,1,0.000862,11.102981,[17 31] ; [10  1],[21.96610169 26.03389831] ; [5.03389831 5.96610169],1
s4,1,0.014314,5.999034,[ 4 44] ; [4 7],[ 6.50847458 41.49152542] ; [1.49152542 9.50847458],0
v2,1,0.020261,5.389267,[12 33] ; [7 4],[15.26785714 29.73214286] ; [3.73214286 7.26785714],0
u3,1,0.02234,5.219118,[ 3 14] ; [3 1],[ 4.85714286 12.14285714] ; [1.14285714 2.85714286],0
s7,1,0.030282,4.693235,[ 7 38] ; [5 6],[ 9.64285714 35.35714286] ; [2.35714286 8.64285714],0
p4,1,0.062164,3.478691,[ 6 41] ; [4 7],[ 8.10344828 38.89655172] ; [1.89655172 9.10344828],0
p7,1,0.073809,3.196206,[ 7 39] ; [4 6],[ 9.03571429 36.96428571] ; [1.96428571 8.03571429],0
d3,1,0.082924,3.006642,[21 27] ; [8 3],[23.59322034 24.40677966] ; [5.40677966 5.59322034],0
b3,1,0.084332,2.979374,[16 16] ; [1 6],[13.94871795 18.05128205] ; [3.05128205 3.94871795],0
b2,1,0.084332,2.979374,[16 16] ; [1 6],[13.94871795 18.05128205] ; [3.05128205 3.94871795],0
v1,1,0.099242,2.717677,[10 37] ; [5 6],[12.15517241 34.84482759] ; [2.84482759 8.15517241],0
p8,1,0.102026,2.673578,[ 7 40] ; [4 7],[ 8.9137931 38.0862069] ; [2.0862069 8.9137931],0
p6,1,0.106617,2.603662,[ 2 44] ; [2 9],[ 3.22807018 42.77192982] ; [ 0.77192982 10.22807018],0
p11,1,0.129376,2.299977,[11 37] ; [5 6],[13.01694915 34.98305085] ; [2.98305085 8.01694915],0
s5,1,0.158736,1.986226,[ 3 45] ; [2 8],[ 4.13793103 43.86206897] ; [0.86206897 9.13793103],0
n1,1,0.178872,1.806973,[13 15] ; [1 5],[11.52941176 16.47058824] ; [2.47058824 3.52941176],0
s8,1,0.199967,1.642614,[ 3 45] ; [2 9],[ 4.06779661 43.93220339] ; [ 0.93220339 10.06779661],0
n4,1,0.207103,1.591564,[31 16] ; [5 6],[29.17241379 17.82758621] ; [6.82758621 4.17241379],0
p3,1,0.231611,1.43094,[ 6 41] ; [3 8],[ 7.29310345 39.70689655] ; [1.70689655 9.29310345],0
r3,1,0.26208,1.257734,[17 30] ; [6 5],[18.63793103 28.36206897] ; [4.36206897 6.63793103],0
a4,1,0.351024,0.869753,[20 27] ; [3 8],[18.63793103 28.36206897] ; [4.36206897 6.63793103],0
n6,1,0.352248,0.865343,[18 28] ; [6 5],[19.36842105 26.63157895] ; [4.63157895 6.36842105],0
n5,1,0.395063,0.723302,[32 15] ; [6 5],[30.79310345 16.20689655] ; [7.20689655 3.79310345],0
a1,1,0.441205,0.593147,[ 9 39] ; [ 1 10],[ 8.13559322 39.86440678] ; [1.86440678 9.13559322],0
d5,1,0.446316,0.57999,[29 19] ; [8 3],[30.10169492 17.89830508] ; [6.89830508 4.10169492],0
s1,1,0.513155,0.427628,[ 8 39] ; [ 1 10],[ 7.29310345 39.70689655] ; [1.70689655 9.29310345],0
p5,1,0.514479,0.424946,[ 2 45] ; [ 1 10],[ 2.43103448 44.56896552] ; [ 0.56896552 10.43103448],0
d1,1,0.516838,0.420198,[21 27] ; [6 5],[21.96610169 26.03389831] ; [5.03389831 5.96610169],0
p1,1,0.528484,0.397306,[ 8 40] ; [ 1 10],[ 7.3220339 40.6779661] ; [1.6779661 9.3220339],0
s3,1,0.568063,0.325934,[13 34] ; [4 7],[13.77586207 33.22413793] ; [3.22413793 7.77586207],0
v3,1,0.60808,0.262981,[12 35] ; [2 9],[11.34482759 35.65517241] ; [2.65517241 8.34482759],0
v4,1,0.662264,0.190785,[18 29] ; [5 6],[18.63793103 28.36206897] ; [4.36206897 6.63793103],0
p10,1,0.666721,0.185462,[16 31] ; [3 8],[15.39655172 31.60344828] ; [3.60344828 7.39655172],0
