Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8.3e-05,15.489725,[12  2] ; [27 61],[5.35294118 8.64705882] ; [33.64705882 54.35294118],1
s2,1,0.000447,12.324146,[10  4] ; [22 67],[4.34951456 9.65048544] ; [27.65048544 61.34951456],1
s5,1,0.000492,12.146212,[7 7] ; [10 74],[ 2.42857143 11.57142857] ; [14.57142857 69.42857143],1
a6,1,0.002159,9.409109,[ 3 12] ; [55 33],[8.44660194 6.55339806] ; [49.55339806 38.44660194],0
s7,1,0.076214,3.14385,[6 6] ; [21 62],[3.41052632 8.58947368] ; [23.58947368 59.41052632],0
b5,1,0.09419,2.801263,[6 9] ; [56 33],[8.94230769 6.05769231] ; [53.05769231 35.94230769],0
n5,1,0.106239,2.609292,[7 8] ; [60 28],[9.75728155 5.24271845] ; [57.24271845 30.75728155],0
d1,1,0.112767,2.51501,[9 6] ; [34 55],[6.20192308 8.79807692] ; [36.79807692 52.20192308],0
v1,1,0.119198,2.42783,[7 8] ; [23 63],[ 4.45544554 10.54455446] ; [25.54455446 60.45544554],0
n6,1,0.142382,2.152025,[12  3] ; [53 35],[9.46601942 5.53398058] ; [55.53398058 32.46601942],0
p12,1,0.148154,2.091151,[ 1 14] ; [ 1 88],[ 0.28846154 14.71153846] ; [ 1.71153846 87.28846154],0
a5,1,0.16063,1.968281,[11  4] ; [48 41],[8.50961538 6.49038462] ; [50.49038462 38.50961538],0
s3,1,0.173491,1.852514,[8 7] ; [30 56],[5.64356436 9.35643564] ; [32.35643564 53.64356436],0
p3,1,0.180057,1.797156,[6 9] ; [21 68],[ 3.89423077 11.10576923] ; [23.10576923 65.89423077],0
p4,1,0.198431,1.653885,[6 9] ; [21 66],[ 3.97058824 11.02941176] ; [23.02941176 63.97058824],0
b4,1,0.212887,1.551684,[6 9] ; [51 38],[8.22115385 6.77884615] ; [48.77884615 40.22115385],0
d5,1,0.228941,1.447429,[11  4] ; [50 38],[8.88349515 6.11650485] ; [52.11650485 35.88349515],0
a2,1,0.238955,1.386747,[ 1 14] ; [17 72],[ 2.59615385 12.40384615] ; [15.40384615 73.59615385],0
r2,1,0.267013,1.232027,[13  1] ; [71 17],[11.52941176  2.47058824] ; [72.47058824 15.52941176],0
p1,1,0.267503,1.229507,[ 3 12] ; [ 9 80],[ 1.73076923 13.26923077] ; [10.26923077 78.73076923],0
a7,1,0.279844,1.167846,[6 9] ; [49 40],[7.93269231 7.06730769] ; [47.06730769 41.93269231],0
a3,1,0.281088,1.161824,[11  4] ; [51 36],[9.11764706 5.88235294] ; [52.88235294 34.11764706],0
p7,1,0.303751,1.057655,[ 2 13] ; [22 64],[ 3.56435644 11.43564356] ; [20.43564356 65.56435644],0
s1,1,0.422535,0.643253,[ 3 12] ; [11 78],[ 2.01923077 12.98076923] ; [11.98076923 77.01923077],0
n4,1,0.427937,0.628414,[8 7] ; [57 32],[9.375 5.625] ; [55.625 33.375],0
s8,1,0.435164,0.609003,[ 5 10] ; [21 67],[ 3.78640777 11.21359223] ; [22.21359223 65.78640777],0
r4,1,0.435858,0.607163,[11  4] ; [56 33],[9.66346154 5.33653846] ; [57.33653846 31.66346154],0
r1,1,0.446953,0.578368,[10  5] ; [50 39],[8.65384615 6.34615385] ; [51.34615385 37.65384615],0
b1,1,0.498529,0.458067,[9 6] ; [45 44],[7.78846154 7.21153846] ; [46.21153846 42.78846154],0
d4,1,0.517615,0.418642,[11  4] ; [57 31],[9.90291262 5.09708738] ; [58.09708738 29.90291262],0
n1,1,0.52336,0.407267,[4 6] ; [17 16],[4.88372093 5.11627907] ; [16.11627907 16.88372093],0
d2,1,0.567267,0.327276,[8 7] ; [39 47],[6.98019802 8.01980198] ; [40.01980198 45.98019802],0
a4,1,0.57996,0.3063,[7 8] ; [34 53],[6.02941176 8.97058824] ; [34.97058824 52.02941176],0
r3,1,0.59072,0.289222,[11  4] ; [59 30],[10.09615385  4.90384615] ; [59.90384615 29.09615385],0
d3,1,0.628875,0.23359,[8 7] ; [41 47],[7.13592233 7.86407767] ; [41.86407767 46.13592233],0
p10,1,0.639917,0.218851,[7 8] ; [35 52],[6.17647059 8.82352941] ; [35.82352941 51.17647059],0
p8,1,0.647633,0.208897,[ 2 13] ; [16 72],[ 2.62135922 12.37864078] ; [15.37864078 72.62135922],0
a1,1,0.675388,0.175364,[ 1 14] ; [ 9 80],[ 1.44230769 13.55769231] ; [ 8.55769231 80.44230769],0
v3,1,0.677239,0.17325,[ 3 12] ; [21 63],[ 3.63636364 11.36363636] ; [20.36363636 63.63636364],0
b2,1,0.714748,0.133581,[4 5] ; [24 39],[3.5 5.5] ; [24.5 38.5],0
b3,1,0.714748,0.133581,[4 5] ; [24 39],[3.5 5.5] ; [24.5 38.5],0
n2,1,0.785671,0.07395,[6 4] ; [22 12],[6.36363636 3.63636364] ; [21.63636364 12.36363636],0
p9,1,0.808377,0.058816,[7 7] ; [40 46],[6.58 7.42] ; [40.42 45.58],0
u1,1,0.814048,0.055322,[ 2 13] ; [10 79],[ 1.73076923 13.26923077] ; [10.26923077 78.73076923],0
p6,1,0.82604,0.048304,[ 2 13] ; [10 78],[ 1.74757282 13.25242718] ; [10.25242718 77.74757282],0
v4,1,0.840379,0.040566,[11  4] ; [63 26],[10.67307692  4.32692308] ; [63.32692308 25.67307692],0
p11,1,0.901294,0.015383,[7 8] ; [40 49],[6.77884615 8.22115385] ; [40.22115385 48.77884615],0
n3,1,0.913974,0.01167,[6 4] ; [18 13],[5.85365854 4.14634146] ; [18.14634146 12.85365854],0
