Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-06,20.120317,[32 15] ; [ 7 30],[21.82142857 25.17857143] ; [17.17857143 19.82142857],1
p4,1,0.000327,12.907751,[36 11] ; [14 23],[27.97619048 19.02380952] ; [22.02380952 14.97619048],1
p6,1,0.00173,9.816526,[23 23] ; [ 6 30],[16.26829268 29.73170732] ; [12.73170732 23.26829268],0
p3,1,0.002225,9.354085,[34 13] ; [14 22],[27.18072289 19.81927711] ; [20.81927711 15.18072289],0
v2,1,0.006455,7.418805,[36 12] ; [16 19],[30.07228916 17.92771084] ; [21.92771084 13.07228916],0
p11,1,0.014035,6.033762,[40  8] ; [22 15],[35.01176471 12.98823529] ; [26.98823529 10.01176471],0
v3,1,0.020149,5.398901,[26 22] ; [10 25],[20.81927711 27.18072289] ; [15.18072289 19.81927711],0
p2,1,0.030591,4.675791,[40  7] ; [24 13],[35.80952381 11.19047619] ; [28.19047619  8.80952381],0
u3,1,0.06727,3.348397,[ 7 11] ; [10  4],[9.5625 8.4375] ; [7.4375 6.5625],0
n4,1,0.08041,3.056605,[37 11] ; [22 15],[33.31764706 14.68235294] ; [25.68235294 11.31764706],0
n6,1,0.089333,2.886348,[40  8] ; [25 12],[36.70588235 11.29411765] ; [28.29411765  8.70588235],0
n5,1,0.141154,2.165329,[38 10] ; [24 13],[35.01176471 12.98823529] ; [26.98823529 10.01176471],0
s6,1,0.175574,1.834699,[32 12] ; [21 15],[29.15 14.85] ; [23.85 12.15],0
d2,1,0.178162,1.812892,[14 34] ; [16 21],[16.94117647 31.05882353] ; [13.05882353 23.94117647],0
p10,1,0.185128,1.755973,[39  7] ; [27 10],[36.57831325  9.42168675] ; [29.42168675  7.57831325],0
s7,1,0.193239,1.69275,[21 23] ; [12 24],[18.15 25.85] ; [14.85 21.15],0
r4,1,0.236817,1.399441,[32 16] ; [20 17],[29.36470588 18.63529412] ; [22.63529412 14.36470588],0
p1,1,0.255509,1.292929,[ 3 45] ; [ 5 32],[ 4.51764706 43.48235294] ; [ 3.48235294 33.51764706],0
p12,1,0.264039,1.247456,[ 4 43] ; [ 1 36],[ 2.79761905 44.20238095] ; [ 2.20238095 34.79761905],0
a1,1,0.274021,1.196509,[ 4 44] ; [ 1 36],[ 2.82352941 45.17647059] ; [ 2.17647059 34.82352941],0
