Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7e-06,20.120317,[32 15] ; [ 7 30],[21.82142857 25.17857143] ; [17.17857143 19.82142857],1
p5,1,0.313333,1.016572,[ 9 39] ; [ 4 33],[ 7.34117647 40.65882353] ; [ 5.65882353 31.34117647],0
n3,1,0.3268,0.961538,[9 4] ; [6 6],[7.8 5.2] ; [7.2 4.8],0
s8,1,0.345934,0.888317,[19 29] ; [11 26],[16.94117647 31.05882353] ; [13.05882353 23.94117647],0
a4,1,0.39905,0.711188,[14 34] ; [14 23],[15.81176471 32.18823529] ; [12.18823529 24.81176471],0
p9,1,0.414968,0.664523,[42  6] ; [30  7],[40.65882353  7.34117647] ; [31.34117647  5.65882353],0
u1,1,0.443858,0.586289,[ 2 46] ; [ 3 34],[ 2.82352941 45.17647059] ; [ 2.17647059 34.82352941],0
v4,1,0.451857,0.565989,[42  5] ; [31  6],[40.8452381  6.1547619] ; [32.1547619  4.8452381],0
s3,1,0.486352,0.484586,[27 21] ; [18 19],[25.41176471 22.58823529] ; [19.58823529 17.41176471],0
b3,1,0.488247,0.480387,[11 24] ; [ 7 10],[12.11538462 22.88461538] ; [ 5.88461538 11.11538462],0
b2,1,0.488247,0.480387,[11 24] ; [ 7 10],[12.11538462 22.88461538] ; [ 5.88461538 11.11538462],0
a7,1,0.497094,0.461135,[29 19] ; [25 12],[30.49411765 17.50588235] ; [23.50588235 13.49411765],0
d4,1,0.504494,0.44547,[38 10] ; [27 10],[36.70588235 11.29411765] ; [28.29411765  8.70588235],0
r3,1,0.554113,0.35,[41  7] ; [29  7],[40.  8.] ; [30.  6.],0
s2,1,0.574716,0.314855,[23 25] ; [20 17],[24.28235294 23.71764706] ; [18.71764706 18.28235294],0
u2,1,0.576086,0.312605,[8 9] ; [8 6],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
d3,1,0.592045,0.287162,[30 18] ; [21 16],[28.8 19.2] ; [22.2 14.8],0
a5,1,0.62557,0.238116,[26 22] ; [22 15],[27.10588235 20.89411765] ; [20.89411765 16.10588235],0
b4,1,0.62557,0.238116,[26 22] ; [22 15],[27.10588235 20.89411765] ; [20.89411765 16.10588235],0
r2,1,0.627238,0.235824,[38  8] ; [29  8],[37.13253012  8.86746988] ; [29.86746988  7.13253012],0
d5,1,0.66311,0.189768,[37 11] ; [27 10],[36.14117647 11.85882353] ; [27.85882353  9.14117647],0
s5,1,0.740282,0.109879,[13 32] ; [11 23],[13.67088608 31.32911392] ; [10.32911392 23.67088608],0
s4,1,0.761271,0.092302,[ 9 39] ; [ 6 31],[ 8.47058824 39.52941176] ; [ 6.52941176 30.47058824],0
a8,1,0.77287,0.083303,[ 2 43] ; [ 2 32],[ 2.27848101 42.72151899] ; [ 1.72151899 32.27848101],0
d1,1,0.811784,0.056704,[22 26] ; [16 21],[21.45882353 26.54117647] ; [16.54117647 20.45882353],0
n1,1,0.821348,0.050991,[6 7] ; [5 7],[5.72 7.28] ; [5.28 6.72],0
b5,1,0.822311,0.050433,[30 18] ; [24 13],[30.49411765 17.50588235] ; [23.50588235 13.49411765],0
b1,1,0.856779,0.032572,[23 25] ; [17 20],[22.58823529 25.41176471] ; [17.41176471 19.58823529],0
s1,1,0.86967,0.026921,[ 3 45] ; [ 2 35],[ 2.82352941 45.17647059] ; [ 2.17647059 34.82352941],0
n2,1,0.910443,0.012652,[10  3] ; [9 3],[9.88 3.12] ; [9.12 2.88],0
a6,1,0.946614,0.004484,[25 23] ; [19 18],[24.84705882 23.15294118] ; [19.15294118 17.84705882],0
a2,1,0.953307,0.003429,[ 5 43] ; [ 4 33],[ 5.08235294 42.91764706] ; [ 3.91764706 33.08235294],0
a3,1,0.974573,0.001016,[30 18] ; [23 14],[29.92941176 18.07058824] ; [23.07058824 13.92941176],0
