Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.00133,10.301077,[19 36] ; [ 2 34],[12.69230769 42.30769231] ; [ 8.30769231 27.69230769],0
a5,1,0.007106,7.245957,[43 12] ; [19 18],[37.06521739 17.93478261] ; [24.93478261 12.06521739],0
a3,1,0.022001,5.245733,[41 14] ; [19 18],[35.86956522 19.13043478] ; [24.13043478 12.86956522],0
p4,1,0.031913,4.603188,[44 11] ; [22 15],[39.45652174 15.54347826] ; [26.54347826 10.45652174],0
p8,1,0.032831,4.554555,[42 12] ; [21 16],[37.38461538 16.61538462] ; [25.61538462 11.38461538],0
s7,1,0.033361,4.527157,[41 13] ; [19 16],[36.40449438 17.59550562] ; [23.59550562 11.40449438],0
d1,1,0.035095,4.440552,[36 19] ; [16 21],[31.08695652 23.91304348] ; [20.91304348 16.08695652],0
s8,1,0.04379,4.06465,[39 16] ; [18 18],[34.45054945 20.54945055] ; [22.54945055 13.45054945],0
r3,1,0.062098,3.480458,[54  1] ; [33  4],[52.01086957  2.98913043] ; [34.98913043  2.01086957],0
d2,1,0.079455,3.07601,[34 21] ; [16 21],[29.89130435 25.10869565] ; [20.10869565 16.89130435],0
d4,1,0.079538,3.074324,[45  9] ; [25 12],[41.53846154 12.46153846] ; [28.46153846  8.53846154],0
p9,1,0.097845,2.740324,[49  5] ; [29  8],[46.28571429  7.71428571] ; [31.71428571  5.28571429],0
s5,1,0.102346,2.668605,[29 21] ; [14 21],[25.29411765 24.70588235] ; [17.70588235 17.29411765],0
p10,1,0.132026,2.268519,[46  8] ; [26 10],[43.2 10.8] ; [28.8  7.2],0
p12,1,0.133087,2.25612,[ 6 47] ; [ 1 36],[ 4.12222222 48.87777778] ; [ 2.87777778 34.12222222],0
b5,1,0.133126,2.255664,[21 34] ; [20 17],[24.51086957 30.48913043] ; [16.48913043 20.51086957],0
d5,1,0.161967,1.955764,[47  7] ; [28  9],[44.50549451  9.49450549] ; [30.49450549  6.50549451],0
s6,1,0.170298,1.880316,[43  8] ; [26 10],[40.44827586 10.55172414] ; [28.55172414  7.44827586],0
p5,1,0.171996,1.86546,[12 43] ; [ 4 33],[ 9.56521739 45.43478261] ; [ 6.43478261 30.56521739],0
r2,1,0.215728,1.532563,[49  5] ; [36  1],[50.43956044  3.56043956] ; [34.56043956  2.43956044],0
v4,1,0.223669,1.480677,[50  5] ; [36  1],[51.41304348  3.58695652] ; [34.58695652  2.41304348],0
a4,1,0.229537,1.443731,[30 25] ; [15 21],[27.1978022 27.8021978] ; [17.8021978 18.1978022],0
n5,1,0.314254,1.012714,[43 12] ; [32  5],[44.83695652 10.16304348] ; [30.16304348  6.83695652],0
v1,1,0.3433,0.89807,[26 28] ; [21 15],[28.2 25.8] ; [18.8 17.2],0
b4,1,0.372229,0.79621,[26 29] ; [21 16],[28.09782609 26.90217391] ; [18.90217391 18.09782609],0
s3,1,0.399461,0.709949,[36 19] ; [21 16],[34.07608696 20.92391304] ; [22.92391304 14.07608696],0
v3,1,0.423192,0.641433,[25 29] ; [14 23],[23.14285714 30.85714286] ; [15.85714286 21.14285714],0
n1,1,0.431401,0.619048,[7 5] ; [6 8],[6. 6.] ; [7. 7.],0
p1,1,0.4852,0.487153,[ 7 48] ; [ 3 34],[ 5.97826087 49.02173913] ; [ 4.02173913 32.97826087],0
p11,1,0.524028,0.405958,[46  9] ; [29  8],[44.83695652 10.16304348] ; [30.16304348  6.83695652],0
s2,1,0.571473,0.320224,[33 22] ; [20 17],[31.68478261 23.31521739] ; [21.31521739 15.68478261],0
p2,1,0.577654,0.310043,[47  8] ; [30  7],[46.0326087  8.9673913] ; [30.9673913  6.0326087],0
r4,1,0.637591,0.221906,[48  7] ; [31  6],[47.22826087  7.77173913] ; [31.77173913  5.22826087],0
p7,1,0.637591,0.221906,[48  7] ; [31  6],[47.22826087  7.77173913] ; [31.77173913  5.22826087],0
r1,1,0.65128,0.20429,[41 14] ; [26 11],[40.05434783 14.94565217] ; [26.94565217 10.05434783],0
u2,1,0.687922,0.161345,[8 6] ; [9 9],[7.4375 6.5625] ; [9.5625 8.4375],0
b1,1,0.701173,0.147255,[29 26] ; [18 19],[28.09782609 26.90217391] ; [18.90217391 18.09782609],0
a2,1,0.722073,0.126515,[ 4 51] ; [ 2 35],[ 3.58695652 51.41304348] ; [ 2.41304348 34.58695652],0
u1,1,0.722073,0.126515,[ 4 51] ; [ 2 35],[ 3.58695652 51.41304348] ; [ 2.41304348 34.58695652],0
s1,1,0.760135,0.09321,[ 1 54] ; [ 1 35],[ 1.20879121 53.79120879] ; [ 0.79120879 35.20879121],0
n3,1,0.789561,0.071225,[8 4] ; [8 5],[7.68 4.32] ; [8.32 4.68],0
n4,1,0.807311,0.059485,[45 10] ; [31  6],[45.43478261  9.56521739] ; [30.56521739  6.43478261],0
n2,1,0.837829,0.04189,[9 3] ; [10  4],[8.76923077 3.23076923] ; [10.23076923  3.76923077],0
b2,1,0.861742,0.030331,[21 23] ; [11 11],[21.33333333 22.66666667] ; [10.66666667 11.33333333],0
b3,1,0.861742,0.030331,[21 23] ; [11 11],[21.33333333 22.66666667] ; [10.66666667 11.33333333],0
a1,1,0.869697,0.02691,[ 5 50] ; [ 3 34],[ 4.7826087 50.2173913] ; [ 3.2173913 33.7826087],0
a8,1,0.874429,0.024975,[ 8 45] ; [ 5 31],[ 7.74157303 45.25842697] ; [ 5.25842697 30.74157303],0
a6,1,0.947393,0.004353,[16 39] ; [11 26],[16.14130435 38.85869565] ; [10.85869565 26.14130435],0
v2,1,0.961667,0.00231,[27 28] ; [17 18],[26.88888889 28.11111111] ; [17.11111111 17.88888889],0
d3,1,0.96681,0.001731,[27 28] ; [18 19],[26.90217391 28.09782609] ; [18.09782609 18.90217391],0
n6,1,0.985025,0.000352,[46  9] ; [31  6],[46.0326087  8.9673913] ; [30.9673913  6.0326087],0
u3,1,1.0,0.0,[7 7] ; [9 9],[7. 7.] ; [9. 9.],0
