Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000388,12.588022,[ 4 12] ; [25  7],[9.66666667 6.33333333] ; [19.33333333 12.66666667],1
p6,1,0.00084,11.150635,[ 1 15] ; [18 14],[6.33333333 9.66666667] ; [12.66666667 19.33333333],1
p2,1,0.003834,8.360633,[8 8] ; [29  4],[12.08163265  3.91836735] ; [24.91836735  8.08163265],0
p9,1,0.0207,5.351916,[11  5] ; [30  2],[13.66666667  2.33333333] ; [27.33333333  4.66666667],0
s8,1,0.022773,5.185714,[ 3 13] ; [17 15],[6.66666667 9.33333333] ; [13.33333333 18.66666667],0
s7,1,0.032992,4.546199,[ 6 10] ; [21  9],[9.39130435 6.60869565] ; [17.60869565 12.39130435],0
v2,1,0.064078,3.428571,[ 4 12] ; [17 15],[7. 9.] ; [14. 18.],0
p4,1,0.119471,2.424242,[ 5 10] ; [19 14],[7.5 7.5] ; [16.5 16.5],0
r1,1,0.140306,2.174601,[10  6] ; [27  6],[12.08163265  3.91836735] ; [24.91836735  8.08163265],0
p5,1,0.174149,1.846864,[ 2 14] ; [10 23],[ 3.91836735 12.08163265] ; [ 8.08163265 24.91836735],0
p12,1,0.183902,1.765804,[ 1 15] ; [ 7 26],[ 2.6122449 13.3877551] ; [ 5.3877551 27.6122449],0
s1,1,0.194763,1.681214,[ 2 14] ; [ 1 32],[ 0.97959184 15.02040816] ; [ 2.02040816 30.97959184],0
s4,1,0.225882,1.466605,[ 6 10] ; [ 7 26],[ 4.24489796 11.75510204] ; [ 8.75510204 24.24489796],0
v3,1,0.235442,1.407679,[ 4 12] ; [14 19],[ 5.87755102 10.12244898] ; [12.12244898 20.87755102],0
p3,1,0.263011,1.252841,[ 6 10] ; [18 15],[7.83673469 8.16326531] ; [16.16326531 16.83673469],0
s3,1,0.271878,1.207245,[8 7] ; [23 10],[9.6875 5.3125] ; [21.3125 11.6875],0
b4,1,0.320882,0.98535,[12  4] ; [20 13],[10.44897959  5.55102041] ; [21.55102041 11.44897959],0
r3,1,0.333416,0.935584,[13  3] ; [30  3],[14.04081633  1.95918367] ; [28.95918367  4.04081633],0
a7,1,0.353749,0.859963,[9 7] ; [23 10],[10.44897959  5.55102041] ; [21.55102041 11.44897959],0
s2,1,0.353749,0.859963,[9 7] ; [23 10],[10.44897959  5.55102041] ; [21.55102041 11.44897959],0
n6,1,0.372719,0.794581,[15  1] ; [28  5],[14.04081633  1.95918367] ; [28.95918367  4.04081633],0
a4,1,0.403775,0.697054,[ 4 12] ; [ 5 28],[ 2.93877551 13.06122449] ; [ 6.06122449 26.93877551],0
v1,1,0.403822,0.696915,[ 5 11] ; [14 18],[6.33333333 9.66666667] ; [12.66666667 19.33333333],0
r4,1,0.440108,0.596002,[14  2] ; [31  2],[14.69387755  1.30612245] ; [30.30612245  2.69387755],0
r2,1,0.440108,0.596002,[14  2] ; [31  2],[14.69387755  1.30612245] ; [30.30612245  2.69387755],0
d3,1,0.451553,0.56675,[ 5 11] ; [14 19],[6.20408163 9.79591837] ; [12.79591837 20.20408163],0
p11,1,0.460172,0.545476,[14  2] ; [26  7],[13.06122449  2.93877551] ; [26.93877551  6.06122449],0
d4,1,0.468475,0.525571,[10  6] ; [17 16],[8.81632653 7.18367347] ; [18.18367347 14.81632653],0
b5,1,0.468475,0.525571,[10  6] ; [17 16],[8.81632653 7.18367347] ; [18.18367347 14.81632653],0
u2,1,0.484118,0.489574,[4 5] ; [10  7],[4.84615385 4.15384615] ; [9.15384615 7.84615385],0
p10,1,0.502267,0.450144,[11  4] ; [27  6],[11.875  3.125] ; [26.125  6.875],0
v4,1,0.593235,0.28532,[15  1] ; [32  1],[15.34693878  0.65306122] ; [31.65306122  1.34693878],0
b1,1,0.597746,0.278409,[ 6 10] ; [15 18],[6.85714286 9.14285714] ; [14.14285714 18.85714286],0
a3,1,0.682831,0.166957,[7 9] ; [16 16],[7.66666667 8.33333333] ; [15.33333333 16.66666667],0
a8,1,0.738298,0.111628,[ 2 14] ; [ 3 29],[ 1.66666667 14.33333333] ; [ 3.33333333 28.66666667],0
a6,1,0.742245,0.108164,[10  6] ; [19 14],[9.46938776 6.53061224] ; [19.53061224 13.46938776],0
n5,1,0.7657,0.088807,[12  4] ; [26  7],[12.40816327  3.59183673] ; [25.59183673  7.40816327],0
s6,1,0.772445,0.083624,[14  2] ; [27  5],[13.66666667  2.33333333] ; [27.33333333  4.66666667],0
p1,1,0.841061,0.040215,[ 3 13] ; [ 7 26],[ 3.26530612 12.73469388] ; [ 6.73469388 26.26530612],0
u3,1,0.872518,0.025748,[5 4] ; [10  7],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
b3,1,0.89466,0.017532,[3 4] ; [ 8 12],[2.85185185 4.14814815] ; [ 8.14814815 11.85185185],0
b2,1,0.89466,0.017532,[3 4] ; [ 8 12],[2.85185185 4.14814815] ; [ 8.14814815 11.85185185],0
n3,1,0.898195,0.016369,[3 1] ; [5 2],[2.90909091 1.09090909] ; [5.09090909 1.90909091],0
a5,1,0.938323,0.005987,[10  6] ; [21 12],[10.12244898  5.87755102] ; [20.87755102 12.12244898],0
d2,1,0.946225,0.004549,[ 5 11] ; [10 23],[ 4.89795918 11.10204082] ; [10.10204082 22.89795918],0
n4,1,0.946225,0.004549,[11  5] ; [23 10],[11.10204082  4.89795918] ; [22.89795918 10.10204082],0
