Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,8e-06,19.876464,[145  12] ; [39 18],[134.99065421  22.00934579] ; [49.00934579  7.99065421],1
n4,1,1.1e-05,19.258113,[108  48] ; [21 37],[94.03738318 61.96261682] ; [34.96261682 23.03738318],1
r4,1,3.1e-05,17.337526,[128  29] ; [31 27],[116.10697674  40.89302326] ; [42.89302326 15.10697674],1
p4,1,0.001842,9.700264,[72 83] ; [13 44],[62.14622642 92.85377358] ; [22.85377358 34.14622642],0
v4,1,0.002229,9.351063,[143  14] ; [42 14],[136.36150235  20.63849765] ; [48.63849765  7.36150235],0
p11,1,0.002528,9.119978,[113  44] ; [29 29],[103.69302326  53.30697674] ; [38.30697674 19.69302326],0
v3,1,0.00273,8.979592,[55 99] ; [ 8 48],[ 46.2 107.8] ; [16.8 39.2],0
n5,1,0.003809,8.372609,[110  46] ; [28 29],[101.07042254  54.92957746] ; [36.92957746 20.07042254],0
p3,1,0.004579,8.038793,[59 98] ; [10 48],[ 50.38604651 106.61395349] ; [18.61395349 39.38604651],0
b1,1,0.018357,5.561711,[ 51 106] ; [29 29],[58.41860465 98.58139535] ; [21.58139535 36.41860465],0
s6,1,0.02074,5.348525,[81 74] ; [20 38],[73.49765258 81.50234742] ; [27.50234742 30.49765258],0
p10,1,0.028781,4.780694,[105  49] ; [29 27],[98.26666667 55.73333333] ; [35.73333333 20.26666667],0
p2,1,0.042645,4.109407,[117  40] ; [35 23],[110.99534884  46.00465116] ; [41.00465116 16.99534884],0
v2,1,0.050825,3.814016,[69 80] ; [16 36],[63.00995025 85.99004975] ; [21.99004975 30.00995025],0
s8,1,0.061242,3.503439,[ 47 110] ; [10 48],[ 41.62325581 115.37674419] ; [15.37674419 42.62325581],0
a8,1,0.071828,3.240734,[ 17 128] ; [ 2 55],[ 13.63861386 131.36138614] ; [ 5.36138614 51.63861386],0
v1,1,0.081245,3.039814,[63 90] ; [16 41],[57.55714286 95.44285714] ; [21.44285714 35.55714286],0
d5,1,0.089663,2.880409,[98 58] ; [29 29],[92.57943925 63.42056075] ; [34.42056075 23.57943925],0
s7,1,0.090896,2.858425,[ 46 105] ; [10 44],[ 41.24878049 109.75121951] ; [14.75121951 39.24878049],0
a1,1,0.092296,2.833859,[  2 155] ; [ 3 55],[  3.65116279 153.34883721] ; [ 1.34883721 56.65116279],0
p9,1,0.104598,2.633996,[109  45] ; [33 23],[104.13333333  49.86666667] ; [37.86666667 18.13333333],0
p5,1,0.132168,2.266849,[ 11 145] ; [ 1 57],[  8.74766355 147.25233645] ; [ 3.25233645 54.74766355],0
r2,1,0.136585,2.21602,[136  20] ; [45 12],[132.56338028  23.43661972] ; [48.43661972  8.56338028],0
s4,1,0.163666,1.940024,[ 18 137] ; [11 47],[ 21.10328638 133.89671362] ; [ 7.89671362 50.10328638],0
a7,1,0.166577,1.913482,[104  51] ; [33 25],[99.69483568 55.30516432] ; [37.30516432 20.69483568],0
a3,1,0.208022,1.585142,[71 84] ; [21 37],[66.94835681 88.05164319] ; [25.05164319 32.94835681],0
u1,1,0.294985,1.096728,[  2 155] ; [ 2 56],[  2.92093023 154.07906977] ; [ 1.07906977 56.92093023],0
p8,1,0.308135,1.038654,[64 92] ; [19 38],[60.78873239 95.21126761] ; [22.21126761 34.78873239],0
d3,1,0.315082,1.009253,[86 70] ; [27 30],[82.76056338 73.23943662] ; [30.23943662 26.76056338],0
p7,1,0.348278,0.879721,[87 67] ; [26 27],[84.06763285 69.93236715] ; [28.93236715 24.06763285],0
a4,1,0.351428,0.868293,[ 27 129] ; [ 7 51],[ 24.78504673 131.21495327] ; [ 9.21495327 48.78504673],0
r1,1,0.3985,0.712849,[96 60] ; [32 26],[93.30841121 62.69158879] ; [34.69158879 23.30841121],0
u2,1,0.402195,0.701754,[42 42] ; [21 15],[44.1 39.9] ; [18.9 17.1],0
a6,1,0.45987,0.54621,[75 82] ; [31 27],[77.40465116 79.59534884] ; [28.59534884 29.40465116],0
s1,1,0.468481,0.525556,[  5 151] ; [ 3 53],[  5.88679245 150.11320755] ; [ 2.11320755 53.88679245],0
u3,1,0.477438,0.50471,[40 45] ; [20 17],[41.80327869 43.19672131] ; [18.19672131 18.80327869],0
d2,1,0.532463,0.389689,[ 36 121] ; [11 47],[ 34.32093023 122.67906977] ; [12.67906977 45.32093023],0
p1,1,0.565219,0.330748,[ 10 147] ; [ 5 53],[ 10.95348837 146.04651163] ; [ 4.04651163 53.95348837],0
n1,1,0.587353,0.294497,[11 28] ; [ 8 15],[11.9516129 27.0483871] ; [ 7.0483871 15.9516129],0
b5,1,0.590494,0.289573,[101  56] ; [35 23],[99.31162791 57.68837209] ; [36.68837209 21.31162791],0
s2,1,0.622158,0.242846,[ 54 102] ; [18 40],[ 52.48598131 103.51401869] ; [19.51401869 38.48598131],0
b4,1,0.651764,0.203684,[92 65] ; [32 26],[90.54883721 66.45116279] ; [33.45116279 24.54883721],0
n3,1,0.66064,0.192747,[25 14] ; [16  7],[25.79032258 13.20967742] ; [15.20967742  7.79032258],0
b3,1,0.661464,0.191751,[24 61] ; [ 8 25],[23.05084746 61.94915254] ; [ 8.94915254 24.05084746],0
b2,1,0.661464,0.191751,[24 61] ; [ 8 25],[23.05084746 61.94915254] ; [ 8.94915254 24.05084746],0
n2,1,0.714078,0.134238,[23 15] ; [15  8],[23.67213115 14.32786885] ; [14.32786885  8.67213115],0
d1,1,0.721503,0.127057,[ 50 107] ; [17 41],[ 48.9255814 108.0744186] ; [18.0744186 39.9255814],0
s3,1,0.725716,0.123081,[71 82] ; [28 29],[72.12857143 80.87142857] ; [26.87142857 30.12857143],0
p6,1,0.741892,0.108471,[ 42 112] ; [14 42],[ 41.06666667 112.93333333] ; [14.93333333 41.06666667],0
d4,1,0.806752,0.059838,[102  55] ; [36 21],[101.24299065  55.75700935] ; [36.75700935 20.24299065],0
