Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000749,11.364601,[19 11] ; [10 32],[12.08333333 17.91666667] ; [16.91666667 25.08333333],1
p3,1,0.002469,9.163636,[15 15] ; [ 7 35],[ 9.16666667 20.83333333] ; [12.83333333 29.16666667],0
r3,1,0.037429,4.330771,[24  5] ; [25 17],[20.01408451  8.98591549] ; [28.98591549 13.01408451],0
r4,1,0.041452,4.157443,[18 12] ; [15 27],[13.75 16.25] ; [19.25 22.75],0
a3,1,0.064078,3.428571,[15 15] ; [12 30],[11.25 18.75] ; [15.75 26.25],0
d3,1,0.093075,2.820372,[ 8 21] ; [ 5 37],[ 5.30985915 23.69014085] ; [ 7.69014085 34.30985915],0
r2,1,0.100305,2.700681,[25  5] ; [27 14],[21.97183099  8.02816901] ; [30.02816901 10.97183099],0
a5,1,0.12819,2.314286,[13 17] ; [11 31],[10. 20.] ; [14. 28.],0
v1,1,0.154679,2.025495,[11 19] ; [ 9 33],[ 8.33333333 21.66666667] ; [11.66666667 30.33333333],0
a2,1,0.164089,1.936134,[ 3 27] ; [ 1 41],[ 1.66666667 28.33333333] ; [ 2.33333333 39.66666667],0
p10,1,0.169175,1.890236,[19  9] ; [21 20],[16.23188406 11.76811594] ; [23.76811594 17.23188406],0
v3,1,0.183692,1.767498,[ 6 23] ; [ 4 38],[ 4.08450704 24.91549296] ; [ 5.91549296 36.08450704],0
b1,1,0.187055,1.740659,[11 19] ; [22 20],[13.75 16.25] ; [19.25 22.75],0
a4,1,0.190649,1.712597,[ 8 22] ; [ 6 36],[ 5.83333333 24.16666667] ; [ 8.16666667 33.83333333],0
v2,1,0.197952,1.657418,[ 5 25] ; [12 28],[ 7.28571429 22.71428571] ; [ 9.71428571 30.28571429],0
p9,1,0.239747,1.382082,[22  7] ; [25 15],[19.75362319  9.24637681] ; [27.24637681 12.75362319],0
u3,1,0.2449,1.352163,[6 9] ; [ 7 23],[ 4.33333333 10.66666667] ; [ 8.66666667 21.33333333],0
a6,1,0.247749,1.335951,[17 13] ; [18 24],[14.58333333 15.41666667] ; [20.41666667 21.58333333],0
n5,1,0.258499,1.276777,[20 10] ; [33  9],[22.08333333  7.91666667] ; [30.91666667 11.08333333],0
b5,1,0.261651,1.26,[19 11] ; [21 21],[16.66666667 13.33333333] ; [23.33333333 18.66666667],0
n6,1,0.310494,1.028571,[22  8] ; [26 16],[20. 10.] ; [28. 14.],0
n2,1,0.331567,0.942769,[2 3] ; [14  8],[2.96296296 2.03703704] ; [13.03703704  8.96296296],0
b4,1,0.33898,0.914286,[13 17] ; [23 19],[15. 15.] ; [21. 21.],0
p1,1,0.355509,0.853696,[ 4 25] ; [ 3 39],[ 2.85915493 26.14084507] ; [ 4.14084507 37.85915493],0
n4,1,0.467036,0.52898,[16 14] ; [26 16],[17.5 12.5] ; [24.5 17.5],0
p4,1,0.513239,0.427458,[13 17] ; [15 27],[11.66666667 18.33333333] ; [16.33333333 25.66666667],0
p7,1,0.531472,0.391576,[16 13] ; [20 22],[14.70422535 14.29577465] ; [21.29577465 20.70422535],0
d2,1,0.55682,0.34524,[ 9 21] ; [10 32],[ 7.91666667 22.08333333] ; [11.08333333 30.91666667],0
s7,1,0.569327,0.32381,[ 8 20] ; [ 9 31],[ 7. 21.] ; [10. 30.],0
s5,1,0.576002,0.312743,[ 4 25] ; [ 4 38],[ 3.26760563 25.73239437] ; [ 4.73239437 37.26760563],0
p8,1,0.609104,0.261481,[10 19] ; [17 25],[11.02816901 17.97183099] ; [15.97183099 26.02816901],0
b2,1,0.664513,0.188088,[ 5 11] ; [ 6 18],[ 4.4 11.6] ; [ 6.6 17.4],0
b3,1,0.664513,0.188088,[ 5 11] ; [ 6 18],[ 4.4 11.6] ; [ 6.6 17.4],0
p2,1,0.681985,0.1679,[20  9] ; [27 15],[19.1971831  9.8028169] ; [27.8028169 14.1971831],0
s6,1,0.710909,0.13737,[ 8 21] ; [13 28],[ 8.7 20.3] ; [12.3 28.7],0
a1,1,0.727943,0.121008,[ 2 28] ; [ 2 40],[ 1.66666667 28.33333333] ; [ 2.33333333 39.66666667],0
s1,1,0.727943,0.121008,[ 2 28] ; [ 2 40],[ 1.66666667 28.33333333] ; [ 2.33333333 39.66666667],0
n3,1,0.737644,0.112208,[4 1] ; [16  6],[3.7037037 1.2962963] ; [16.2962963  5.7037037],0
v4,1,0.76313,0.090825,[21  8] ; [31 10],[21.54285714  7.45714286] ; [30.45714286 10.54285714],0
n1,1,0.778244,0.079303,[2 3] ; [ 7 14],[1.73076923 3.26923077] ; [ 7.26923077 13.73076923],0
s8,1,0.883011,0.021654,[ 6 24] ; [ 9 33],[ 6.25 23.75] ; [ 8.75 33.25],0
p6,1,0.89049,0.018957,[ 7 23] ; [ 9 32],[ 6.76056338 23.23943662] ; [ 9.23943662 31.76056338],0
s3,1,0.933781,0.006904,[12 18] ; [16 25],[11.83098592 18.16901408] ; [16.16901408 24.83098592],0
s2,1,0.96395,0.002043,[ 8 22] ; [11 31],[ 7.91666667 22.08333333] ; [11.08333333 30.91666667],0
p11,1,0.967909,0.001619,[17 13] ; [24 18],[17.08333333 12.91666667] ; [23.91666667 18.08333333],0
a8,1,0.990532,0.000141,[ 3 26] ; [ 4 35],[ 2.98529412 26.01470588] ; [ 4.01470588 34.98529412],0
s4,1,1.0,0.0,[ 5 25] ; [ 7 35],[ 5. 25.] ; [ 7. 35.],0
u2,1,1.0,0.0,[ 5 10] ; [10 20],[ 5. 10.] ; [10. 20.],0
