Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000146,14.427966,[15 18] ; [31  4],[22.32352941 10.67647059] ; [23.67647059 11.32352941],1
n4,1,0.000967,10.890152,[15 18] ; [30  6],[21.52173913 11.47826087] ; [23.47826087 12.52173913],1
s6,1,0.065171,3.400647,[16 17] ; [24 10],[19.70149254 13.29850746] ; [20.29850746 13.70149254],0
a7,1,0.076214,3.143845,[17 16] ; [26 10],[20.56521739 12.43478261] ; [22.43478261 13.56521739],0
s8,1,0.086714,2.934345,[ 8 25] ; [15 19],[11.32835821 21.67164179] ; [11.67164179 22.32835821],0
s3,1,0.091578,2.846417,[14 19] ; [22 13],[17.47058824 15.52941176] ; [18.52941176 16.47058824],0
a8,1,0.093406,2.814666,[ 1 29] ; [ 5 26],[ 2.95081967 27.04918033] ; [ 3.04918033 27.95081967],0
v4,1,0.101749,2.677906,[27  6] ; [34  2],[29.17391304  3.82608696] ; [31.82608696  4.17391304],0
d5,1,0.121498,2.397908,[20 13] ; [28  8],[22.95652174 10.04347826] ; [25.04347826 10.95652174],0
n1,1,0.130134,2.290909,[3 6] ; [8 4],[4.71428571 4.28571429] ; [6.28571429 5.71428571],0
p8,1,0.131575,2.273824,[11 22] ; [18 17],[14.07352941 18.92647059] ; [14.92647059 20.07352941],0
p11,1,0.1612,1.962931,[11 22] ; [18 18],[13.86956522 19.13043478] ; [15.13043478 20.86956522],0
d2,1,0.1612,1.962931,[11 22] ; [18 18],[13.86956522 19.13043478] ; [15.13043478 20.86956522],0
r4,1,0.167304,1.906936,[24  9] ; [31  5],[26.30434783  6.69565217] ; [28.69565217  7.30434783],0
u1,1,0.169255,1.889531,[ 2 31] ; [ 6 30],[ 3.82608696 29.17391304] ; [ 4.17391304 31.82608696],0
a3,1,0.197273,1.662451,[16 17] ; [23 13],[18.65217391 14.34782609] ; [20.34782609 15.65217391],0
r1,1,0.199983,1.642496,[20 13] ; [27  9],[22.47826087 10.52173913] ; [24.52173913 11.47826087],0
p4,1,0.201952,1.628199,[19 14] ; [26 10],[21.52173913 11.47826087] ; [23.47826087 12.52173913],0
b5,1,0.201952,1.628199,[19 14] ; [26 10],[21.52173913 11.47826087] ; [23.47826087 12.52173913],0
n2,1,0.236724,1.4,[8 1] ; [8 4],[6.85714286 2.14285714] ; [9.14285714 2.85714286],0
s7,1,0.244355,1.355294,[ 9 21] ; [15 19],[11.25 18.75] ; [12.75 21.25],0
d4,1,0.260189,1.267751,[26  7] ; [24 12],[23.91304348  9.08695652] ; [26.08695652  9.91304348],0
b4,1,0.344823,0.892416,[22 11] ; [20 16],[20.08695652 12.91304348] ; [21.91304348 14.08695652],0
v3,1,0.346727,0.885399,[10 20] ; [ 8 27],[ 8.30769231 21.69230769] ; [ 9.69230769 25.30769231],0
a2,1,0.35062,0.871212,[ 3 30] ; [ 6 30],[ 4.30434783 28.69565217] ; [ 4.69565217 31.30434783],0
p6,1,0.350682,0.870987,[ 9 22] ; [14 21],[10.8030303 20.1969697] ; [12.1969697 22.8030303],0
d1,1,0.361346,0.833209,[12 21] ; [17 19],[13.86956522 19.13043478] ; [15.13043478 20.86956522],0
r2,1,0.376873,0.780877,[28  5] ; [33  3],[29.17391304  3.82608696] ; [31.82608696  4.17391304],0
p9,1,0.403,0.699357,[10 23] ; [14 21],[11.64705882 21.35294118] ; [12.35294118 22.64705882],0
s1,1,0.457033,0.553151,[ 2 31] ; [ 4 32],[ 2.86956522 30.13043478] ; [ 3.13043478 32.86956522],0
b2,1,0.460492,0.544699,[ 6 15] ; [ 9 14],[ 7.15909091 13.84090909] ; [ 7.84090909 15.15909091],0
