Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.001027,10.777358,[8 9] ; [98 21],[13.25  3.75] ; [92.75 26.25],0
p10,1,0.036335,4.381297,[10  7] ; [95 22],[13.32089552  3.67910448] ; [91.67910448 25.32089552],0
b1,1,0.057897,3.596616,[11  6] ; [48 71],[7.375 9.625] ; [51.625 67.375],0
p1,1,0.122274,2.387948,[ 3 14] ; [  8 111],[ 1.375 15.625] ; [  9.625 109.375],0
p9,1,0.620935,0.244555,[13  4] ; [97 22],[13.75  3.25] ; [96.25 22.75],0
