Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.038882,4.266019,[27 13] ; [1 4],[24.88888889 15.11111111] ; [3.11111111 1.88888889],0
r3,1,0.109686,2.558741,[35  5] ; [3 2],[33.77777778  6.22222222] ; [4.22222222 0.77777778],0
s6,1,0.113043,2.511161,[17 23] ; [4 1],[18.66666667 21.33333333] ; [2.33333333 2.66666667],0
s7,1,0.176494,1.826899,[11 27] ; [2 1],[12.04878049 25.95121951] ; [0.95121951 2.04878049],0
s8,1,0.179712,1.8,[12 28] ; [3 2],[13.33333333 26.66666667] ; [1.66666667 3.33333333],0
s3,1,0.187351,1.738324,[20 19] ; [1 4],[18.61363636 20.38636364] ; [2.38636364 2.61363636],0
s1,1,0.214202,1.542798,[ 2 37] ; [1 4],[ 2.65909091 36.34090909] ; [0.34090909 4.65909091],0
d2,1,0.225841,1.466864,[13 27] ; [3 2],[14.22222222 25.77777778] ; [1.77777778 3.22222222],0
b4,1,0.225841,1.466864,[27 13] ; [2 3],[25.77777778 14.22222222] ; [3.22222222 1.77777778],0
r1,1,0.23568,1.40625,[33  7] ; [3 2],[32.  8.] ; [4. 1.],0
a6,1,0.277006,1.181723,[26 14] ; [2 3],[24.88888889 15.11111111] ; [3.11111111 1.88888889],0
a4,1,0.277006,1.181723,[14 26] ; [3 2],[15.11111111 24.88888889] ; [1.88888889 3.11111111],0
s2,1,0.285935,1.138664,[18 22] ; [1 4],[16.88888889 23.11111111] ; [2.11111111 2.88888889],0
n5,1,0.285935,1.138664,[18 22] ; [1 4],[16.88888889 23.11111111] ; [2.11111111 2.88888889],0
a5,1,0.310494,1.028571,[32  8] ; [3 2],[31.11111111  8.88888889] ; [3.88888889 1.11111111],0
r4,1,0.310494,1.028571,[32  8] ; [3 2],[31.11111111  8.88888889] ; [3.88888889 1.11111111],0
v2,1,0.36605,0.817028,[28 11] ; [2 2],[27.20930233 11.79069767] ; [2.79069767 1.20930233],0
n4,1,0.39329,0.728745,[24 16] ; [2 3],[23.11111111 16.88888889] ; [2.88888889 2.11111111],0
p10,1,0.397067,0.717191,[23 15] ; [4 1],[23.86046512 14.13953488] ; [3.13953488 1.86046512],0
d3,1,0.440869,0.594019,[25 15] ; [4 1],[25.77777778 14.22222222] ; [3.22222222 1.77777778],0
p4,1,0.44878,0.57373,[16 22] ; [3 2],[16.79069767 21.20930233] ; [2.20930233 2.79069767],0
v1,1,0.457807,0.55125,[23 17] ; [2 3],[22.22222222 17.77777778] ; [2.77777778 2.22222222],0
p7,1,0.487804,0.481368,[17 22] ; [3 2],[17.72727273 21.27272727] ; [2.27272727 2.72727273],0
a2,1,0.502335,0.45,[ 4 36] ; [1 4],[ 4.44444444 35.55555556] ; [0.55555556 4.44444444],0
p8,1,0.520065,0.413764,[17 21] ; [3 2],[17.6744186 20.3255814] ; [2.3255814 2.6744186],0
d1,1,0.526168,0.401786,[18 22] ; [3 2],[18.66666667 21.33333333] ; [2.33333333 2.66666667],0
b5,1,0.598071,0.277915,[21 19] ; [2 3],[20.44444444 19.55555556] ; [2.55555556 2.44444444],0
v4,1,0.641838,0.216346,[35  5] ; [4 1],[34.66666667  5.33333333] ; [4.33333333 0.66666667],0
s4,1,0.641838,0.216346,[ 5 35] ; [1 4],[ 5.33333333 34.66666667] ; [0.66666667 4.33333333],0
a7,1,0.648834,0.207373,[28 12] ; [3 2],[27.55555556 12.44444444] ; [3.44444444 1.55555556],0
p9,1,0.676523,0.174066,[27 12] ; [3 2],[26.59090909 12.40909091] ; [3.40909091 1.59090909],0
u3,1,0.771084,0.084656,[7 5] ; [2 2],[6.75 5.25] ; [2.25 1.75],0
s5,1,0.790513,0.070567,[ 6 33] ; [1 4],[ 6.20454545 32.79545455] ; [0.79545455 4.20454545],0
p2,1,0.798458,0.065201,[25 13] ; [3 2],[24.74418605 13.25581395] ; [3.25581395 1.74418605],0
d4,1,0.806243,0.06016,[30 10] ; [4 1],[30.22222222  9.77777778] ; [3.77777778 1.22222222],0
p11,1,0.832004,0.045,[22 18] ; [3 2],[22.22222222 17.77777778] ; [2.77777778 2.22222222],0
p6,1,0.956624,0.002958,[ 8 30] ; [1 4],[ 7.95348837 30.04651163] ; [1.04651163 3.95348837],0
p3,1,0.981947,0.000512,[15 23] ; [2 3],[15.02325581 22.97674419] ; [1.97674419 3.02325581],0
