Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,28.380368,[48 40] ; [223  47],[66.61452514 21.38547486] ; [204.38547486  65.61452514],1
r3,1,1e-06,23.76399,[71 18] ; [261  11],[81.85041551  7.14958449] ; [250.14958449  21.85041551],1
p2,1,9e-06,19.612489,[55 35] ; [227  45],[70.11049724 19.88950276] ; [211.88950276  60.11049724],1
p9,1,1.1e-05,19.411167,[53 33] ; [226  43],[67.58873239 18.41126761] ; [211.41126761  57.58873239],1
p8,1,0.000122,14.760103,[25 64] ; [139 131],[40.65738162 48.34261838] ; [123.34261838 146.65738162],1
b1,1,0.000253,13.387926,[49 41] ; [ 90 184],[34.36813187 55.63186813] ; [104.63186813 169.36813187],1
r4,1,0.002183,9.389138,[68 22] ; [243  31],[76.8956044 13.1043956] ; [234.1043956  39.8956044],0
p12,1,0.014947,5.922657,[ 1 89] ; [ 23 248],[ 5.9833795 84.0166205] ; [ 18.0166205 252.9833795],0
b5,1,0.016806,5.71655,[59 31] ; [140 134],[49.2032967 40.7967033] ; [149.7967033 124.2032967],0
a6,1,0.026216,4.94169,[49 41] ; [184  89],[57.76859504 32.23140496] ; [175.23140496  97.76859504],0
p7,1,0.031003,4.652776,[41 48] ; [158 109],[49.75 39.25] ; [149.25 117.75],0
p3,1,0.040645,4.190747,[29 61] ; [121 151],[37.29281768 52.70718232] ; [112.70718232 159.29281768],0
r1,1,0.06372,3.437811,[59 31] ; [207  67],[65.76923077 24.23076923] ; [200.23076923  73.76923077],0
n4,1,0.083681,2.991924,[61 29] ; [210  63],[67.19008264 22.80991736] ; [203.80991736  69.19008264],0
n1,1,0.101137,2.687518,[17 21] ; [20 49],[13.14018692 24.85981308] ; [23.85981308 45.14018692],0
n3,1,0.101265,2.685501,[24 15] ; [52 16],[27.70093458 11.29906542] ; [48.29906542 19.70093458],0
u2,1,0.103781,2.646452,[ 9 18] ; [48 46],[12.71900826 14.28099174] ; [44.28099174 49.71900826],0
n5,1,0.114716,2.488014,[59 31] ; [201  70],[64.8199446 25.1800554] ; [195.1800554  75.8199446],0
a5,1,0.138845,2.190713,[54 36] ; [187  86],[59.75206612 30.24793388] ; [181.24793388  91.75206612],0
p4,1,0.148609,2.086469,[38 49] ; [143 129],[43.86350975 43.13649025] ; [137.13649025 134.86350975],0
r2,1,0.160691,1.967707,[76 11] ; [251  21],[79.24512535  7.75487465] ; [247.75487465  24.24512535],0
s4,1,0.17127,1.871791,[22 68] ; [ 48 221],[17.54874652 72.45125348] ; [ 52.45125348 216.54874652],0
