Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.061767,[25 15] ; [ 7 40],[14.71264368 25.28735632] ; [17.28735632 29.71264368],1
r4,1,6.9e-05,15.834578,[34  8] ; [19 29],[24.73333333 17.26666667] ; [28.26666667 19.73333333],1
v3,1,0.005153,7.825016,[21 20] ; [10 35],[14.77906977 26.22093023] ; [16.22093023 28.77906977],0
p6,1,0.005167,7.820045,[21 17] ; [12 35],[14.75294118 23.24705882] ; [18.24705882 28.75294118],0
p10,1,0.005184,7.814016,[35  6] ; [28 20],[29.02247191 11.97752809] ; [33.97752809 14.02247191],0
p3,1,0.020129,5.400695,[25 16] ; [17 30],[19.56818182 21.43181818] ; [22.43181818 24.56818182],0
p9,1,0.02062,5.358665,[37  5] ; [31 15],[32.45454545  9.54545455] ; [35.54545455 10.45454545],0
p4,1,0.025884,4.96375,[27 13] ; [21 27],[21.81818182 18.18181818] ; [26.18181818 21.81818182],0
s6,1,0.03329,4.530799,[28 13] ; [22 26],[23.03370787 17.96629213] ; [26.96629213 21.03370787],0
p2,1,0.03626,4.384828,[31  9] ; [27 21],[26.36363636 13.63636364] ; [31.63636364 16.36363636],0
d2,1,0.047108,3.941541,[26 16] ; [38  9],[30.20224719 11.79775281] ; [33.79775281 13.20224719],0
r2,1,0.0598,3.542928,[37  3] ; [35 10],[33.88235294  6.11764706] ; [38.11764706  6.88235294],0
r3,1,0.065303,3.397317,[39  3] ; [38 10],[35.93333333  6.06666667] ; [41.06666667  6.93333333],0
a4,1,0.072019,3.236386,[17 25] ; [28 19],[21.23595506 20.76404494] ; [23.76404494 23.23595506],0
v4,1,0.072502,3.225446,[37  5] ; [35 13],[33.6  8.4] ; [38.4  9.6],0
v1,1,0.091327,2.850823,[22 19] ; [16 29],[18.11627907 22.88372093] ; [19.88372093 25.11627907],0
s7,1,0.11069,2.544346,[20 21] ; [14 30],[16.4 24.6] ; [17.6 26.4],0
s8,1,0.112019,2.52551,[20 22] ; [15 33],[16.33333333 25.66666667] ; [18.66666667 29.33333333],0
u1,1,0.121274,2.400794,[ 2 40] ; [ 7 41],[ 4.2 37.8] ; [ 4.8 43.2],0
v2,1,0.122192,2.388991,[27 15] ; [21 23],[23.44186047 18.55813953] ; [24.55813953 19.44186047],0
p5,1,0.125135,2.35184,[ 7 35] ; [ 3 44],[ 4.71910112 37.28089888] ; [ 5.28089888 41.71910112],0
d3,1,0.139713,2.181122,[38  4] ; [38 10],[35.46666667  6.53333333] ; [40.53333333  7.46666667],0
n3,1,0.163187,1.944444,[10  4] ; [10 11],[8. 6.] ; [12.  9.],0
p11,1,0.208413,1.582418,[33  9] ; [32 16],[30.33333333 11.66666667] ; [34.66666667 13.33333333],0
n4,1,0.230613,1.437075,[32 10] ; [31 17],[29.4 12.6] ; [33.6 14.4],0
s5,1,0.350017,0.873397,[14 26] ; [11 32],[12.04819277 27.95180723] ; [12.95180723 30.04819277],0
s1,1,0.362969,0.827596,[ 1 41] ; [ 3 44],[ 1.88764045 40.11235955] ; [ 2.11235955 44.88764045],0
n5,1,0.370028,0.803571,[30 12] ; [30 18],[28. 14.] ; [32. 16.],0
u2,1,0.387094,0.748052,[4 3] ; [4 7],[3.11111111 3.88888889] ; [4.88888889 6.11111111],0
a3,1,0.459597,0.546875,[35  7] ; [37 11],[33.6  8.4] ; [38.4  9.6],0
p12,1,0.466507,0.530238,[ 2 39] ; [ 1 47],[ 1.38202247 39.61797753] ; [ 1.61797753 46.38202247],0
s3,1,0.481682,0.495054,[21 20] ; [21 27],[19.34831461 21.65168539] ; [22.65168539 25.34831461],0
