Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,41.378147,[16 33] ; [114  25],[33.88297872 15.11702128] ; [96.11702128 42.88297872],1
p10,1,0.01439,5.989613,[25 22] ; [98 37],[31.76373626 15.23626374] ; [91.23626374 43.76373626],0
p9,1,0.017787,5.617039,[28 20] ; [103  32],[34.36065574 13.63934426] ; [96.63934426 38.36065574],0
n6,1,0.025554,4.985938,[31 18] ; [111  29],[36.81481481 12.18518519] ; [105.18518519  34.81481481],0
s6,1,0.034008,4.494306,[19 29] ; [78 58],[25.30434783 22.69565217] ; [71.69565217 64.30434783],0
p5,1,0.047657,3.922026,[ 1 47] ; [ 16 121],[ 4.41081081 43.58918919] ; [ 12.58918919 124.41081081],0
s7,1,0.048641,3.887698,[11 37] ; [50 79],[16.54237288 31.45762712] ; [44.45762712 84.54237288],0
v1,1,0.075231,3.165039,[15 33] ; [63 74],[20.23783784 27.76216216] ; [57.76216216 79.23783784],0
v3,1,0.1138,2.500643,[10 37] ; [46 91],[14.30434783 32.69565217] ; [41.69565217 95.30434783],0
s5,1,0.116819,2.459459,[ 6 41] ; [ 32 104],[ 9.75956284 37.24043716] ; [ 28.24043716 107.75956284],0
n1,1,0.132785,2.259645,[ 5 13] ; [20 21],[ 7.62711864 10.37288136] ; [17.37288136 23.62711864],0
r3,1,0.139753,2.180679,[44  5] ; [112  27],[40.65957447  8.34042553] ; [115.34042553  23.65957447],0
d5,1,0.157616,1.99695,[16 32] ; [63 77],[20.17021277 27.82978723] ; [58.82978723 81.17021277],0
p3,1,0.169862,1.884161,[15 34] ; [58 81],[19.02659574 29.97340426] ; [53.97340426 85.02659574],0
d2,1,0.17082,1.87573,[ 7 42] ; [ 33 107],[10.37037037 38.62962963] ; [ 29.62962963 110.37037037],0
a4,1,0.187604,1.736333,[ 7 42] ; [ 32 106],[10.21925134 38.78074866] ; [ 28.78074866 109.21925134],0
d3,1,0.214599,1.54013,[15 33] ; [ 31 108],[11.80748663 36.19251337] ; [ 34.19251337 104.80748663],0
p6,1,0.223682,1.480592,[10 39] ; [40 96],[13.24324324 35.75675676] ; [36.75675676 99.24324324],0
a5,1,0.301639,1.066935,[21 28] ; [72 68],[24.11111111 24.88888889] ; [68.88888889 71.11111111],0
v2,1,0.319955,0.98913,[16 32] ; [54 76],[18.87640449 29.12359551] ; [51.12359551 78.87640449],0
p4,1,0.328261,0.955746,[20 29] ; [68 71],[22.93617021 26.06382979] ; [65.06382979 73.93617021],0
b5,1,0.353468,0.860969,[30 19] ; [75 65],[27.22222222 21.77777778] ; [77.77777778 62.22222222],0
u3,1,0.389328,0.74104,[14 14] ; [30 44],[12.07843137 15.92156863] ; [31.92156863 42.07843137],0
v4,1,0.415279,0.663636,[43  4] ; [121  18],[41.44086022  5.55913978] ; [122.55913978  16.44086022],0
s8,1,0.429433,0.624356,[13 36] ; [45 93],[15.19786096 33.80213904] ; [42.80213904 95.19786096],0
s3,1,0.439327,0.598039,[20 28] ; [65 70],[22.29508197 25.70491803] ; [62.70491803 72.29508197],0
b3,1,0.45745,0.552127,[ 6 23] ; [23 60],[ 7.50892857 21.49107143] ; [21.49107143 61.50892857],0
b2,1,0.45745,0.552127,[ 6 23] ; [23 60],[ 7.50892857 21.49107143] ; [21.49107143 61.50892857],0
p11,1,0.479897,0.499098,[32 17] ; [99 41],[33.96296296 15.03703704] ; [97.03703704 42.96296296],0
p2,1,0.491791,0.472605,[36 12] ; [97 42],[34.13903743 13.86096257] ; [98.86096257 40.13903743],0
p12,1,0.532882,0.388892,[ 2 47] ; [  9 129],[ 2.88235294 46.11764706] ; [  8.11764706 129.88235294],0
p8,1,0.533592,0.387546,[23 26] ; [56 78],[21.15300546 27.84699454] ; [57.84699454 76.15300546],0
a3,1,0.54914,0.358861,[21 28] ; [66 72],[22.79679144 26.20320856] ; [64.20320856 73.79679144],0
n3,1,0.575102,0.314221,[14  3] ; [31 10],[13.18965517  3.81034483] ; [31.81034483  9.18965517],0
p1,1,0.576294,0.312264,[ 7 41] ; [ 16 123],[ 5.90374332 42.09625668] ; [ 17.09625668 121.90374332],0
r1,1,0.632464,0.228734,[29 20] ; [87 51],[30.39572193 18.60427807] ; [85.60427807 52.39572193],0
a6,1,0.683076,0.166684,[26 23] ; [79 61],[27.22222222 21.77777778] ; [77.77777778 62.22222222],0
r2,1,0.70859,0.13969,[43  6] ; [119  20],[42.22340426  6.77659574] ; [119.77659574  19.22340426],0
n2,1,0.744954,0.10582,[13  5] ; [32 10],[13.5  4.5] ; [31.5 10.5],0
a1,1,0.75926,0.093913,[ 1 48] ; [  4 136],[ 1.2962963 47.7037037] ; [  3.7037037 136.2962963],0
s2,1,0.767943,0.087065,[15 33] ; [46 91],[15.82702703 32.17297297] ; [45.17297297 91.82702703],0
u2,1,0.831989,0.045008,[12 16] ; [30 44],[11.52941176 16.47058824] ; [30.47058824 43.52941176],0
b4,1,0.892343,0.018317,[25 24] ; [73 67],[25.40740741 23.59259259] ; [72.59259259 67.40740741],0
p7,1,0.894847,0.01747,[27 21] ; [75 61],[26.60869565 21.39130435] ; [75.39130435 60.60869565],0
s1,1,0.903948,0.014563,[ 3 46] ; [  9 127],[ 3.17837838 45.82162162] ; [  8.82162162 127.17837838],0
a2,1,0.916351,0.011032,[ 3 46] ; [  8 132],[ 2.85185185 46.14814815] ; [  8.14814815 131.85185185],0
b1,1,0.930594,0.007586,[21 28] ; [59 81],[20.74074074 28.25925926] ; [59.25925926 80.74074074],0
s4,1,0.941839,0.005323,[ 9 40] ; [ 26 112],[ 9.17112299 39.82887701] ; [ 25.82887701 112.17112299],0
a7,1,0.948572,0.00416,[27 21] ; [78 62],[26.80851064 21.19148936] ; [78.19148936 61.80851064],0
r4,1,0.977142,0.000821,[37 12] ; [106  34],[37.07407407 11.92592593] ; [105.92592593  34.07407407],0
a8,1,0.997483,1e-05,[ 5 41] ; [ 14 115],[ 4.99428571 41.00571429] ; [ 14.00571429 114.99428571],0
