Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000586,11.819968,[116  13] ; [39 17],[108.08108108  20.91891892] ; [46.91891892  9.08108108],1
a8,1,0.001474,10.111249,[25 91] ; [ 1 49],[18.1686747 97.8313253] ; [ 7.8313253 42.1686747],0
n5,1,0.00367,8.440125,[112  16] ; [39 17],[105.04347826  22.95652174] ; [45.95652174 10.04347826],0
r1,1,0.008261,6.976067,[116  13] ; [42 14],[110.17297297  18.82702703] ; [47.82702703  8.17297297],0
p5,1,0.011855,6.3325,[36 95] ; [ 6 50],[ 29.42245989 101.57754011] ; [12.57754011 43.42245989],0
v2,1,0.032998,4.545871,[89 41] ; [28 26],[82.66304348 47.33695652] ; [34.33695652 19.66304348],0
b2,1,0.050935,3.810426,[46 46] ; [10 23],[41.216 50.784] ; [14.784 18.216],0
b3,1,0.050935,3.810426,[46 46] ; [10 23],[41.216 50.784] ; [14.784 18.216],0
b4,1,0.055089,3.679389,[74 57] ; [40 16],[79.86096257 51.13903743] ; [34.13903743 21.86096257],0
v3,1,0.061787,3.488751,[71 58] ; [22 33],[65.20108696 63.79891304] ; [27.79891304 27.20108696],0
a5,1,0.064362,3.421244,[111  20] ; [41 15],[106.48128342  24.51871658] ; [45.51871658 10.48128342],0
a3,1,0.084646,2.973366,[113  17] ; [43 13],[109.03225806  20.96774194] ; [46.96774194  9.03225806],0
a7,1,0.087254,2.924327,[96 35] ; [34 22],[91.06951872 39.93048128] ; [38.93048128 17.06951872],0
n6,1,0.097616,2.744071,[116  10] ; [47  9],[112.84615385  13.15384615] ; [50.15384615  5.84615385],0
n1,1,0.099739,2.709712,[21 11] ; [ 7 10],[18.28571429 13.71428571] ; [9.71428571 7.28571429],0
a2,1,0.117233,2.453908,[43 88] ; [12 44],[38.52941176 92.47058824] ; [16.47058824 39.52941176],0
a1,1,0.11955,2.423213,[ 10 121] ; [ 1 55],[  7.70588235 123.29411765] ; [ 3.29411765 52.70588235],0
v1,1,0.128188,2.314314,[85 45] ; [30 26],[80.37634409 49.62365591] ; [34.62365591 21.37634409],0
p10,1,0.176284,1.828677,[118  12] ; [47  9],[115.32258065  14.67741935] ; [49.67741935  6.32258065],0
p2,1,0.238347,1.390346,[116  15] ; [46 10],[113.48663102  17.51336898] ; [48.51336898  7.48663102],0
p12,1,0.243378,1.360922,[ 20 111] ; [ 5 51],[ 17.51336898 113.48663102] ; [ 7.48663102 48.51336898],0
v4,1,0.284891,1.14361,[126   3] ; [53  3],[124.81621622   4.18378378] ; [54.18378378  1.81621622],0
u3,1,0.35409,0.858745,[15  3] ; [9 4],[13.93548387  4.06451613] ; [10.06451613  2.93548387],0
u2,1,0.376482,0.782159,[13  4] ; [8 5],[11.9  5.1] ; [9.1 3.9],0
s6,1,0.38757,0.746551,[121   9] ; [53  2],[122.27027027   7.72972973] ; [51.72972973  3.27027027],0
a6,1,0.409178,0.681188,[82 47] ; [32 24],[79.49189189 49.50810811] ; [34.50810811 21.49189189],0
p3,1,0.4305,0.621473,[80 50] ; [31 25],[77.58064516 52.41935484] ; [33.41935484 22.58064516],0
s8,1,0.431813,0.617942,[97 32] ; [39 17],[94.83243243 34.16756757] ; [41.16756757 14.83243243],0
b5,1,0.451669,0.566461,[67 64] ; [32 24],[69.35294118 61.64705882] ; [29.64705882 26.35294118],0
p8,1,0.495495,0.464573,[81 48] ; [31 23],[78.95081967 50.04918033] ; [33.04918033 20.95081967],0
s2,1,0.522666,0.40863,[109  21] ; [49  7],[110.43010753  19.56989247] ; [47.56989247  8.43010753],0
n3,1,0.524574,0.404892,[21 10] ; [13  4],[21.95833333  9.04166667] ; [12.04166667  4.95833333],0
n2,1,0.52888,0.396543,[26  6] ; [15  2],[26.7755102  5.2244898] ; [14.2244898  2.7755102],0
p6,1,0.547836,0.361209,[67 63] ; [31 24],[68.86486486 61.13513514] ; [29.13513514 25.86486486],0
p4,1,0.56042,0.338978,[93 36] ; [38 18],[91.34594595 37.65405405] ; [39.65405405 16.34594595],0
d1,1,0.623248,0.241329,[84 47] ; [38 18],[85.46524064 45.53475936] ; [36.53475936 19.46524064],0
d3,1,0.627361,0.235656,[93 37] ; [42 14],[94.35483871 35.64516129] ; [40.64516129 15.35483871],0
p11,1,0.690865,0.158151,[104  27] ; [43 13],[102.97860963  28.02139037] ; [44.02139037 11.97860963],0
u1,1,0.692388,0.156512,[34 97] ; [13 43],[32.92513369 98.07486631] ; [14.07486631 41.92513369],0
p7,1,0.717536,0.130866,[99 28] ; [40 13],[98.07222222 28.92777778] ; [40.92777778 12.07222222],0
r4,1,0.791174,0.070112,[123   8] ; [52  4],[122.59358289   8.40641711] ; [52.40641711  3.59358289],0
b1,1,0.805034,0.060929,[54 77] ; [22 34],[53.24064171 77.75935829] ; [22.75935829 33.24064171],0
a4,1,0.810992,0.057191,[68 63] ; [28 28],[67.2513369 63.7486631] ; [28.7486631 27.2513369],0
p1,1,0.824538,0.049157,[ 17 113] ; [ 8 48],[ 17.47311828 112.52688172] ; [ 7.52688172 48.47311828],0
s1,1,0.855262,0.033273,[  6 121] ; [ 3 53],[  6.24590164 120.75409836] ; [ 2.75409836 53.24590164],0
r3,1,0.861003,0.030659,[126   4] ; [54  2],[125.80645161   4.19354839] ; [54.19354839  1.80645161],0
s3,1,0.867548,0.027814,[103  24] ; [46 10],[103.40437158  23.59562842] ; [45.59562842 10.40437158],0
r2,1,0.868137,0.027564,[125   4] ; [54  2],[124.81621622   4.18378378] ; [54.18378378  1.81621622],0
d2,1,0.900688,0.015573,[73 57] ; [32 24],[73.38709677 56.61290323] ; [31.61290323 24.38709677],0
p9,1,0.921435,0.009727,[120  10] ; [51  4],[120.16216216   9.83783784] ; [50.83783784  4.16216216],0
d5,1,0.937507,0.006147,[110  19] ; [48  8],[110.17297297  18.82702703] ; [47.82702703  8.17297297],0
d4,1,0.952367,0.003568,[111  18] ; [48  8],[110.87027027  18.12972973] ; [48.12972973  7.87027027],0
