Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.011864,6.331081,[ 5 12] ; [6 1],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
a4,1,0.035791,4.407029,[ 4 12] ; [5 2],[6.26086957 9.73913043] ; [2.73913043 4.26086957],0
d2,1,0.046547,3.961685,[ 7 10] ; [6 1],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
r4,1,0.106343,2.607745,[ 6 11] ; [5 2],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
a2,1,0.126598,2.333733,[ 1 16] ; [2 5],[ 2.125 14.875] ; [0.875 6.125],0
p3,1,0.136422,2.217857,[ 4 12] ; [4 3],[ 5.56521739 10.43478261] ; [2.43478261 4.56521739],0
p6,1,0.194835,1.680672,[ 3 14] ; [3 4],[ 4.25 12.75] ; [1.75 5.25],0
a7,1,0.276116,1.186108,[8 9] ; [5 2],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
d3,1,0.276116,1.186108,[8 9] ; [5 2],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
b4,1,0.303387,1.059247,[11  6] ; [6 1],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
p8,1,0.323727,0.97383,[ 6 11] ; [4 3],[7.08333333 9.91666667] ; [2.91666667 4.08333333],0
p4,1,0.323727,0.97383,[ 6 11] ; [4 3],[7.08333333 9.91666667] ; [2.91666667 4.08333333],0
a3,1,0.393921,0.726803,[11  5] ; [6 1],[11.82608696  4.17391304] ; [5.17391304 1.82608696],0
b1,1,0.403713,0.697239,[9 8] ; [5 2],[9.91666667 7.08333333] ; [4.08333333 2.91666667],0
s7,1,0.475512,0.509138,[ 7 10] ; [4 3],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
p11,1,0.475512,0.509138,[10  7] ; [3 4],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
v1,1,0.475512,0.509138,[10  7] ; [3 4],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
b3,1,0.518217,0.41744,[3 8] ; [1 6],[2.44444444 8.55555556] ; [1.55555556 5.44444444],0
b2,1,0.518217,0.41744,[3 8] ; [1 6],[2.44444444 8.55555556] ; [1.55555556 5.44444444],0
v3,1,0.525358,0.403361,[ 5 12] ; [3 4],[ 5.66666667 11.33333333] ; [2.33333333 4.66666667],0
s8,1,0.525358,0.403361,[ 5 12] ; [3 4],[ 5.66666667 11.33333333] ; [2.33333333 4.66666667],0
p1,1,0.549185,0.358779,[ 3 14] ; [2 5],[ 3.54166667 13.45833333] ; [1.45833333 5.54166667],0
p10,1,0.562069,0.336134,[10  7] ; [5 2],[10.625  6.375] ; [4.375 2.625],0
n4,1,0.612274,0.256877,[13  4] ; [6 1],[13.45833333  3.54166667] ; [5.54166667 1.45833333],0
n5,1,0.612274,0.256877,[13  4] ; [6 1],[13.45833333  3.54166667] ; [5.54166667 1.45833333],0
n6,1,0.612274,0.256877,[13  4] ; [6 1],[13.45833333  3.54166667] ; [5.54166667 1.45833333],0
s5,1,0.653368,0.201681,[8 9] ; [4 3],[8.5 8.5] ; [3.5 3.5],0
a6,1,0.653368,0.201681,[9 8] ; [3 4],[8.5 8.5] ; [3.5 3.5],0
s2,1,0.653368,0.201681,[8 9] ; [4 3],[8.5 8.5] ; [3.5 3.5],0
p7,1,0.665362,0.187075,[ 5 10] ; [3 4],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
a5,1,0.750824,0.10084,[11  6] ; [5 2],[11.33333333  5.66666667] ; [4.66666667 2.33333333],0
b5,1,0.750824,0.10084,[11  6] ; [5 2],[11.33333333  5.66666667] ; [4.66666667 2.33333333],0
n3,1,0.793428,0.068571,[6 4] ; [1 1],[5.83333333 4.16666667] ; [1.16666667 0.83333333],0
p5,1,0.794935,0.067552,[ 3 13] ; [1 6],[ 2.7826087 13.2173913] ; [1.2173913 5.7826087],0
p2,1,0.808605,0.058673,[10  6] ; [4 3],[9.73913043 6.26086957] ; [4.26086957 2.73913043],0
v4,1,0.840825,0.040336,[14  3] ; [6 1],[14.16666667  2.83333333] ; [5.83333333 1.16666667],0
r1,1,0.851054,0.035259,[9 8] ; [4 3],[9.20833333 7.79166667] ; [3.79166667 3.20833333],0
a1,1,0.865215,0.028812,[ 2 15] ; [1 6],[ 2.125 14.875] ; [0.875 6.125],0
s3,1,0.867258,0.027937,[7 8] ; [3 4],[6.81818182 8.18181818] ; [3.18181818 3.81818182],0
s4,1,0.967162,0.001695,[ 5 12] ; [2 5],[ 4.95833333 12.04166667] ; [2.04166667 4.95833333],0
r2,1,0.967162,0.001695,[12  5] ; [5 2],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
p9,1,0.967162,0.001695,[12  5] ; [5 2],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
