Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000488,12.159314,[ 4 12] ; [20  5],[9.36585366 6.63414634] ; [14.63414634 10.36585366],1
v2,1,0.057858,3.59775,[13  3] ; [13 12],[10.14634146  5.85365854] ; [15.85365854  9.14634146],0
b5,1,0.059048,3.563937,[ 2 14] ; [10 15],[ 4.68292683 11.31707317] ; [ 7.31707317 17.68292683],0
p11,1,0.086479,2.938722,[15  1] ; [18  7],[12.87804878  3.12195122] ; [20.12195122  4.87804878],0
d2,1,0.086932,2.930294,[12  4] ; [12 13],[9.36585366 6.63414634] ; [14.63414634 10.36585366],0
p7,1,0.107102,2.596467,[13  3] ; [13 10],[10.66666667  5.33333333] ; [15.33333333  7.66666667],0
a2,1,0.140633,2.171019,[ 1 15] ; [ 6 19],[ 2.73170732 13.26829268] ; [ 4.26829268 20.73170732],0
u1,1,0.140633,2.171019,[ 1 15] ; [ 6 19],[ 2.73170732 13.26829268] ; [ 4.26829268 20.73170732],0
a6,1,0.153686,2.035282,[8 8] ; [18  7],[10.14634146  5.85365854] ; [15.85365854  9.14634146],0
a4,1,0.191556,1.70561,[ 5 11] ; [13 12],[7.02439024 8.97560976] ; [10.97560976 14.02439024],0
s3,1,0.214847,1.538462,[7 9] ; [ 6 18],[ 5.2 10.8] ; [ 7.8 16.2],0
s7,1,0.27377,1.197761,[ 3 13] ; [ 8 15],[ 4.51282051 11.48717949] ; [ 6.48717949 16.51282051],0
p6,1,0.278958,1.172161,[ 4 12] ; [10 14],[ 5.6 10.4] ; [ 8.4 15.6],0
b2,1,0.309558,1.032561,[7 4] ; [7 9],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
b3,1,0.309558,1.032561,[7 4] ; [7 9],[5.7037037 5.2962963] ; [8.2962963 7.7037037],0
n5,1,0.323141,0.97619,[12  4] ; [15 10],[10.53658537  5.46341463] ; [16.46341463  8.53658537],0
p10,1,0.338539,0.915955,[12  4] ; [20  3],[13.12820513  2.87179487] ; [18.87179487  4.12820513],0
n4,1,0.350266,0.872492,[13  3] ; [17  8],[11.70731707  4.29268293] ; [18.29268293  6.70731707],0
n6,1,0.364726,0.821553,[14  2] ; [19  6],[12.87804878  3.12195122] ; [20.12195122  4.87804878],0
p4,1,0.365557,0.818713,[7 9] ; [14 10],[8.4 7.6] ; [12.6 11.4],0
a3,1,0.410582,0.677116,[12  3] ; [17  8],[10.875  4.125] ; [18.125  6.875],0
p9,1,0.456057,0.555556,[11  5] ; [19  5],[12.  4.] ; [18.  6.],0
s8,1,0.4603,0.545165,[ 4 12] ; [ 9 16],[ 5.07317073 10.92682927] ; [ 7.92682927 17.07317073],0
r1,1,0.501078,0.452653,[13  3] ; [18  7],[12.09756098  3.90243902] ; [18.90243902  6.09756098],0
p8,1,0.518605,0.416667,[7 9] ; [13 11],[8. 8.] ; [12. 12.],0
s4,1,0.544991,0.366368,[ 1 15] ; [ 3 22],[ 1.56097561 14.43902439] ; [ 2.43902439 22.56097561],0
s2,1,0.573138,0.31746,[ 4 12] ; [ 8 16],[ 4.8 11.2] ; [ 7.2 16.8],0
p1,1,0.587594,0.294118,[ 3 13] ; [ 3 21],[ 2.4 13.6] ; [ 3.6 20.4],0
p3,1,0.603761,0.26936,[8 8] ; [14 10],[8.8 7.2] ; [13.2 10.8],0
b1,1,0.606185,0.265768,[7 9] ; [13 12],[7.80487805 8.19512195] ; [12.19512195 12.80487805],0
p2,1,0.627079,0.236042,[13  3] ; [20  3],[13.53846154  2.46153846] ; [19.46153846  3.53846154],0
a5,1,0.630843,0.23092,[12  4] ; [17  8],[11.31707317  4.68292683] ; [17.68292683  7.31707317],0
v4,1,0.666955,0.185185,[14  2] ; [22  2],[14.4  1.6] ; [21.6  2.4],0
n2,1,0.67329,0.177778,[2 1] ; [4 1],[2.25 0.75] ; [3.75 1.25],0
b4,1,0.754376,0.09789,[11  5] ; [16  9],[10.53658537  5.46341463] ; [16.46341463  8.53658537],0
d4,1,0.757093,0.095667,[14  2] ; [21  4],[13.65853659  2.34146341] ; [21.34146341  3.65853659],0
v3,1,0.77297,0.083227,[7 9] ; [ 9 14],[6.56410256 9.43589744] ; [ 9.43589744 13.56410256],0
d5,1,0.819429,0.052111,[13  3] ; [21  4],[13.26829268  2.73170732] ; [20.73170732  4.26829268],0
r4,1,0.819429,0.052111,[13  3] ; [21  4],[13.26829268  2.73170732] ; [20.73170732  4.26829268],0
p5,1,0.820119,0.051707,[ 3 13] ; [ 5 18],[ 3.28205128 12.71794872] ; [ 4.71794872 18.28205128],0
r3,1,0.833748,0.044057,[15  1] ; [23  2],[14.82926829  1.17073171] ; [23.17073171  1.82926829],0
n1,1,0.850436,0.035556,[2 1] ; [3 2],[1.875 1.125] ; [3.125 1.875],0
d1,1,0.922512,0.009462,[10  6] ; [16  9],[10.14634146  5.85365854] ; [15.85365854  9.14634146],0
v1,1,0.985764,0.000318,[9 5] ; [16  9],[8.97435897 5.02564103] ; [16.02564103  8.97435897],0
