Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,59.679717,[52 73] ; [289  79],[86.46044625 38.53955375] ; [254.53955375 113.46044625],1
a6,1,0.0,54.078526,[55 70] ; [291  78],[87.55060729 37.44939271] ; [258.44939271 110.55060729],1
r4,1,2e-06,22.878006,[94 31] ; [338  31],[109.31174089  15.68825911] ; [322.68825911  46.31174089],1
r3,1,7e-06,20.177992,[110  15] ; [359   8],[119.15650407   5.84349593] ; [349.84349593  17.15650407],1
a2,1,8e-06,19.862018,[  8 117] ; [ 92 277],[25.30364372 99.69635628] ; [ 74.69635628 294.30364372],1
d5,1,2.3e-05,17.937332,[82 43] ; [308  61],[98.68421053 26.31578947] ; [291.31578947  77.68421053],1
r1,1,2.4e-05,17.818476,[81 44] ; [304  63],[97.81504065 27.18495935] ; [287.18495935  79.81504065],1
r2,1,0.000202,13.808999,[103  19] ; [348  19],[112.5194274   9.4805726] ; [338.4805726  28.5194274],1
d1,1,0.000273,13.248321,[49 76] ; [214 155],[66.548583 58.451417] ; [196.451417 172.548583],1
d4,1,0.000291,13.12496,[83 41] ; [304  65],[97.33874239 26.66125761] ; [289.66125761  79.33874239],1
u3,1,0.000611,11.741048,[13 31] ; [70 47],[22.68322981 21.31677019] ; [60.31677019 56.68322981],1
u1,1,0.000762,11.330895,[  6 119] ; [ 62 307],[ 17.20647773 107.79352227] ; [ 50.79352227 318.20647773],1
p4,1,0.004829,7.942253,[60 64] ; [231 137],[73.34146341 50.65853659] ; [217.65853659 150.34146341],0
v4,1,0.008997,6.823329,[111  11] ; [357  12],[116.28513238   5.71486762] ; [351.71486762  17.28513238],0
b5,1,0.016141,5.787473,[68 57] ; [245 124],[79.20040486 45.79959514] ; [233.79959514 135.20040486],0
b1,1,0.032834,4.554439,[56 69] ; [126 243],[46.05263158 78.94736842] ; [135.94736842 233.05263158],0
v2,1,0.03706,4.347646,[55 65] ; [200 152],[64.83050847 55.16949153] ; [190.16949153 161.83050847],0
p10,1,0.081676,3.031222,[91 32] ; [296  68],[97.74332649 25.25667351] ; [289.25667351  74.74332649],0
s1,1,0.122452,2.385669,[  5 119] ; [  6 358],[  2.79508197 121.20491803] ; [  8.20491803 355.79508197],0
a5,1,0.127099,2.32758,[80 45] ; [263 106],[86.79149798 38.20850202] ; [256.20850202 112.79149798],0
s7,1,0.139222,2.186537,[54 63] ; [136 218],[47.19745223 69.80254777] ; [142.80254777 211.19745223],0
s6,1,0.165797,1.920541,[64 60] ; [215 151],[70.60408163 53.39591837] ; [208.39591837 157.60408163],0
p8,1,0.188072,1.732658,[59 64] ; [199 164],[65.2962963 57.7037037] ; [192.7037037 170.2962963],0
p5,1,0.194492,1.683256,[ 10 115] ; [ 18 350],[  7.09939148 117.90060852] ; [ 20.90060852 347.09939148],0
b4,1,0.202175,1.626594,[65 60] ; [216 153],[71.10323887 53.89676113] ; [209.89676113 159.10323887],0
p3,1,0.270618,1.213614,[52 73] ; [174 194],[57.30223124 67.69776876] ; [168.69776876 199.30223124],0
n5,1,0.277342,1.180067,[95 30] ; [259 106],[90.30612245 34.69387755] ; [263.69387755 101.30612245],0
v1,1,0.304957,1.052393,[58 65] ; [188 170],[62.90644491 60.09355509] ; [183.09355509 174.90644491],0
s8,1,0.320503,0.986891,[50 75] ; [129 239],[45.38539554 79.61460446] ; [133.61460446 234.38539554],0
p6,1,0.336458,0.923881,[36 87] ; [124 241],[40.32786885 82.67213115] ; [119.67213115 245.32786885],0
p9,1,0.339465,0.912451,[100  24] ; [307  57],[103.41803279  20.58196721] ; [303.58196721  60.41803279],0
p11,1,0.358623,0.84271,[98 27] ; [303  66],[101.46761134  23.53238866] ; [299.53238866  69.46761134],0
n2,1,0.372209,0.796277,[24 15] ; [51 22],[26.11607143 12.88392857] ; [48.88392857 24.11607143],0
n3,1,0.39037,0.737788,[26 13] ; [55 19],[27.95575221 11.04424779] ; [53.04424779 20.95575221],0
u4,1,0.401013,0.705286,[  1 124] ; [  7 362],[  2.0242915 122.9757085] ; [  5.9757085 363.0242915],0
b3,1,0.404248,0.695652,[30 51] ; [ 66 141],[27. 54.] ; [ 69. 138.],0
b2,1,0.404248,0.695652,[30 51] ; [ 66 141],[27. 54.] ; [ 69. 138.],0
s2,1,0.444862,0.583709,[44 80] ; [144 222],[47.5755102 76.4244898] ; [140.4244898 225.5755102],0
n4,1,0.445838,0.581212,[97 28] ; [273  95],[93.81338742 31.18661258] ; [276.18661258  91.81338742],0
