Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,51.784179,[371  47] ; [60 42],[346.45769231  71.54230769] ; [84.54230769 17.45769231],1
p9,1,0.0,34.138141,[377  39] ; [69 32],[358.87040619  57.12959381] ; [87.12959381 13.87040619],1
n5,1,0.0,28.741353,[336  83] ; [57 47],[314.85086042 104.14913958] ; [78.14913958 25.85086042],1
n4,1,1e-06,23.422233,[353  68] ; [65 39],[335.19619048  85.80380952] ; [82.80380952 21.19619048],1
p2,1,4e-06,21.472399,[367  51] ; [72 32],[351.53639847  66.46360153] ; [87.46360153 16.53639847],1
n6,1,6e-06,20.610241,[374  45] ; [74 29],[359.60153257  59.39846743] ; [88.39846743 14.60153257],1
p7,1,4.6e-05,16.589762,[283 127] ; [49 54],[265.3411306 144.6588694] ; [66.6588694 36.3411306],1
p8,1,0.000204,13.797157,[240 172] ; [39 64],[223.2 188.8] ; [55.8 47.2],1
p4,1,0.000637,11.66584,[286 132] ; [52 51],[271.17850288 146.82149712] ; [66.82149712 36.17850288],1
s1,1,0.009702,6.688776,[  8 406] ; [ 7 98],[ 11.96531792 402.03468208] ; [  3.03468208 101.96531792],0
v3,1,0.019304,5.473735,[185 214] ; [33 66],[174.6626506 224.3373494] ; [43.3373494 55.6626506],0
v1,1,0.02059,5.361146,[243 164] ; [49 55],[232.57142857 174.42857143] ; [59.42857143 44.57142857],0
d2,1,0.022882,5.17744,[296 123] ; [85 19],[305.23709369 113.76290631] ; [75.76290631 28.23709369],0
b1,1,0.036023,4.396004,[146 275] ; [48 57],[155.27376426 265.72623574] ; [38.72623574 66.27376426],0
r4,1,0.037566,4.324572,[397  24] ; [93 12],[392.18631179  28.81368821] ; [97.81368821  7.18631179],0
p12,1,0.04216,4.128778,[ 43 375] ; [ 4 99],[ 37.70825336 380.29174664] ; [ 9.29174664 93.70825336],0
p5,1,0.045688,3.993074,[ 53 364] ; [ 6 98],[ 47.22264875 369.77735125] ; [11.77735125 92.22264875],0
a2,1,0.04815,3.90475,[141 280] ; [46 59],[149.67110266 271.32889734] ; [37.32889734 67.67110266],0
b5,1,0.074981,3.170459,[253 168] ; [73 32],[260.92395437 160.07604563] ; [65.07604563 39.92395437],0
n1,1,0.076332,3.141318,[23 51] ; [20 22],[27.43103448 46.56896552] ; [15.56896552 26.43103448],0
s4,1,0.07883,3.088851,[ 62 352] ; [23 81],[ 67.93436293 346.06563707] ; [17.06563707 86.93436293],0
