Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,32.492659,[74 74] ; [ 31 130],[50.29126214 97.70873786] ; [ 54.70873786 106.29126214],1
v1,1,6.9e-05,15.850023,[84 63] ; [ 56 106],[66.60194175 80.39805825] ; [73.39805825 88.60194175],1
r3,1,0.000141,14.482506,[146   5] ; [140  27],[135.80503145  15.19496855] ; [150.19496855  16.80503145],1
r1,1,0.000377,12.6411,[128  23] ; [113  54],[114.43710692  36.56289308] ; [126.56289308  40.43710692],1
s1,1,0.000702,11.482645,[  1 149] ; [ 15 151],[  7.59493671 142.40506329] ; [  8.40506329 157.59493671],1
p12,1,0.002882,8.880962,[ 16 135] ; [  4 161],[  9.55696203 141.44303797] ; [ 10.44303797 154.55696203],0
d4,1,0.004831,7.941661,[129  22] ; [121  46],[118.71069182  32.28930818] ; [131.28930818  35.71069182],0
a7,1,0.005867,7.590672,[118  33] ; [107  60],[106.83962264  44.16037736] ; [118.16037736  48.83962264],0
d1,1,0.006487,7.409905,[95 57] ; [79 88],[82.90909091 69.09090909] ; [91.09090909 75.90909091],0
a5,1,0.010959,6.471889,[118  34] ; [108  59],[107.68652038  44.31347962] ; [118.31347962  48.68652038],0
p9,1,0.012302,6.266758,[121  29] ; [112  52],[111.30573248  38.69426752] ; [121.69426752  42.30573248],0
p4,1,0.012966,6.173717,[74 78] ; [ 58 108],[63.09433962 88.90566038] ; [68.90566038 97.09433962],0
d5,1,0.01732,5.663622,[127  25] ; [121  46],[118.169279  33.830721] ; [129.830721  37.169279],0
s6,1,0.020742,5.348311,[96 53] ; [85 80],[85.88853503 63.11146497] ; [95.11146497 69.88853503],0
p2,1,0.031197,4.642095,[111  41] ; [103  64],[101.96865204  50.03134796] ; [112.03134796  54.96865204],0
s8,1,0.035229,4.434052,[58 92] ; [ 46 121],[ 49.21135647 100.78864353] ; [ 54.78864353 112.21135647],0
p10,1,0.035259,4.432611,[111  40] ; [103  62],[102.25949367  48.74050633] ; [111.74050633  53.25949367],0
r4,1,0.07967,3.071616,[136  16] ; [138  29],[130.55799373  21.44200627] ; [143.44200627  23.55799373],0
n6,1,0.096387,2.764324,[123  29] ; [122  45],[116.73981191  35.26018809] ; [128.26018809  38.73981191],0
p6,1,0.097072,2.752999,[ 28 122] ; [ 20 147],[ 22.71293375 127.28706625] ; [ 25.28706625 141.71293375],0
s2,1,0.109132,2.566753,[73 76] ; [66 99],[65.95859873 83.04140127] ; [73.04140127 91.95859873],0
p5,1,0.140701,2.17028,[  6 146] ; [ 13 152],[  9.11041009 142.88958991] ; [  9.88958991 155.11041009],0
d3,1,0.143798,2.136834,[103  49] ; [100  67],[96.72727273 55.27272727] ; [106.27272727  60.72727273],0
s7,1,0.164672,1.930791,[61 83] ; [ 55 104],[55.12871287 88.87128713] ; [60.87128713 98.12871287],0
n3,1,0.165379,1.924344,[30 11] ; [34 23],[26.7755102 14.2244898] ; [37.2244898 19.7755102],0
b1,1,0.175966,1.831371,[ 49 103] ; [ 66 101],[54.79623824 97.20376176] ; [ 60.20376176 106.79623824],0
p1,1,0.180078,1.796983,[ 10 142] ; [ 18 148],[ 13.3836478 138.6163522] ; [ 14.6163522 151.3836478],0
u2,1,0.189902,1.718379,[27 19] ; [28 33],[23.64485981 22.35514019] ; [31.35514019 29.64485981],0
p11,1,0.195793,1.673481,[106  46] ; [105  62],[100.53918495  51.46081505] ; [110.46081505  56.53918495],0
b3,1,0.21519,1.536164,[36 50] ; [32 65],[31.95628415 54.04371585] ; [36.04371585 60.95628415],0
b2,1,0.21519,1.536164,[36 50] ; [32 65],[31.95628415 54.04371585] ; [36.04371585 60.95628415],0
p8,1,0.256004,1.290238,[ 42 109] ; [ 37 129],[ 37.63091483 113.36908517] ; [ 41.36908517 124.63091483],0
a3,1,0.266418,1.235098,[106  46] ; [106  60],[101.33333333  50.66666667] ; [110.66666667  55.33333333],0
n5,1,0.269152,1.221065,[97 54] ; [117  50],[101.6163522  49.3836478] ; [112.3836478  54.6163522],0
p3,1,0.307234,1.042531,[53 99] ; [ 49 117],[ 48.75471698 103.24528302] ; [ 53.24528302 112.75471698],0
s4,1,0.328809,0.953583,[ 22 128] ; [ 31 134],[ 25.23809524 124.76190476] ; [ 27.76190476 137.23809524],0
v4,1,0.344995,0.89178,[141  11] ; [149  17],[138.6163522  13.3836478] ; [151.3836478  14.6163522],0
n1,1,0.503228,0.448122,[16 25] ; [27 32],[17.63 23.37] ; [25.37 33.63],0
d2,1,0.540238,0.375099,[77 73] ; [79 86],[74.28571429 75.71428571] ; [81.71428571 83.28571429],0
