Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003785,8.384343,[47 20] ; [46  4],[53.25641026 13.74358974] ; [39.74358974 10.25641026],0
r3,1,0.03506,4.442251,[55 11] ; [47  2],[58.53913043  7.46086957] ; [43.46086957  5.53913043],0
s5,1,0.037397,4.332229,[23 37] ; [27 19],[28.30188679 31.69811321] ; [21.69811321 24.30188679],0
d5,1,0.039621,4.234039,[46 20] ; [43  7],[50.63793103 15.36206897] ; [38.36206897 11.63793103],0
p10,1,0.042037,4.133706,[48 19] ; [42  6],[52.43478261 14.56521739] ; [37.56521739 10.43478261],0
v2,1,0.042179,4.12802,[17 47] ; [22 27],[22.08849558 41.91150442] ; [16.91150442 32.08849558],0
s8,1,0.072351,3.228851,[25 42] ; [27 23],[29.77777778 37.22222222] ; [22.22222222 27.77777778],0
r1,1,0.075833,3.152015,[42 25] ; [39 11],[46.38461538 20.61538462] ; [34.61538462 15.38461538],0
a4,1,0.088224,2.906493,[23 44] ; [25 25],[27.48717949 39.51282051] ; [20.51282051 29.48717949],0
p5,1,0.113494,2.504875,[ 2 65] ; [ 5 45],[ 4.00854701 62.99145299] ; [ 2.99145299 47.00854701],0
s1,1,0.122408,2.386241,[ 6 61] ; [ 1 48],[ 4.04310345 62.95689655] ; [ 2.95689655 46.04310345],0
p7,1,0.125818,2.343355,[34 31] ; [32 16],[37.96460177 27.03539823] ; [28.03539823 19.96460177],0
p9,1,0.125993,2.341199,[51 16] ; [42  6],[54.1826087 12.8173913] ; [38.8173913  9.1826087],0
u2,1,0.14062,2.171166,[15 14] ; [ 5 12],[12.60869565 16.39130435] ; [7.39130435 9.60869565],0
p3,1,0.14138,2.162878,[27 40] ; [27 23],[30.92307692 36.07692308] ; [23.07692308 26.92307692],0
a8,1,0.165234,1.925664,[ 1 64] ; [ 3 43],[ 2.34234234 62.65765766] ; [ 1.65765766 44.34234234],0
p4,1,0.203314,1.618411,[35 32] ; [32 18],[38.36752137 28.63247863] ; [28.63247863 21.36752137],0
a5,1,0.222844,1.485961,[41 26] ; [36 14],[44.09401709 22.90598291] ; [32.90598291 17.09401709],0
n4,1,0.279441,1.169804,[39 28] ; [34 16],[41.8034188 25.1965812] ; [31.1965812 18.8034188],0
n1,1,0.29627,1.090909,[ 6 16] ; [5 6],[ 7.33333333 14.66666667] ; [3.66666667 7.33333333],0
n6,1,0.296344,1.090573,[51 16] ; [42  8],[53.25641026 13.74358974] ; [39.74358974 10.25641026],0
p12,1,0.303345,1.059433,[ 4 63] ; [ 1 48],[ 2.88793103 64.11206897] ; [ 2.11206897 46.88793103],0
a3,1,0.309151,1.034298,[38 29] ; [33 17],[40.65811966 26.34188034] ; [30.34188034 19.65811966],0
p8,1,0.332857,0.937752,[29 37] ; [26 23],[31.56521739 34.43478261] ; [23.43478261 25.56521739],0
n5,1,0.334263,0.932313,[44 23] ; [37 13],[46.38461538 20.61538462] ; [34.61538462 15.38461538],0
a2,1,0.34069,0.907835,[ 9 58] ; [10 40],[10.88034188 56.11965812] ; [ 8.11965812 41.88034188],0
s3,1,0.379208,0.773267,[48 19] ; [32 18],[45.81196581 21.18803419] ; [34.18803419 15.81196581],0
