Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.015749,5.830664,[16 24] ; [ 3 22],[11.69230769 28.30769231] ; [ 7.30769231 17.69230769],0
s5,1,0.031817,4.608307,[ 9 29] ; [ 1 25],[ 5.9375 32.0625] ; [ 4.0625 21.9375],0
s3,1,0.074083,3.190154,[18 21] ; [ 6 19],[14.625 24.375] ; [ 9.375 15.625],0
d3,1,0.087097,2.927232,[31  9] ; [15 11],[27.87878788 12.12121212] ; [18.12121212  7.87878788],0
n3,1,0.095293,2.782603,[ 7 11] ; [9 4],[9.29032258 8.70967742] ; [6.70967742 6.29032258],0
v4,1,0.100779,2.693166,[28 10] ; [14 12],[24.9375 13.0625] ; [17.0625  8.9375],0
d2,1,0.111956,2.526394,[19 22] ; [ 7 19],[15.91044776 25.08955224] ; [10.08955224 15.91044776],0
p10,1,0.118465,2.4375,[27 13] ; [12 13],[24. 16.] ; [15. 10.],0
b1,1,0.135329,2.230281,[16 25] ; [15 11],[18.97014925 22.02985075] ; [12.02985075 13.97014925],0
d1,1,0.159402,1.979887,[23 18] ; [10 16],[20.19402985 20.80597015] ; [12.80597015 13.19402985],0
p5,1,0.163974,1.937192,[ 6 34] ; [ 1 24],[ 4.30769231 35.69230769] ; [ 2.69230769 22.30769231],0
p3,1,0.218223,1.516019,[14 27] ; [ 5 20],[11.8030303 29.1969697] ; [ 7.1969697 17.8030303],0
p1,1,0.23211,1.427885,[ 5 35] ; [ 1 25],[ 3.63636364 36.36363636] ; [ 2.36363636 23.63636364],0
v3,1,0.236925,1.398798,[13 27] ; [ 5 21],[10.90909091 29.09090909] ; [ 7.09090909 18.90909091],0
p8,1,0.2386,1.388847,[17 23] ; [ 7 18],[14.76923077 25.23076923] ; [ 9.23076923 15.76923077],0
a3,1,0.263853,1.248428,[27 14] ; [13 12],[24.84848485 16.15151515] ; [15.15151515  9.84848485],0
a6,1,0.325678,0.966007,[27 14] ; [14 12],[25.08955224 15.91044776] ; [15.91044776 10.08955224],0
s7,1,0.355573,0.853469,[12 26] ; [ 5 19],[10.41935484 27.58064516] ; [ 6.58064516 17.41935484],0
p9,1,0.360235,0.837073,[26 15] ; [13 12],[24.22727273 16.77272727] ; [14.77272727 10.22727273],0
p11,1,0.365135,0.820154,[19 22] ; [15 11],[20.80597015 20.19402985] ; [13.19402985 12.80597015],0
p6,1,0.418628,0.654162,[10 31] ; [ 4 21],[ 8.6969697 32.3030303] ; [ 5.3030303 19.6969697],0
b4,1,0.436498,0.605472,[26 15] ; [14 12],[24.47761194 16.52238806] ; [15.52238806 10.47761194],0
b3,1,0.451587,0.566667,[ 6 11] ; [ 4 13],[ 5. 12.] ; [ 5. 12.],0
b2,1,0.451587,0.566667,[ 6 11] ; [ 4 13],[ 5. 12.] ; [ 5. 12.],0
v1,1,0.47614,0.507692,[12 28] ; [10 16],[13.33333333 26.66666667] ; [ 8.66666667 17.33333333],0
b5,1,0.493495,0.468897,[24 17] ; [13 13],[22.64179104 18.35820896] ; [14.35820896 11.64179104],0
p7,1,0.546395,0.363816,[16 22] ; [ 9 17],[14.84375 23.15625] ; [10.15625 15.84375],0
u1,1,0.555392,0.347746,[ 3 38] ; [ 3 23],[ 3.67164179 37.32835821] ; [ 2.32835821 23.67164179],0
p4,1,0.570432,0.32196,[13 28] ; [10 16],[14.07462687 26.92537313] ; [ 8.92537313 17.07462687],0
v2,1,0.621115,0.244303,[16 24] ; [12 14],[16.96969697 23.03030303] ; [11.03030303 14.96969697],0
d4,1,0.641827,0.216361,[32  9] ; [19  7],[31.20895522  9.79104478] ; [19.79104478  6.20895522],0
a5,1,0.65992,0.19362,[23 18] ; [16 10],[23.86567164 17.13432836] ; [15.13432836 10.86567164],0
u2,1,0.694887,0.153846,[6 7] ; [7 6],[6.5 6.5] ; [6.5 6.5],0
a4,1,0.719606,0.128871,[14 27] ; [10 16],[14.68656716 26.31343284] ; [ 9.31343284 16.68656716],0
s6,1,0.75293,0.099085,[15 24] ; [ 9 17],[14.4 24.6] ; [ 9.6 16.4],0
n6,1,0.761017,0.092505,[21 18] ; [13 13],[20.4 18.6] ; [13.6 12.4],0
a1,1,0.816206,0.054023,[ 4 37] ; [ 3 23],[ 4.28358209 36.71641791] ; [ 2.71641791 23.28358209],0
d5,1,0.816403,0.053905,[31 10] ; [19  7],[30.59701493 10.40298507] ; [19.40298507  6.59701493],0
s8,1,0.85862,0.031731,[ 7 33] ; [ 5 21],[ 7.27272727 32.72727273] ; [ 4.72727273 21.27272727],0
n1,1,0.880212,0.022711,[ 6 12] ; [4 9],[ 5.80645161 12.19354839] ; [4.19354839 8.80645161],0
u3,1,0.882577,0.021816,[5 9] ; [5 8],[5.18518519 8.81481481] ; [4.81481481 8.18518519],0
r1,1,0.882732,0.021758,[13 27] ; [ 8 18],[12.72727273 27.27272727] ; [ 8.27272727 17.72727273],0
r3,1,0.902968,0.014863,[25 15] ; [16  9],[25.23076923 14.76923077] ; [15.76923077  9.23076923],0
n5,1,0.914733,0.011464,[21 19] ; [14 12],[21.21212121 18.78787879] ; [13.78787879 12.21212121],0
n4,1,0.922489,0.009467,[20 21] ; [13 13],[20.19402985 20.80597015] ; [12.80597015 13.19402985],0
s1,1,0.95458,0.003244,[ 3 38] ; [ 2 24],[ 3.05970149 37.94029851] ; [ 1.94029851 24.05970149],0
a2,1,0.977354,0.000806,[ 8 33] ; [ 5 21],[ 7.95522388 33.04477612] ; [ 5.04477612 20.95522388],0
s4,1,0.977354,0.000806,[ 8 33] ; [ 5 21],[ 7.95522388 33.04477612] ; [ 5.04477612 20.95522388],0
n2,1,0.980769,0.000581,[11  7] ; [8 5],[11.03225806  6.96774194] ; [7.96774194 5.03225806],0
p2,1,0.987676,0.000239,[23 17] ; [15 11],[23.03030303 16.96969697] ; [14.96969697 11.03030303],0
