Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.845259,[67 23] ; [17 34],[53.61702128 36.38297872] ; [30.38297872 20.61702128],1
a6,1,2.1e-05,18.102359,[67 24] ; [19 32],[55.11267606 35.88732394] ; [30.88732394 20.11267606],1
d5,1,0.000503,12.102759,[72 19] ; [26 25],[62.8028169 28.1971831] ; [35.1971831 15.8028169],1
d1,1,0.001081,10.683336,[49 42] ; [13 38],[39.73239437 51.26760563] ; [22.26760563 28.73239437],0
s6,1,0.001183,10.516746,[54 37] ; [15 34],[44.85 46.15] ; [24.15 24.85],0
p2,1,0.001186,10.511573,[66 25] ; [23 28],[57.03521127 33.96478873] ; [31.96478873 19.03521127],0
p10,1,0.004642,8.013716,[61 28] ; [22 28],[53.14388489 35.85611511] ; [29.85611511 20.14388489],0
d4,1,0.014454,5.981816,[75 16] ; [32 18],[69.05673759 21.94326241] ; [37.94326241 12.05673759],0
u1,1,0.018101,5.586385,[13 78] ; [ 1 50],[ 8.97183099 82.02816901] ; [ 5.02816901 45.97183099],0
r3,1,0.01862,5.536816,[85  6] ; [41 10],[80.74647887 10.25352113] ; [45.25352113  5.74647887],0
v4,1,0.018684,5.530864,[85  5] ; [41  9],[81.  9.] ; [45.  5.],0
n5,1,0.036418,4.377428,[24 66] ; [22 28],[29.57142857 60.42857143] ; [16.42857143 33.57142857],0
n2,1,0.045308,4.007143,[22 18] ; [22  6],[25.88235294 14.11764706] ; [18.11764706  9.88235294],0
a2,1,0.059292,3.55707,[18 73] ; [ 4 47],[14.09859155 76.90140845] ; [ 7.90140845 43.09859155],0
r1,1,0.071757,3.242362,[63 27] ; [28 23],[58.08510638 31.91489362] ; [32.91489362 18.08510638],0
p9,1,0.075946,3.149582,[65 23] ; [29 20],[60.37956204 27.62043796] ; [33.62043796 15.37956204],0
b1,1,0.095109,2.785696,[35 56] ; [27 24],[39.73239437 51.26760563] ; [22.26760563 28.73239437],0
s1,1,0.108641,2.573885,[ 2 89] ; [ 4 47],[ 3.84507042 87.15492958] ; [ 2.15492958 48.84507042],0
a4,1,0.138774,2.191506,[28 63] ; [22 29],[32.04225352 58.95774648] ; [17.95774648 33.04225352],0
r4,1,0.139154,2.187293,[71 20] ; [34 17],[67.28873239 23.71126761] ; [37.71126761 13.28873239],0
v3,1,0.147176,2.101283,[22 65] ; [ 7 41],[18.68888889 68.31111111] ; [10.31111111 37.68888889],0
s7,1,0.156776,2.005052,[27 60] ; [ 9 37],[23.54887218 63.45112782] ; [12.45112782 33.54887218],0
v2,1,0.218163,1.516414,[39 45] ; [17 31],[35.63636364 48.36363636] ; [20.36363636 27.63636364],0
p3,1,0.224197,1.477302,[24 66] ; [ 9 42],[21.06382979 68.93617021] ; [11.93617021 39.06382979],0
p7,1,0.228798,1.448315,[30 59] ; [22 28],[33.29496403 55.70503597] ; [18.70503597 31.29496403],0
b5,1,0.259443,1.271729,[57 34] ; [27 24],[53.83098592 37.16901408] ; [30.16901408 20.83098592],0
p4,1,0.264055,1.247372,[32 59] ; [13 37],[29.04255319 61.95744681] ; [15.95744681 34.04255319],0
a5,1,0.271812,1.20758,[48 43] ; [22 29],[44.85915493 46.14084507] ; [25.14084507 25.85915493],0
r2,1,0.274783,1.192712,[80 10] ; [42  9],[77.87234043 12.12765957] ; [44.12765957  6.87234043],0
u2,1,0.281504,1.159816,[18 13] ; [ 9 12],[16.09615385 14.90384615] ; [10.90384615 10.09615385],0
p11,1,0.293854,1.101879,[47 44] ; [31 20],[49.98591549 41.01408451] ; [28.01408451 22.98591549],0
s2,1,0.303825,1.057331,[39 52] ; [17 33],[36.14184397 54.85815603] ; [19.85815603 30.14184397],0
s4,1,0.364728,0.821549,[24 67] ; [10 41],[21.78873239 69.21126761] ; [12.21126761 38.78873239],0
a8,1,0.377468,0.778932,[ 4 85] ; [ 4 45],[ 5.15942029 83.84057971] ; [ 2.84057971 46.15942029],0
u3,1,0.38877,0.742785,[22 10] ; [12  9],[20.52830189 11.47169811] ; [13.47169811  7.52830189],0
v1,1,0.394605,0.724706,[33 57] ; [22 28],[35.35714286 54.64285714] ; [19.64285714 30.35714286],0
s8,1,0.397335,0.716376,[24 67] ; [10 40],[21.94326241 69.05673759] ; [12.05673759 37.94326241],0
