Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,32.950228,[18 33] ; [74 15],[33.51428571 17.48571429] ; [58.48571429 30.51428571],1
a6,1,0.001149,10.570121,[21 30] ; [61 27],[30.08633094 20.91366906] ; [51.91366906 36.08633094],0
n6,1,0.002116,9.445725,[24 27] ; [65 24],[32.42142857 18.57857143] ; [56.57857143 32.42142857],0
d4,1,0.004195,8.197563,[44  7] ; [56 32],[36.69064748 14.30935252] ; [63.30935252 24.69064748],0
a8,1,0.013242,6.136456,[ 1 50] ; [13 72],[ 5.25 45.75] ; [ 8.75 76.25],0
a1,1,0.023788,5.110038,[ 1 50] ; [12 77],[ 4.73571429 46.26428571] ; [ 8.26428571 80.73571429],0
d5,1,0.027649,4.849818,[39 12] ; [51 37],[33.02158273 17.97841727] ; [56.97841727 31.02158273],0
a2,1,0.031355,4.633434,[ 5 46] ; [22 67],[ 9.83571429 41.16428571] ; [17.16428571 71.83571429],0
p9,1,0.037145,4.34376,[19 28] ; [51 35],[24.73684211 22.26315789] ; [45.26315789 40.73684211],0
s8,1,0.08484,2.969659,[ 9 41] ; [28 61],[13.30935252 36.69064748] ; [23.69064748 65.30935252],0
s4,1,0.118357,2.438935,[13 38] ; [13 75],[ 9.53956835 41.46043165] ; [16.46043165 71.53956835],0
p10,1,0.123437,2.373161,[20 29] ; [48 40],[24.32116788 24.67883212] ; [43.67883212 44.32116788],0
r3,1,0.128273,2.313285,[42  9] ; [63 26],[38.25 12.75] ; [66.75 22.25],0
a5,1,0.129994,2.292579,[26 25] ; [57 32],[30.23571429 20.76428571] ; [52.76428571 36.23571429],0
v2,1,0.157487,1.99819,[24 24] ; [31 52],[20.15267176 27.84732824] ; [34.84732824 48.15267176],0
u1,1,0.161731,1.957964,[ 3 48] ; [12 77],[ 5.46428571 45.53571429] ; [ 9.53571429 79.46428571],0
p1,1,0.161731,1.957964,[ 3 48] ; [12 77],[ 5.46428571 45.53571429] ; [ 9.53571429 79.46428571],0
p11,1,0.185089,1.756282,[21 30] ; [47 42],[24.77142857 26.22857143] ; [43.22857143 45.77142857],0
v3,1,0.203605,1.616327,[12 36] ; [30 54],[15.27272727 32.72727273] ; [26.72727273 57.27272727],0
p12,1,0.219898,1.505039,[ 1 49] ; [ 6 83],[ 2.51798561 47.48201439] ; [ 4.48201439 84.51798561],0
n1,1,0.223533,1.481545,[ 8 14] ; [20 18],[10.26666667 11.73333333] ; [17.73333333 20.26666667],0
s6,1,0.235726,1.405973,[18 31] ; [42 47],[21.30434783 27.69565217] ; [38.69565217 50.30434783],0
d1,1,0.413651,0.668282,[26 25] ; [39 50],[23.67857143 27.32142857] ; [41.32142857 47.67857143],0
n2,1,0.465285,0.533151,[13  9] ; [26 12],[14.3  7.7] ; [24.7 13.3],0
a7,1,0.479965,0.498944,[29 22] ; [56 33],[30.96428571 20.03571429] ; [54.03571429 34.96428571],0
u3,1,0.493822,0.468187,[9 8] ; [15 20],[7.84615385 9.15384615] ; [16.15384615 18.84615385],0
p7,1,0.497807,0.459608,[11 40] ; [23 63],[12.65693431 38.34306569] ; [21.34306569 64.65693431],0
p3,1,0.539877,0.375767,[ 8 42] ; [18 71],[ 9.35251799 40.64748201] ; [16.64748201 72.35251799],0
s3,1,0.566023,0.329382,[19 31] ; [37 49],[20.58823529 29.41176471] ; [35.41176471 50.58823529],0
a3,1,0.587561,0.294169,[34 17] ; [54 33],[32.52173913 18.47826087] ; [55.47826087 31.52173913],0
b5,1,0.595447,0.281918,[31 20] ; [50 39],[29.50714286 21.49285714] ; [51.49285714 37.50714286],0
n3,1,0.602415,0.271369,[12  8] ; [19 17],[11.07142857  8.92857143] ; [19.92857143 16.07142857],0
d2,1,0.606482,0.26533,[22 29] ; [41 45],[23.45255474 27.54744526] ; [39.54744526 46.45255474],0
u4,1,0.629871,0.232236,[ 1 50] ; [ 3 86],[ 1.45714286 49.54285714] ; [ 2.54285714 86.45714286],0
b1,1,0.665953,0.186373,[25 26] ; [47 42],[26.22857143 24.77142857] ; [45.77142857 43.22857143],0
d3,1,0.668299,0.183598,[28 23] ; [45 43],[26.78417266 24.21582734] ; [46.21582734 41.78417266],0
r4,1,0.676638,0.173935,[35 16] ; [58 31],[33.87857143 17.12142857] ; [59.12142857 29.87857143],0
p8,1,0.749196,0.102208,[ 7 44] ; [14 75],[ 7.65 43.35] ; [13.35 75.65],0
u2,1,0.77475,0.081892,[8 9] ; [15 20],[7.51923077 9.48076923] ; [15.48076923 19.51923077],0
s2,1,0.7787,0.078969,[18 33] ; [29 59],[17.24460432 33.75539568] ; [29.75539568 58.24460432],0
s7,1,0.792747,0.069035,[15 31] ; [30 56],[15.68181818 30.31818182] ; [29.31818182 56.68181818],0
r2,1,0.800421,0.063909,[42  7] ; [74 14],[41.48905109  7.51094891] ; [74.51094891 13.48905109],0
v1,1,0.837289,0.042174,[16 34] ; [30 59],[16.54676259 33.45323741] ; [29.45323741 59.54676259],0
b4,1,0.856859,0.032535,[29 22] ; [52 37],[29.50714286 21.49285714] ; [51.49285714 37.50714286],0
s1,1,0.889334,0.019362,[ 5 46] ; [ 8 80],[ 4.76978417 46.23021583] ; [ 8.23021583 79.76978417],0
r1,1,0.911448,0.012368,[32 19] ; [55 34],[31.69285714 19.30714286] ; [55.30714286 33.69285714],0
v4,1,0.919236,0.010281,[38 13] ; [67 22],[38.25 12.75] ; [66.75 22.25],0
s5,1,0.931484,0.007392,[ 9 38] ; [17 69],[ 9.18796992 37.81203008] ; [16.81203008 69.18796992],0
p6,1,0.931542,0.00738,[ 6 44] ; [11 77],[ 6.15942029 43.84057971] ; [10.84057971 77.15942029],0
b2,1,0.97356,0.001098,[10 17] ; [22 38],[ 9.93103448 17.06896552] ; [22.06896552 37.93103448],0
b3,1,0.97356,0.001098,[10 17] ; [22 38],[ 9.93103448 17.06896552] ; [22.06896552 37.93103448],0
a4,1,0.981364,0.000546,[21 30] ; [36 51],[21.06521739 29.93478261] ; [35.93478261 51.06521739],0
