Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.001486,10.096154,[ 1 12] ; [6 2],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
d2,1,0.027067,4.886538,[ 1 12] ; [4 4],[3.0952381 9.9047619] ; [1.9047619 6.0952381],0
a3,1,0.027439,4.862981,[5 8] ; [7 1],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
d3,1,0.112123,2.524038,[7 6] ; [7 1],[8.66666667 4.33333333] ; [5.33333333 2.66666667],0
n1,1,0.133614,2.25,[1 5] ; [2 1],[2. 4.] ; [1. 2.],0
v4,1,0.153607,2.036058,[9 4] ; [3 5],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
d5,1,0.194567,1.682692,[6 7] ; [6 2],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
d1,1,0.203737,1.615385,[ 3 10] ; [4 4],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
v3,1,0.247879,1.335216,[ 2 11] ; [3 5],[3.0952381 9.9047619] ; [1.9047619 6.0952381],0
p7,1,0.263552,1.25,[6 6] ; [2 6],[4.8 7.2] ; [3.2 4.8],0
p2,1,0.284117,1.14729,[8 5] ; [3 5],[6.80952381 6.19047619] ; [4.19047619 3.80952381],0
n3,1,0.342782,0.9,[4 2] ; [1 2],[3.33333333 2.66666667] ; [1.66666667 1.33333333],0
v1,1,0.378175,0.776627,[4 9] ; [4 4],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
r1,1,0.378175,0.776627,[4 9] ; [4 4],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
p3,1,0.378175,0.776627,[4 9] ; [4 4],[4.95238095 8.04761905] ; [3.04761905 4.95238095],0
p9,1,0.466394,0.530507,[7 6] ; [3 5],[6.19047619 6.80952381] ; [3.80952381 4.19047619],0
p10,1,0.466394,0.530507,[7 6] ; [3 5],[6.19047619 6.80952381] ; [3.80952381 4.19047619],0
a6,1,0.477395,0.504808,[ 3 10] ; [3 5],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
n4,1,0.477395,0.504808,[ 3 10] ; [3 5],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
p4,1,0.477395,0.504808,[ 3 10] ; [3 5],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
p8,1,0.52511,0.403846,[5 8] ; [2 6],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
b1,1,0.52511,0.403846,[8 5] ; [6 2],[8.66666667 4.33333333] ; [5.33333333 2.66666667],0
s2,1,0.585804,0.296946,[ 2 11] ; [2 6],[ 2.47619048 10.52380952] ; [1.52380952 6.47619048],0
s4,1,0.585804,0.296946,[ 2 11] ; [2 6],[ 2.47619048 10.52380952] ; [1.52380952 6.47619048],0
b5,1,0.697161,0.151442,[7 6] ; [5 3],[7.42857143 5.57142857] ; [4.57142857 3.42857143],0
s1,1,0.715501,0.132844,[ 1 12] ; [1 7],[ 1.23809524 11.76190476] ; [0.76190476 7.23809524],0
s5,1,0.715501,0.132844,[ 1 12] ; [1 7],[ 1.23809524 11.76190476] ; [0.76190476 7.23809524],0
v2,1,0.715501,0.132844,[ 1 12] ; [1 7],[ 1.23809524 11.76190476] ; [0.76190476 7.23809524],0
s3,1,0.718904,0.129545,[2 9] ; [2 6],[2.31578947 8.68421053] ; [1.68421053 6.31578947],0
p11,1,0.750679,0.100962,[4 9] ; [3 5],[4.33333333 8.66666667] ; [2.66666667 5.33333333],0
n6,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
b2,1,0.782252,0.076389,[2 6] ; [1 2],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
b3,1,0.782252,0.076389,[2 6] ; [1 2],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
r2,1,0.84822,0.03663,[8 5] ; [4 3],[7.8 5.2] ; [4.2 2.8],0
a7,1,0.863926,0.029371,[7 6] ; [4 4],[6.80952381 6.19047619] ; [4.19047619 3.80952381],0
s6,1,0.919964,0.010096,[ 3 10] ; [2 6],[3.0952381 9.9047619] ; [1.9047619 6.0952381],0
b4,1,0.964854,0.001942,[8 5] ; [5 3],[8.04761905 4.95238095] ; [4.95238095 3.04761905],0
s7,1,1.0,0.0,[ 2 10] ; [1 5],[ 2. 10.] ; [1. 5.],0
