Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.027853,4.837156,[30 25] ; [25  7],[34.77011494 20.22988506] ; [20.22988506 11.77011494],0
d5,1,0.034541,4.467744,[34 20] ; [27  5],[38.30232558 15.69767442] ; [22.69767442  9.30232558],0
v2,1,0.043922,4.059552,[18 35] ; [18 14],[22.44705882 30.55294118] ; [13.55294118 18.44705882],0
b4,1,0.061352,3.500452,[37 18] ; [15 17],[32.87356322 22.12643678] ; [19.12643678 12.87356322],0
p8,1,0.073554,3.201882,[18 36] ; [16 14],[21.85714286 32.14285714] ; [12.14285714 17.85714286],0
r4,1,0.076144,3.145339,[39 16] ; [28  4],[42.35632184 12.64367816] ; [24.64367816  7.35632184],0
d2,1,0.083748,2.990625,[22 33] ; [ 7 25],[18.33333333 36.66666667] ; [10.66666667 21.33333333],0
u2,1,0.091563,2.846677,[11 10] ; [ 3 10],[ 8.64705882 12.35294118] ; [5.35294118 7.64705882],0
n4,1,0.104567,2.634475,[28 27] ; [22 10],[31.6091954 23.3908046] ; [18.3908046 13.6091954],0
p4,1,0.114045,2.497248,[23 32] ; [19 13],[26.55172414 28.44827586] ; [15.44827586 16.55172414],0
u1,1,0.115651,2.475253,[ 2 53] ; [ 4 28],[ 3.79310345 51.20689655] ; [ 2.20689655 29.79310345],0
p3,1,0.142504,2.150705,[22 33] ; [18 14],[25.28735632 29.71264368] ; [14.71264368 17.28735632],0
n3,1,0.147569,2.097198,[16  6] ; [3 4],[14.4137931  7.5862069] ; [4.5862069 2.4137931],0
n5,1,0.150478,2.067398,[31 24] ; [23  9],[34.13793103 20.86206897] ; [19.86206897 12.13793103],0
p10,1,0.184358,1.762142,[37 18] ; [25  6],[39.65116279 15.34883721] ; [22.34883721  8.65116279],0
r1,1,0.208499,1.581818,[34 21] ; [24  8],[36.66666667 18.33333333] ; [21.33333333 10.66666667],0
a2,1,0.217376,1.521613,[ 4 51] ; [ 5 27],[ 5.68965517 49.31034483] ; [ 3.31034483 28.68965517],0
p11,1,0.264741,1.243797,[33 22] ; [23  9],[35.40229885 19.59770115] ; [20.59770115 11.40229885],0
p2,1,0.284594,1.145021,[39 16] ; [26  6],[41.09195402 13.90804598] ; [23.90804598  8.09195402],0
a7,1,0.311365,1.024876,[33 21] ; [23  9],[35.1627907 18.8372093] ; [20.8372093 11.1627907],0
s2,1,0.314656,1.011031,[27 27] ; [19 12],[29.22352941 24.77647059] ; [16.77647059 14.22352941],0
d4,1,0.363283,0.826512,[38 17] ; [25  7],[39.82758621 15.17241379] ; [23.17241379  8.82758621],0
r3,1,0.373053,0.793471,[45  9] ; [28  3],[46.37647059  7.62352941] ; [26.62352941  4.37647059],0
n6,1,0.373717,0.791267,[42 13] ; [27  5],[43.62068966 11.37931034] ; [25.37931034  6.62068966],0
a6,1,0.395612,0.721623,[31 24] ; [21 11],[32.87356322 22.12643678] ; [19.12643678 12.87356322],0
p6,1,0.42599,0.633732,[15 40] ; [11 20],[16.62790698 38.37209302] ; [ 9.37209302 21.62790698],0
p7,1,0.473364,0.514113,[27 27] ; [18 13],[28.58823529 25.41176471] ; [16.41176471 14.58823529],0
n2,1,0.48432,0.489121,[16  6] ; [6 1],[16.68965517  5.31034483] ; [5.31034483 1.68965517],0
s7,1,0.503466,0.447623,[20 33] ; [14 17],[21.45238095 31.54761905] ; [12.54761905 18.45238095],0
v3,1,0.593321,0.285188,[11 42] ; [ 8 23],[11.98809524 41.01190476] ; [ 7.01190476 23.98809524],0
p9,1,0.598481,0.277293,[39 15] ; [24  7],[40.02352941 13.97647059] ; [22.97647059  8.02352941],0
u3,1,0.601247,0.273119,[11 10] ; [8 5],[11.73529412  9.26470588] ; [7.26470588 5.73529412],0
r2,1,0.615864,0.251724,[47  7] ; [29  3],[47.72093023  6.27906977] ; [28.27906977  3.72093023],0
s6,1,0.620046,0.245803,[40 14] ; [20  9],[39.03614458 14.96385542] ; [20.96385542  8.03614458],0
s1,1,0.625387,0.238368,[ 3 51] ; [ 1 30],[ 2.54117647 51.45882353] ; [ 1.45882353 29.54117647],0
d3,1,0.643605,0.214058,[38 16] ; [24  8],[38.93023256 15.06976744] ; [23.06976744  8.93023256],0
b2,1,0.680519,0.169542,[ 6 25] ; [ 2 12],[ 5.51111111 25.48888889] ; [ 2.48888889 11.51111111],0
b3,1,0.680519,0.169542,[ 6 25] ; [ 2 12],[ 5.51111111 25.48888889] ; [ 2.48888889 11.51111111],0
a4,1,0.781412,0.076995,[19 36] ; [12 20],[19.59770115 35.40229885] ; [11.40229885 20.59770115],0
v4,1,0.78179,0.076722,[49  6] ; [27  4],[48.60465116  6.39534884] ; [27.39534884  3.60465116],0
s3,1,0.784524,0.074763,[32 22] ; [18 14],[31.39534884 22.60465116] ; [18.60465116 13.39534884],0
a3,1,0.821813,0.050721,[34 21] ; [19 13],[33.50574713 21.49425287] ; [19.49425287 12.50574713],0
b5,1,0.86049,0.030888,[32 23] ; [18 14],[31.6091954 23.3908046] ; [18.3908046 13.6091954],0
n1,1,0.871524,0.026154,[ 7 15] ; [2 5],[ 6.82758621 15.17241379] ; [2.17241379 4.82758621],0
b1,1,0.886903,0.020228,[18 37] ; [10 22],[17.70114943 37.29885057] ; [10.29885057 21.70114943],0
a1,1,0.899692,0.015889,[ 2 53] ; [ 1 31],[ 1.89655172 53.10344828] ; [ 1.10344828 30.89655172],0
p12,1,0.899692,0.015889,[ 2 53] ; [ 1 31],[ 1.89655172 53.10344828] ; [ 1.10344828 30.89655172],0
d1,1,0.954285,0.003286,[22 33] ; [13 19],[22.12643678 32.87356322] ; [12.87356322 19.12643678],0
s5,1,1.0,0.0,[20 30] ; [12 18],[20. 30.] ; [12. 18.],0
