Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,99.244054,[ 68 157] ; [345 149],[129.24200278  95.75799722] ; [283.75799722 210.24200278],1
p6,1,0.0,66.018271,[ 38 186] ; [241 252],[ 87.16317992 136.83682008] ; [191.83682008 301.16317992],1
p3,1,0.0,43.561515,[ 78 147] ; [305 194],[119.02624309 105.97375691] ; [263.97375691 235.02624309],1
p4,1,0.0,33.977642,[111 115] ; [356 142],[145.77624309  80.22375691] ; [321.22375691 176.77624309],1
s5,1,0.000145,14.437593,[ 51 163] ; [188 299],[ 72.96148359 141.03851641] ; [166.03851641 320.96148359],1
p10,1,0.000298,13.080861,[170  55] ; [428  67],[186.875  38.125] ; [411.125  83.875],1
r4,1,0.000346,12.805567,[195  31] ; [470  29],[207.29655172  18.70344828] ; [457.70344828  41.29655172],1
s7,1,0.000456,12.288959,[ 86 129] ; [260 218],[107.34487734 107.65512266] ; [238.65512266 239.34487734],1
s8,1,0.00055,11.936907,[ 79 145] ; [244 253],[100.34951456 123.65048544] ; [222.65048544 274.34951456],1
p11,1,0.000846,11.136572,[167  59] ; [421  78],[183.2937931  42.7062069] ; [404.7062069  94.2937931],1
a1,1,0.002388,9.224277,[  2 224] ; [ 29 470],[  9.66344828 216.33655172] ; [ 21.33655172 477.66344828],0
v3,1,0.002745,8.96967,[ 68 149] ; [210 275],[ 85.93447293 131.06552707] ; [192.06552707 292.93447293],0
p5,1,0.00332,8.622857,[ 15 211] ; [ 71 427],[ 26.84530387 199.15469613] ; [ 59.15469613 438.84530387],0
a3,1,0.003328,8.618264,[145  81] ; [371 125],[161.51800554  64.48199446] ; [354.48199446 141.51800554],0
b5,1,0.004191,8.199316,[154  72] ; [284 215],[136.53517241  89.46482759] ; [301.46482759 197.53517241],0
a2,1,0.006899,7.299018,[ 39 187] ; [132 367],[ 53.30482759 172.69517241] ; [117.69517241 381.30482759],0
r1,1,0.017555,5.640054,[171  54] ; [414  82],[182.55894591  42.44105409] ; [402.44105409  93.55894591],0
s6,1,0.021484,5.287111,[137  86] ; [343 146],[150.33707865  72.66292135] ; [329.66292135 159.33707865],0
v2,1,0.028077,4.82335,[108 109] ; [284 200],[121.34664765  95.65335235] ; [270.65335235 213.34664765],0
d3,1,0.028838,4.777268,[147  79] ; [363 134],[159.41908714  66.58091286] ; [350.58091286 146.41908714],0
n5,1,0.031601,4.620017,[158  67] ; [386 111],[169.52908587  55.47091413] ; [374.47091413 122.52908587],0
r3,1,0.041681,4.148106,[211  14] ; [483  15],[215.97510373   9.02489627] ; [478.02489627  19.97510373],0
n6,1,0.053556,3.726491,[185  41] ; [433  63],[193.44598338  32.55401662] ; [424.55401662  71.44598338],0
v1,1,0.061242,3.503427,[109 109] ; [281 207],[120.42492918  97.57507082] ; [269.57507082 218.42492918],0
a5,1,0.064767,3.410897,[155  71] ; [375 124],[165.2137931  60.7862069] ; [364.7862069 134.2137931],0
p9,1,0.06535,3.396129,[187  37] ; [438  57],[194.71488178  29.28511822] ; [430.28511822  64.71488178],0
b1,1,0.069302,3.299486,[ 72 154] ; [194 305],[ 82.91862069 143.08137931] ; [183.08137931 315.91862069],0
b4,1,0.069997,3.283083,[143  83] ; [280 219],[131.85931034  94.14068966] ; [291.14068966 207.85931034],0
n4,1,0.082477,3.015408,[168  58] ; [398  99],[176.92392808  49.07607192] ; [389.07607192 107.92392808],0
u1,1,0.096632,2.760265,[ 32 194] ; [ 96 403],[ 39.90068966 186.09931034] ; [ 88.09931034 410.90068966],0
a8,1,0.100705,2.694341,[ 22 181] ; [ 71 382],[ 28.77896341 174.22103659] ; [ 64.22103659 388.77896341],0
n3,1,0.124608,2.358426,[43 21] ; [78 22],[47.2195122 16.7804878] ; [73.7804878 26.2195122],0
s3,1,0.128764,2.307346,[117 107] ; [288 206],[126.35097493  97.64902507] ; [278.64902507 215.35097493],0
s4,1,0.202503,1.624229,[ 31 193] ; [ 87 406],[ 36.86471409 187.13528591] ; [ 81.13528591 411.86471409],0
d1,1,0.226493,1.462751,[126 100] ; [302 197],[133.41793103  92.58206897] ; [294.58206897 204.41793103],0
s2,1,0.257861,1.280207,[106 116] ; [260 237],[113.0069541 108.9930459] ; [252.9930459 244.0069541],0
d5,1,0.262464,1.255715,[180  46] ; [413  84],[185.3637621  40.6362379] ; [407.6362379  89.3637621],0
u3,1,0.271052,1.211416,[50 31] ; [68 58],[46.17391304 34.82608696] ; [71.82608696 54.17391304],0
b2,1,0.32845,0.954999,[41 80] ; [120 188],[45.41025641 75.58974359] ; [115.58974359 192.41025641],0
b3,1,0.32845,0.954999,[41 80] ; [120 188],[45.41025641 75.58974359] ; [115.58974359 192.41025641],0
d4,1,0.344604,0.893227,[181  44] ; [415  83],[185.47717842  39.52282158] ; [410.52282158  87.47717842],0
r2,1,0.371135,0.799859,[212  13] ; [473  21],[214.36022253  10.63977747] ; [470.63977747  23.36022253],0
p12,1,0.423235,0.641314,[ 15 209] ; [ 42 456],[ 17.68421053 206.31578947] ; [ 39.31578947 458.68421053],0
u4,1,0.426725,0.631719,[  3 223] ; [ 11 488],[  4.36413793 221.63586207] ; [  9.63586207 489.36413793],0
d2,1,0.46806,0.526552,[103 121] ; [244 255],[107.50760719 116.49239281] ; [239.49239281 259.50760719],0
a4,1,0.508423,0.437311,[ 95 131] ; [222 275],[ 99.08990318 126.91009682] ; [217.91009682 279.08990318],0
n2,1,0.515803,0.422277,[45 18] ; [76 24],[46.76687117 16.23312883] ; [74.23312883 25.76687117],0
s1,1,0.586795,0.295378,[  7 216] ; [ 12 481],[  5.91759777 217.08240223] ; [ 13.08240223 479.91759777],0
n1,1,0.62727,0.235781,[24 39] ; [34 65],[22.55555556 40.44444444] ; [35.44444444 63.55555556],0
a6,1,0.66426,0.18839,[152  74] ; [343 155],[154.51657459  71.48342541] ; [340.48342541 157.51657459],0
u2,1,0.67838,0.171955,[44 36] ; [73 53],[45.4368932 34.5631068] ; [71.5631068 54.4368932],0
p1,1,0.724337,0.124375,[ 19 206] ; [ 46 451],[ 20.25623269 204.74376731] ; [ 44.74376731 452.25623269],0
a7,1,0.781558,0.076889,[167  58] ; [364 133],[165.47783934  59.52216066] ; [365.52216066 131.47783934],0
