Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.697222,[65 14] ; [58 61],[49.07575758 29.92424242] ; [73.92424242 45.07575758],1
p7,1,2e-06,22.331578,[70  7] ; [70 47],[55.56701031 21.43298969] ; [84.43298969 32.56701031],1
p5,1,5.9e-05,16.122375,[24 55] ; [ 10 109],[13.56565657 65.43434343] ; [20.43434343 98.56565657],1
p4,1,0.000181,14.021847,[64 14] ; [67 52],[51.8680203 26.1319797] ; [79.1319797 39.8680203],1
p12,1,0.001172,10.534194,[22 57] ; [ 12 107],[13.56565657 65.43434343] ; [20.43434343 98.56565657],0
s8,1,0.002682,9.012082,[60 18] ; [66 52],[50.14285714 27.85714286] ; [75.85714286 42.14285714],0
a1,1,0.002785,8.943538,[12 67] ; [  4 115],[ 6.38383838 72.61616162] ; [  9.61616162 109.38383838],0
n4,1,0.004787,7.958272,[74  5] ; [94 25],[67.03030303 11.96969697] ; [100.96969697  18.03030303],0
n5,1,0.007625,7.119388,[73  6] ; [93 26],[66.23232323 12.76767677] ; [99.76767677 19.23232323],0
p3,1,0.008139,7.002598,[56 22] ; [63 56],[47.11675127 30.88324873] ; [71.88324873 47.11675127],0
p9,1,0.008502,6.924527,[75  4] ; [97 21],[68.97461929 10.02538071] ; [103.02538071  14.97461929],0
n1,1,0.021408,5.293251,[7 3] ; [ 8 20],[3.94736842 6.05263158] ; [11.05263158 16.94736842],0
v1,1,0.021841,5.258416,[61 17] ; [74 44],[53.7244898 24.2755102] ; [81.2755102 36.7244898],0
r1,1,0.027065,4.886658,[63 16] ; [108  11],[68.22727273 10.77272727] ; [102.77272727  16.22727273],0
s7,1,0.043428,4.078674,[61 17] ; [73 40],[54.72251309 23.27748691] ; [79.27748691 33.72251309],0
n6,1,0.044466,4.038788,[73  4] ; [102  17],[68.75  8.25] ; [106.25  12.75],0
p1,1,0.047257,3.936202,[13 65] ; [  9 110],[ 8.7106599 69.2893401] ; [ 13.2893401 105.7106599],0
p2,1,0.060194,3.532036,[73  6] ; [99 20],[68.62626263 10.37373737] ; [103.37373737  15.62626263],0
p10,1,0.060644,3.519683,[72  7] ; [97 22],[67.42929293 11.57070707] ; [101.57070707  17.42929293],0
n3,1,0.065769,3.38558,[6 5] ; [24  5],[8.25 2.75] ; [21.75  7.25],0
s5,1,0.068115,3.327865,[41 33] ; [49 68],[34.86910995 39.13089005] ; [55.13089005 61.86910995],0
b3,1,0.074755,3.175388,[24 22] ; [26 47],[19.32773109 26.67226891] ; [30.67226891 42.32773109],0
b2,1,0.074755,3.175388,[24 22] ; [26 47],[19.32773109 26.67226891] ; [30.67226891 42.32773109],0
a4,1,0.211607,1.560398,[41 38] ; [51 68],[36.70707071 42.29292929] ; [55.29292929 63.70707071],0
p11,1,0.217522,1.520647,[69 10] ; [96 23],[65.83333333 13.16666667] ; [99.16666667 19.83333333],0
s2,1,0.303698,1.057884,[67 12] ; [94 25],[64.23737374 14.76262626] ; [96.76262626 22.23737374],0
s1,1,0.339652,0.911745,[ 4 74] ; [  3 115],[ 2.78571429 75.21428571] ; [  4.21428571 113.78571429],0
v4,1,0.34283,0.89982,[75  4] ; [116   3],[76.20707071  2.79292929] ; [114.79292929   4.20707071],0
a8,1,0.369957,0.803809,[13 62] ; [14 97],[10.88709677 64.11290323] ; [16.11290323 94.88709677],0
a3,1,0.397022,0.717327,[63 15] ; [90 29],[60.5786802 17.4213198] ; [92.4213198 26.5786802],0
d1,1,0.402003,0.702327,[55 24] ; [76 43],[52.26767677 26.73232323] ; [78.73232323 40.26767677],0
d2,1,0.410153,0.678356,[44 34] ; [60 59],[41.17766497 36.82233503] ; [62.82233503 56.17766497],0
d3,1,0.465789,0.531948,[60 18] ; [86 33],[57.8071066 20.1928934] ; [88.1928934 30.8071066],0
b1,1,0.497718,0.459799,[33 46] ; [44 75],[30.72222222 48.27777778] ; [46.27777778 72.72222222],0
u4,1,0.551452,0.354722,[ 4 75] ; [  4 115],[ 3.19191919 75.80808081] ; [  4.80808081 114.19191919],0
u3,1,0.594014,0.28412,[11  5] ; [17 11],[10.18181818  5.81818182] ; [17.81818182 10.18181818],0
r2,1,0.607883,0.26327,[76  3] ; [116   3],[76.60606061  2.39393939] ; [115.39393939   3.60606061],0
b4,1,0.61681,0.250377,[47 32] ; [75 44],[48.67676768 30.32323232] ; [73.32323232 45.67676768],0
u2,1,0.633797,0.226948,[10  6] ; [16 13],[9.24444444 6.75555556] ; [16.75555556 12.24444444],0
d4,1,0.63665,0.22315,[66 11] ; [99 20],[64.82142857 12.17857143] ; [100.17857143  18.82142857],0
a6,1,0.649194,0.206918,[50 27] ; [81 38],[51.46428571 25.53571429] ; [79.53571429 39.46428571],0
s4,1,0.649601,0.206404,[12 67] ; [21 98],[13.16666667 65.83333333] ; [19.83333333 99.16666667],0
u1,1,0.659172,0.19453,[18 61] ; [24 95],[16.75757576 62.24242424] ; [25.24242424 93.75757576],0
r3,1,0.676841,0.173704,[77  2] ; [117   2],[77.4040404  1.5959596] ; [116.5959596   2.4040404],0
d5,1,0.821112,0.051128,[65 12] ; [99 20],[64.42857143 12.57142857] ; [99.57142857 19.42857143],0
v2,1,0.827072,0.047724,[63 16] ; [91 25],[62.38974359 16.61025641] ; [91.61025641 24.38974359],0
b5,1,0.840615,0.040444,[44 35] ; [68 51],[44.68686869 34.31313131] ; [67.31313131 51.68686869],0
a5,1,0.89781,0.016494,[63 16] ; [94 25],[62.64141414 16.35858586] ; [94.35858586 24.64141414],0
s6,1,0.923036,0.009333,[66 11] ; [100  16],[66.22797927 10.77202073] ; [99.77202073 16.22797927],0
a7,1,0.938521,0.005949,[54 24] ; [83 36],[54.24365482 23.75634518] ; [82.75634518 36.24365482],0
n2,1,0.981032,0.000565,[9 2] ; [23  5],[9.02564103 1.97435897] ; [22.97435897  5.02564103],0
a2,1,0.985638,0.000324,[22 57] ; [33 86],[21.94444444 57.05555556] ; [33.05555556 85.94444444],0
r4,1,0.994659,4.5e-05,[75  4] ; [113   6],[75.01010101  3.98989899] ; [112.98989899   6.01010101],0
