Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.3e-05,17.258503,[19 43] ; [23  7],[28.30434783 33.69565217] ; [13.69565217 16.30434783],1
u1,1,0.000781,11.284839,[ 3 59] ; [ 9 21],[ 8.08695652 53.91304348] ; [ 3.91304348 26.08695652],1
p6,1,0.004749,7.972567,[12 47] ; [14 14],[17.63218391 41.36781609] ; [ 8.36781609 19.63218391],0
p10,1,0.024541,5.055956,[34 28] ; [23  6],[38.83516484 23.16483516] ; [18.16483516 10.83516484],0
d4,1,0.027279,4.87304,[49 13] ; [29  1],[52.56521739  9.43478261] ; [25.43478261  4.56521739],0
s8,1,0.033027,4.544355,[17 45] ; [15 15],[21.56521739 40.43478261] ; [10.43478261 19.56521739],0
b2,1,0.034512,4.469138,[11 24] ; [9 5],[14.28571429 20.71428571] ; [5.71428571 8.28571429],0
b3,1,0.034512,4.469138,[11 24] ; [9 5],[14.28571429 20.71428571] ; [5.71428571 8.28571429],0
s3,1,0.036033,4.395548,[26 36] ; [19 10],[30.65934066 31.34065934] ; [14.34065934 14.65934066],0
p4,1,0.053902,3.715724,[23 39] ; [17 12],[27.25274725 34.74725275] ; [12.74725275 16.25274725],0
p5,1,0.061092,3.5075,[ 1 60] ; [ 3 26],[ 2.71111111 58.28888889] ; [ 1.28888889 27.71111111],0
s4,1,0.061262,3.502878,[ 7 55] ; [ 8 22],[10.10869565 51.89130435] ; [ 4.89130435 25.10869565],0
s6,1,0.077727,3.111791,[33 28] ; [22  8],[36.86813187 24.13186813] ; [18.13186813 11.86813187],0
s7,1,0.080301,3.058795,[21 38] ; [16 13],[24.80681818 34.19318182] ; [12.19318182 16.80681818],0
p1,1,0.085158,2.963608,[ 5 57] ; [ 6 23],[ 7.49450549 54.50549451] ; [ 3.50549451 25.49450549],0
p9,1,0.101784,2.677364,[41 21] ; [24  5],[44.28571429 17.71428571] ; [20.71428571  8.28571429],0
d5,1,0.10767,2.588085,[47 15] ; [27  3],[49.86956522 12.13043478] ; [24.13043478  5.86956522],0
a6,1,0.137284,2.208141,[41 21] ; [15 15],[37.73913043 24.26086957] ; [18.26086957 11.73913043],0
a2,1,0.159238,1.981443,[ 9 53] ; [ 8 22],[11.45652174 50.54347826] ; [ 5.54347826 24.45652174],0
a1,1,0.179084,1.805206,[ 2 60] ; [ 3 27],[ 3.36956522 58.63043478] ; [ 1.63043478 28.36956522],0
u3,1,0.180408,1.794258,[11  8] ; [9 2],[12.66666667  6.33333333] ; [7.33333333 3.66666667],0
v2,1,0.18176,1.783178,[40 19] ; [16 14],[37.12359551 21.87640449] ; [18.87640449 11.12359551],0
n1,1,0.202134,1.626891,[ 5 12] ; [4 3],[ 6.375 10.625] ; [2.625 4.375],0
