Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,37.268105,[29 33] ; [107  14],[46.07650273 15.92349727] ; [89.92349727 31.07650273],1
s2,1,0.000275,13.236159,[18 44] ; [70 52],[29.65217391 32.34782609] ; [58.34782609 63.65217391],1
s6,1,0.005133,7.832055,[30 34] ; [81 38],[38.81967213 25.18032787] ; [72.18032787 46.81967213],0
p3,1,0.005282,7.780419,[12 52] ; [47 74],[20.41081081 43.58918919] ; [38.58918919 82.41081081],0
s5,1,0.007933,7.048468,[14 49] ; [48 66],[22.06779661 40.93220339] ; [39.93220339 74.06779661],0
s8,1,0.010287,6.584544,[17 47] ; [56 66],[25.11827957 38.88172043] ; [47.88172043 74.11827957],0
s7,1,0.019828,5.427009,[21 41] ; [59 54],[28.34285714 33.65714286] ; [51.65714286 61.34285714],0
p6,1,0.033021,4.544687,[14 49] ; [46 76],[20.43243243 42.56756757] ; [39.56756757 82.43243243],0
p4,1,0.060657,3.519317,[22 42] ; [59 62],[28.02162162 35.97837838] ; [52.97837838 68.02162162],0
p5,1,0.092742,2.826123,[ 1 63] ; [  9 112],[ 3.45945946 60.54054054] ; [  6.54054054 114.45945946],0
v1,1,0.096283,2.766062,[22 40] ; [59 63],[27.29347826 34.70652174] ; [53.70652174 68.29347826],0
p7,1,0.105575,2.619235,[27 36] ; [66 53],[32.19230769 30.80769231] ; [60.80769231 58.19230769],0
a5,1,0.117464,2.450809,[35 29] ; [81 41],[39.91397849 24.08602151] ; [76.08602151 45.91397849],0
r3,1,0.119052,2.429748,[59  4] ; [104  17],[55.80978261  7.19021739] ; [107.19021739  13.80978261],0
s4,1,0.130214,2.289947,[ 9 54] ; [29 93],[12.94054054 50.05945946] ; [25.05945946 96.94054054],0
d3,1,0.146431,2.109043,[38 26] ; [84 36],[42.43478261 21.56521739] ; [79.56521739 40.43478261],0
a2,1,0.149127,2.081153,[ 9 55] ; [28 94],[12.7311828 51.2688172] ; [24.2688172 97.7311828],0
b4,1,0.159383,1.980066,[43 21] ; [69 53],[38.53763441 25.46236559] ; [73.46236559 48.53763441],0
s3,1,0.176079,1.830407,[27 35] ; [66 56],[31.33695652 30.66304348] ; [61.66304348 60.33695652],0
p8,1,0.17638,1.827864,[17 46] ; [45 77],[21.11351351 41.88648649] ; [40.88648649 81.11351351],0
v3,1,0.199691,1.644633,[17 46] ; [44 77],[20.88586957 42.11413043] ; [40.11413043 80.88586957],0
n1,1,0.200383,1.639584,[ 4 18] ; [14 28],[ 6.1875 15.8125] ; [11.8125 30.1875],0
d5,1,0.200405,1.639423,[46 18] ; [97 24],[49.47027027 14.52972973] ; [93.52972973 27.47027027],0
d1,1,0.244947,1.351897,[31 33] ; [70 52],[34.75268817 29.24731183] ; [66.24731183 55.75268817],0
a8,1,0.279502,1.169507,[ 8 46] ; [10 99],[ 5.96319018 48.03680982] ; [12.03680982 96.96319018],0
v4,1,0.345655,0.889344,[56  8] ; [112  10],[57.80645161  6.19354839] ; [110.19354839  11.80645161],0
p1,1,0.378964,0.774061,[ 3 60] ; [ 10 111],[ 4.45108696 58.54891304] ; [  8.54891304 112.45108696],0
a7,1,0.391621,0.733903,[42 21] ; [88 33],[44.51086957 18.48913043] ; [85.48913043 35.51086957],0
