Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.010489,6.549924,[53  7] ; [76 31],[46.34730539 13.65269461] ; [82.65269461 24.34730539],0
a4,1,0.010519,6.544752,[28 32] ; [29 78],[20.47904192 39.52095808] ; [36.52095808 70.47904192],0
a5,1,0.013142,6.149901,[40 20] ; [50 57],[32.33532934 27.66467066] ; [57.66467066 49.33532934],0
a8,1,0.016256,5.775,[ 9 45] ; [ 5 95],[ 4.90909091 49.09090909] ; [ 9.09090909 90.90909091],0
p11,1,0.020524,5.36673,[45 15] ; [61 46],[38.08383234 21.91616766] ; [67.91616766 39.08383234],0
s7,1,0.021141,5.315142,[23 34] ; [24 80],[16.63975155 40.36024845] ; [30.36024845 73.63975155],0
a3,1,0.023632,5.121434,[43 17] ; [57 49],[36.14457831 23.85542169] ; [63.85542169 42.14457831],0
d2,1,0.074212,3.187305,[28 32] ; [35 72],[22.63473054 37.36526946] ; [40.36526946 66.63473054],0
n6,1,0.078227,3.101361,[43 17] ; [62 45],[37.7245509 22.2754491] ; [67.2754491 39.7245509],0
p1,1,0.097367,2.748146,[ 3 56] ; [  1 105],[ 1.43030303 57.56969697] ; [  2.56969697 103.43030303],0
r3,1,0.10791,2.584563,[58  2] ; [96 11],[55.32934132  4.67065868] ; [98.67065868  8.32934132],0
s8,1,0.11731,2.452879,[19 41] ; [22 84],[14.81927711 45.18072289] ; [26.18072289 79.81927711],0
u3,1,0.137499,2.205726,[ 6 11] ; [27 21],[8.63076923 8.36923077] ; [24.36923077 23.63076923],0
r1,1,0.201647,1.630408,[46 14] ; [72 35],[42.39520958 17.60479042] ; [75.60479042 31.39520958],0
b4,1,0.21441,1.541394,[39 21] ; [59 48],[35.20958084 24.79041916] ; [62.79041916 44.20958084],0
u1,1,0.217293,1.52216,[ 8 52] ; [ 8 99],[ 5.74850299 54.25149701] ; [10.25149701 96.74850299],0
a2,1,0.26957,1.218932,[ 9 51] ; [10 97],[ 6.82634731 53.17365269] ; [12.17365269 94.82634731],0
d4,1,0.307575,1.041061,[50 10] ; [82 25],[47.4251497 12.5748503] ; [84.5748503 22.4251497],0
a6,1,0.312106,1.021742,[39 21] ; [61 46],[35.92814371 24.07185629] ; [64.07185629 42.92814371],0
p2,1,0.322982,0.976835,[43 17] ; [68 38],[40.12048193 19.87951807] ; [70.87951807 35.12048193],0
n3,1,0.329114,0.952381,[12  3] ; [30 15],[10.5  4.5] ; [31.5 13.5],0
v1,1,0.329775,0.94978,[23 35] ; [34 72],[20.15853659 37.84146341] ; [36.84146341 69.15853659],0
v2,1,0.369955,0.803815,[31 27] ; [47 55],[28.275 29.725] ; [49.725 52.275],0
d3,1,0.385202,0.754035,[43 17] ; [69 37],[40.48192771 19.51807229] ; [71.51807229 34.48192771],0
u2,1,0.404546,0.694773,[11  6] ; [26 23],[9.53030303 7.46969697] ; [27.46969697 21.53030303],0
b3,1,0.427676,0.629127,[13 26] ; [12 35],[11.3372093 27.6627907] ; [13.6627907 33.3372093],0
b2,1,0.427676,0.629127,[13 26] ; [12 35],[11.3372093 27.6627907] ; [13.6627907 33.3372093],0
a1,1,0.464364,0.535356,[ 3 57] ; [  3 104],[ 2.15568862 57.84431138] ; [  3.84431138 103.15568862],0
s5,1,0.470614,0.520534,[11 46] ; [25 78],[12.825 44.175] ; [23.175 79.825],0
v3,1,0.526869,0.400427,[16 41] ; [24 78],[14.33962264 42.66037736] ; [25.66037736 76.33962264],0
a7,1,0.528335,0.397592,[42 18] ; [79 27],[43.73493976 16.26506024] ; [77.26506024 28.73493976],0
s3,1,0.53323,0.388233,[27 31] ; [44 62],[25.1097561 32.8902439] ; [45.8902439 60.1097561],0
n2,1,0.535077,0.38474,[11  5] ; [27 18],[9.96721311 6.03278689] ; [28.03278689 16.96721311],0
p10,1,0.540009,0.375523,[34 26] ; [64 40],[35.85365854 24.14634146] ; [62.14634146 41.85365854],0
p12,1,0.547403,0.361989,[ 2 57] ; [  2 104],[ 1.43030303 57.56969697] ; [  2.56969697 103.43030303],0
p5,1,0.566004,0.329414,[ 2 58] ; [  2 103],[ 1.45454545 58.54545455] ; [  2.54545455 102.45454545],0
d5,1,0.569564,0.323413,[46 14] ; [77 29],[44.45783133 15.54216867] ; [78.54216867 27.45783133],0
s2,1,0.571868,0.319567,[20 39] ; [41 66],[21.68072289 37.31927711] ; [39.31927711 67.68072289],0
s6,1,0.626209,0.237237,[29 30] ; [47 57],[27.50920245 31.49079755] ; [48.49079755 55.50920245],0
p8,1,0.663878,0.188848,[17 42] ; [34 72],[18.23636364 40.76363636] ; [32.76363636 73.23636364],0
p4,1,0.713627,0.134681,[17 42] ; [28 79],[15.9939759 43.0060241] ; [29.0060241 77.9939759],0
b1,1,0.718073,0.130346,[18 42] ; [35 72],[19.04191617 40.95808383] ; [33.95808383 73.04191617],0
b5,1,0.738586,0.111374,[36 24] ; [67 40],[37.00598802 22.99401198] ; [65.99401198 41.00598802],0
p9,1,0.754294,0.097958,[40 19] ; [68 36],[39.09202454 19.90797546] ; [68.90797546 35.09202454],0
p7,1,0.777782,0.079643,[25 35] ; [41 63],[24.14634146 35.85365854] ; [41.85365854 62.14634146],0
v4,1,0.787016,0.073001,[52  7] ; [91 14],[51.44512195  7.55487805] ; [91.55487805 13.44512195],0
r2,1,0.834738,0.043526,[51  7] ; [92 14],[50.57317073  7.42682927] ; [92.42682927 13.57317073],0
d1,1,0.842076,0.039696,[29 31] ; [50 57],[28.38323353 31.61676647] ; [50.61676647 56.38323353],0
p6,1,0.914385,0.011558,[ 9 50] ; [17 90],[ 9.24096386 49.75903614] ; [16.75903614 90.24096386],0
s1,1,0.924342,0.009018,[ 3 57] ; [  5 102],[ 2.8742515 57.1257485] ; [  5.1257485 101.8742515],0
n1,1,0.931795,0.007325,[ 4 12] ; [12 34],[ 4.12903226 11.87096774] ; [11.87096774 34.12903226],0
s4,1,0.954441,0.003264,[11 49] ; [20 87],[11.13772455 48.86227545] ; [19.86227545 87.13772455],0
