Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,4.4e-05,16.676689,[46 14] ; [50 63],[33.29479769 26.70520231] ; [62.70520231 50.29479769],1
n3,1,0.002287,9.303521,[17  3] ; [24 29],[11.23287671  8.76712329] ; [29.76712329 23.23287671],0
p8,1,0.002775,8.949693,[22 37] ; [19 94],[14.06395349 44.93604651] ; [26.93604651 86.06395349],0
r3,1,0.004818,7.946486,[53  7] ; [78 35],[45.43352601 14.56647399] ; [85.56647399 27.43352601],0
p3,1,0.008713,6.880807,[24 36] ; [24 89],[16.64739884 43.35260116] ; [31.35260116 81.64739884],0
s3,1,0.015007,5.915676,[36 24] ; [45 66],[28.42105263 31.57894737] ; [52.57894737 58.42105263],0
n2,1,0.018322,5.565094,[17  3] ; [31 25],[12.63157895  7.36842105] ; [35.36842105 20.63157895],0
r4,1,0.021427,5.291726,[47 13] ; [69 44],[40.23121387 19.76878613] ; [75.76878613 37.23121387],0
s6,1,0.033288,4.53088,[38 21] ; [53 59],[31.39766082 27.60233918] ; [59.60233918 52.39766082],0
p1,1,0.033502,4.519917,[ 1 59] ; [ 12 101],[ 4.50867052 55.49132948] ; [  8.49132948 104.50867052],0
a8,1,0.057461,3.609199,[ 9 47] ; [ 7 98],[ 5.56521739 50.43478261] ; [10.43478261 94.56521739],0
a5,1,0.067793,3.335674,[41 19] ; [61 52],[35.37572254 24.62427746] ; [66.62427746 46.37572254],0
p4,1,0.07345,3.204194,[27 33] ; [35 77],[21.62790698 38.37209302] ; [40.37209302 71.62790698],0
b2,1,0.077912,3.107923,[ 5 25] ; [21 40],[ 8.57142857 21.42857143] ; [17.42857143 43.57142857],0
b3,1,0.077912,3.107923,[ 5 25] ; [21 40],[ 8.57142857 21.42857143] ; [17.42857143 43.57142857],0
v4,1,0.078057,3.104895,[52  7] ; [87 26],[47.68023256 11.31976744] ; [91.31976744 21.68023256],0
n6,1,0.091751,2.843374,[41 18] ; [63 49],[35.88304094 23.11695906] ; [68.11695906 43.88304094],0
v1,1,0.102081,2.672725,[27 32] ; [37 75],[22.08187135 36.91812865] ; [41.91812865 70.08187135],0
b5,1,0.10773,2.587212,[41 19] ; [63 50],[36.06936416 23.93063584] ; [67.93063584 45.06936416],0
p9,1,0.111561,2.531974,[36 23] ; [51 55],[31.10909091 27.89090909] ; [55.89090909 50.10909091],0
a1,1,0.128491,2.310641,[ 2 58] ; [ 11 102],[ 4.50867052 55.49132948] ; [  8.49132948 104.50867052],0
