Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,36.57073,[ 98 137] ; [214 103],[132.82608696 102.17391304] ; [179.17391304 137.82608696],1
v3,1,0.0,25.939411,[ 69 169] ; [161 158],[ 98.27648115 139.72351885] ; [131.72351885 187.27648115],1
n5,1,0.000143,14.456,[172  72] ; [274  53],[190.5849387  53.4150613] ; [255.4150613  71.5849387],1
p9,1,0.002256,9.328509,[198  42] ; [297  29],[209.89399293  30.10600707] ; [285.10600707  40.89399293],0
s4,1,0.002462,9.168359,[ 68 173] ; [ 57 268],[ 53.22438163 187.77561837] ; [ 71.77561837 253.22438163],0
s8,1,0.003534,8.509188,[118 127] ; [197 129],[135.15761821 109.84238179] ; [179.84238179 146.15761821],0
p6,1,0.006073,7.528442,[ 83 160] ; [146 174],[ 98.8401421 144.1598579] ; [130.1598579 189.8401421],0
b3,1,0.010179,6.603359,[37 97] ; [ 87 124],[48.16231884 85.83768116] ; [ 75.83768116 135.16231884],0
b2,1,0.010179,6.603359,[37 97] ; [ 87 124],[48.16231884 85.83768116] ; [ 75.83768116 135.16231884],0
p3,1,0.016174,5.783905,[114 130] ; [186 141],[128.19614711 115.80385289] ; [171.80385289 155.19614711],0
p10,1,0.018438,5.554006,[192  49] ; [282  42],[202.1840708  38.8159292] ; [271.8159292  52.1840708],0
u4,1,0.019871,5.423221,[  2 243] ; [ 13 316],[  6.40243902 238.59756098] ; [  8.59756098 320.40243902],0
n4,1,0.019944,5.416789,[181  64] ; [268  59],[192.31643357  52.68356643] ; [256.68356643  70.31643357],0
d4,1,0.025278,5.004743,[195  48] ; [285  42],[204.63157895  38.36842105] ; [275.36842105  51.63157895],0
d1,1,0.030363,4.688615,[136 109] ; [212 117],[148.53658537  96.46341463] ; [199.46341463 129.53658537],0
a3,1,0.031361,4.633095,[166  78] ; [249  78],[177.3380035  66.6619965] ; [237.6619965  89.3380035],0
