Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,30.974059,[100  53] ; [ 98 166],[72.64748201 80.35251799] ; [125.35251799 138.64748201],1
p6,1,0.0,25.433855,[55 96] ; [ 41 232],[ 34.18867925 116.81132075] ; [ 61.81132075 211.18867925],1
p8,1,4e-06,21.057792,[77 75] ; [ 77 195],[55.20754717 96.79245283] ; [ 98.79245283 173.20754717],1
p2,1,7e-06,20.309986,[132  21] ; [182  93],[112.24766355  40.75233645] ; [201.75233645  73.24766355],1
s6,1,4.3e-05,16.737355,[101  51] ; [125 148],[80.82823529 71.17176471] ; [145.17176471 127.82823529],1
v1,1,0.00037,12.677361,[86 66] ; [103 164],[68.56324582 83.43675418] ; [120.43675418 146.56324582],1
s8,1,0.000387,12.594522,[65 88] ; [ 71 204],[ 48.61682243 104.38317757] ; [ 87.38317757 187.61682243],1
d3,1,0.003058,8.772349,[111  43] ; [158 116],[96.78971963 57.21028037] ; [172.21028037 101.78971963],0
s7,1,0.003059,8.771908,[67 82] ; [ 80 183],[53.16262136 95.83737864] ; [ 93.83737864 169.16262136],0
s2,1,0.00507,7.85415,[72 80] ; [ 92 182],[58.51643192 93.48356808] ; [105.48356808 168.51643192],0
p10,1,0.006384,7.438471,[116  35] ; [174  98],[103.52245863  47.47754137] ; [186.47754137  85.52245863],0
a5,1,0.013377,6.118577,[112  42] ; [168 108],[100.27906977  53.72093023] ; [179.72093023  96.27906977],0
v4,1,0.016001,5.802724,[142  10] ; [232  39],[134.39243499  17.60756501] ; [239.60756501  31.39243499],0
r4,1,0.01767,5.62861,[132  22] ; [210  66],[122.48372093  31.51627907] ; [219.51627907  56.48372093],0
u3,1,0.028923,4.772219,[31 20] ; [42 58],[24.65562914 26.34437086] ; [48.34437086 51.65562914],0
v2,1,0.030436,4.684482,[83 66] ; [115 143],[72.48648649 76.51351351] ; [125.51351351 132.48648649],0
r3,1,0.036471,4.374929,[145   9] ; [239  33],[138.81690141  15.18309859] ; [245.18309859  26.81690141],0
p11,1,0.036692,4.364629,[119  35] ; [187  89],[109.59069767  44.40930233] ; [196.40930233  79.59069767],0
n5,1,0.039496,4.23942,[114  39] ; [177  96],[104.51408451  48.48591549] ; [186.48591549  86.51408451],0
d1,1,0.04584,3.987449,[88 66] ; [130 146],[78.0744186 75.9255814] ; [139.9255814 136.0744186],0
p9,1,0.056965,3.623608,[120  32] ; [188  79],[111.7326969  40.2673031] ; [196.2673031  70.7326969],0
p5,1,0.059114,3.562083,[ 12 140] ; [ 10 263],[  7.86823529 144.13176471] ; [ 14.13176471 258.86823529],0
s5,1,0.060858,3.513843,[ 40 111] ; [ 50 218],[ 32.43436754 118.56563246] ; [ 57.56563246 210.43436754],0
d5,1,0.084387,2.978322,[122  32] ; [197  78],[114.51282051  39.48717949] ; [204.48717949  70.51282051],0
a4,1,0.088709,2.89764,[71 82] ; [104 170],[62.70491803 90.29508197] ; [112.29508197 161.70491803],0
n4,1,0.102321,2.668981,[115  38] ; [186  89],[107.60046729  45.39953271] ; [193.39953271  81.60046729],0
s3,1,0.126908,2.329924,[77 72] ; [119 152],[69.53333333 79.46666667] ; [126.46666667 144.53333333],0
d4,1,0.129163,2.302532,[126  28] ; [206  67],[119.73770492  34.26229508] ; [212.26229508  60.73770492],0
v3,1,0.139139,2.187457,[55 93] ; [ 79 184],[48.25304136 99.74695864] ; [ 85.74695864 177.25304136],0
d2,1,0.142783,2.14771,[74 79] ; [112 161],[66.8028169 86.1971831] ; [119.1971831 153.8028169],0
b4,1,0.244128,1.3566,[86 68] ; [170 106],[91.68372093 62.31627907] ; [164.31627907 111.68372093],0
n6,1,0.302314,1.063959,[119  34] ; [200  73],[114.57042254  38.42957746] ; [204.42957746  68.57042254],0
a2,1,0.352348,0.864983,[ 33 121] ; [ 49 227],[ 29.36744186 124.63255814] ; [ 52.63255814 223.36744186],0
r1,1,0.36701,0.813765,[117  35] ; [200  74],[113.10798122  38.89201878] ; [203.89201878  70.10798122],0
u1,1,0.394886,0.723842,[ 21 133] ; [ 30 246],[ 18.26511628 135.73488372] ; [ 32.73488372 243.26511628],0
u2,1,0.460051,0.545771,[29 22] ; [50 49],[26.86 24.14] ; [52.14 46.86],0
p1,1,0.506251,0.441808,[  9 145] ; [ 12 261],[  7.57377049 146.42622951] ; [ 13.42622951 259.57377049],0
r2,1,0.534109,0.386567,[137  15] ; [238  32],[135.07109005  16.92890995] ; [239.92890995  30.07109005],0
s1,1,0.546385,0.363832,[  8 142] ; [ 11 260],[  6.7695962 143.2304038] ; [ 12.2304038 258.7695962],0
n1,1,0.581764,0.303392,[16 22] ; [37 63],[14.5942029 23.4057971] ; [38.4057971 61.5942029],0
a7,1,0.62037,0.245348,[107  47] ; [184  90],[104.70560748  49.29439252] ; [186.29439252  87.70560748],0
a1,1,0.688199,0.161042,[  7 147] ; [ 15 261],[  7.87906977 146.12093023] ; [ 14.12093023 261.87906977],0
u4,1,0.695158,0.153558,[  3 151] ; [  4 272],[  2.50697674 151.49302326] ; [  4.49302326 271.50697674],0
n3,1,0.730611,0.118551,[25 13] ; [62 37],[24.13138686 13.86861314] ; [62.86861314 36.13138686],0
a6,1,0.775853,0.08107,[97 57] ; [177  98],[98.35897436 55.64102564] ; [175.64102564  99.35897436],0
n2,1,0.782074,0.076517,[27 11] ; [70 32],[26.32857143 11.67142857] ; [70.67142857 31.32857143],0
a3,1,0.816633,0.053767,[101  53] ; [176  97],[99.90163934 54.09836066] ; [177.09836066  95.90163934],0
b5,1,0.85574,0.033051,[94 60] ; [166 110],[93.11627907 60.88372093] ; [166.88372093 109.11627907],0
b1,1,0.897189,0.016696,[59 95] ; [104 172],[58.37674419 95.62325581] ; [104.62325581 171.37674419],0
a8,1,0.929293,0.007874,[ 21 118] ; [ 40 219],[ 21.3040201 117.6959799] ; [ 39.6959799 219.3040201],0
p12,1,0.942513,0.0052,[  7 147] ; [ 12 261],[  6.85245902 147.14754098] ; [ 12.14754098 260.85245902],0
b2,1,0.969243,0.001487,[36 64] ; [54 97],[35.85657371 64.14342629] ; [54.14342629 96.85657371],0
b3,1,0.969243,0.001487,[36 64] ; [54 97],[35.85657371 64.14342629] ; [54.14342629 96.85657371],0
