Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.00226,9.325632,[14 73] ; [13 17],[20.07692308 66.92307692] ; [ 6.92307692 23.07692308],0
s8,1,0.005738,7.630672,[ 5 83] ; [ 7 23],[ 8.94915254 79.05084746] ; [ 3.05084746 26.94915254],0
p2,1,0.008076,7.016539,[43 45] ; [23  7],[49.22033898 38.77966102] ; [16.77966102 13.22033898],0
p6,1,0.008739,6.875326,[12 72] ; [11 19],[16.94736842 67.05263158] ; [ 6.05263158 23.94736842],0
p7,1,0.017461,5.649397,[28 59] ; [17 13],[33.46153846 53.53846154] ; [11.53846154 18.46153846],0
a7,1,0.045117,4.014275,[42 44] ; [21  9],[46.70689655 39.29310345] ; [16.29310345 13.70689655],0
u1,1,0.062093,3.48057,[ 5 83] ; [ 5 25],[ 7.45762712 80.54237288] ; [ 2.54237288 27.45762712],0
p8,1,0.067069,3.353336,[16 72] ; [10 19],[19.55555556 68.44444444] ; [ 6.44444444 22.55555556],0
n6,1,0.084594,2.974359,[44 43] ; [20  9],[48. 39.] ; [16. 13.],0
u2,1,0.085854,2.95044,[17 19] ; [2 9],[14.55319149 21.44680851] ; [4.44680851 6.55319149],0
d3,1,0.091402,2.849512,[43 45] ; [20 10],[46.98305085 41.01694915] ; [16.01694915 13.98305085],0
n3,1,0.101594,2.680342,[20 19] ; [8 2],[22.28571429 16.71428571] ; [5.71428571 4.28571429],0
v2,1,0.128348,2.312373,[25 60] ; [13 16],[28.33333333 56.66666667] ; [ 9.66666667 19.33333333],0
s7,1,0.147507,2.097846,[ 8 71] ; [ 6 23],[10.24074074 68.75925926] ; [ 3.75925926 25.24074074],0
b5,1,0.170265,1.880607,[46 42] ; [20 10],[49.22033898 38.77966102] ; [16.77966102 13.22033898],0
n1,1,0.172485,1.861213,[11 29] ; [5 5],[12.8 27.2] ; [3.2 6.8],0
s2,1,0.179579,1.801108,[ 7 80] ; [ 5 25],[ 8.92307692 78.07692308] ; [ 3.07692308 26.92307692],0
v4,1,0.181597,1.784508,[61 25] ; [25  5],[63.75862069 22.24137931] ; [22.24137931  7.75862069],0
r4,1,0.242722,1.364715,[51 37] ; [21  9],[53.69491525 34.30508475] ; [18.30508475 11.69491525],0
v3,1,0.316343,1.004006,[15 68] ; [ 8 22],[16.89380531 66.10619469] ; [ 6.10619469 23.89380531],0
n5,1,0.317397,0.999645,[44 43] ; [12 18],[41.64102564 45.35897436] ; [14.35897436 15.64102564],0
d5,1,0.34298,0.89926,[50 38] ; [20 10],[52.20338983 35.79661017] ; [17.79661017 12.20338983],0
s3,1,0.366316,0.816125,[19 68] ; [ 9 21],[20.82051282 66.17948718] ; [ 7.17948718 22.82051282],0
n2,1,0.434444,0.610914,[22 20] ; [6 3],[23.05882353 18.94117647] ; [4.94117647 4.05882353],0
s1,1,0.44598,0.580848,[ 5 80] ; [ 3 27],[ 5.91304348 79.08695652] ; [ 2.08695652 27.91304348],0
a4,1,0.466345,0.530622,[34 53] ; [14 16],[35.69230769 51.30769231] ; [12.30769231 17.69230769],0
p9,1,0.513638,0.426648,[23 62] ; [10 20],[24.39130435 60.60869565] ; [ 8.60869565 21.39130435],0
r1,1,0.56874,0.324795,[51 35] ; [16 14],[49.67241379 36.32758621] ; [17.32758621 12.67241379],0
s4,1,0.570714,0.32149,[ 6 82] ; [ 3 27],[ 6.71186441 81.28813559] ; [ 2.28813559 27.71186441],0
d1,1,0.571573,0.320058,[33 55] ; [13 17],[34.30508475 53.69491525] ; [11.69491525 18.30508475],0
r3,1,0.625955,0.237586,[62 24] ; [23  7],[63.01724138 22.98275862] ; [21.98275862  8.01724138],0
p11,1,0.666475,0.185754,[40 48] ; [15 15],[41.01694915 46.98305085] ; [13.98305085 16.01694915],0
a5,1,0.676953,0.173576,[46 42] ; [17 13],[46.98305085 41.01694915] ; [16.01694915 13.98305085],0
n4,1,0.682004,0.167879,[53 34] ; [17 13],[52.05128205 34.94871795] ; [17.94871795 12.05128205],0
b2,1,0.697221,0.151379,[18 36] ; [ 8 13],[18.72 35.28] ; [ 7.28 13.72],0
b3,1,0.697221,0.151379,[18 36] ; [ 8 13],[18.72 35.28] ; [ 7.28 13.72],0
a8,1,0.713843,0.134468,[ 8 74] ; [ 2 25],[ 7.52293578 74.47706422] ; [ 2.47706422 24.52293578],0
v1,1,0.826818,0.047867,[24 62] ; [ 9 21],[24.46551724 61.53448276] ; [ 8.53448276 21.46551724],0
b4,1,0.840142,0.040688,[48 40] ; [17 13],[48.47457627 39.52542373] ; [16.52542373 13.47457627],0
a2,1,0.846268,0.03759,[13 75] ; [ 4 26],[12.6779661 75.3220339] ; [ 4.3220339 25.6779661],0
a6,1,0.894786,0.01749,[54 34] ; [18 12],[53.69491525 34.30508475] ; [18.30508475 11.69491525],0
d2,1,0.90071,0.015566,[39 47] ; [14 16],[39.29310345 46.70689655] ; [13.70689655 16.29310345],0
r2,1,0.936308,0.006386,[68 17] ; [23  6],[67.85087719 17.14912281] ; [23.14912281  5.85087719],0
d4,1,0.951474,0.003703,[55 31] ; [19 11],[54.86206897 31.13793103] ; [19.13793103 10.86206897],0
a3,1,0.964234,0.002011,[52 34] ; [18 12],[51.89655172 34.10344828] ; [18.10344828 11.89655172],0
