Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,119.434423,[170  78] ; [ 14 122],[118.83333333 129.16666667] ; [65.16666667 70.83333333],1
d5,1,0.0,91.102528,[245   5] ; [85 52],[213.17829457  36.82170543] ; [116.82170543  20.17829457],1
d3,1,0.0,66.566484,[219  31] ; [68 69],[185.4005168  64.5994832] ; [101.5994832  35.4005168],1
a5,1,0.0,37.716357,[205  45] ; [72 65],[178.94056848  71.05943152] ; [98.05943152 38.94056848],1
a2,1,0.0,37.560892,[ 72 178] ; [  4 133],[ 49.09560724 200.90439276] ; [ 26.90439276 110.09560724],1
a4,1,5e-06,20.859261,[129 120] ; [38 99],[107.72797927 141.27202073] ; [59.27202073 77.72797927],1
u1,1,7e-06,20.1673,[ 48 202] ; [  4 133],[ 33.59173127 216.40826873] ; [ 18.40826873 118.59173127],1
a3,1,5.5e-05,16.26823,[180  70] ; [70 66],[161.91709845  88.08290155] ; [88.08290155 47.91709845],1
s8,1,0.000189,13.935968,[ 61 189] ; [ 12 124],[ 47.27979275 202.72020725] ; [ 25.72020725 110.27979275],1
p4,1,0.000302,13.060556,[139 108] ; [49 84],[122.2 124.8] ; [65.8 67.2],1
n4,1,0.003171,8.706533,[182  68] ; [79 57],[169.04145078  80.95854922] ; [91.95854922 44.04145078],0
a6,1,0.008643,6.895214,[187  63] ; [85 52],[175.71059432  74.28940568] ; [96.28940568 40.71059432],0
v2,1,0.010537,6.541831,[137 100] ; [58 74],[125.24390244 111.75609756] ; [69.75609756 62.24390244],0
r2,1,0.012122,6.292951,[231  13] ; [118  17],[224.68601583  19.31398417] ; [124.31398417  10.68601583],0
n2,1,0.017971,5.598976,[40 25] ; [28  5],[45.10204082 19.89795918] ; [22.89795918 10.10204082],0
a1,1,0.019492,5.456858,[  7 243] ; [ 11 126],[ 11.62790698 238.37209302] ; [  6.37209302 130.62790698],0
r1,1,0.021999,5.245837,[197  50] ; [95 42],[187.82291667  59.17708333] ; [104.17708333  32.82291667],0
v1,1,0.024966,5.02623,[128 117] ; [53 79],[117.62599469 127.37400531] ; [63.37400531 68.62599469],0
p8,1,0.026304,4.93592,[125 121] ; [53 83],[114.62827225 131.37172775] ; [63.37172775 72.62827225],0
p2,1,0.028557,4.7941,[201  45] ; [98 38],[192.54973822  53.45026178] ; [106.45026178  29.54973822],0
v3,1,0.043252,4.085515,[ 82 154] ; [ 33 101],[ 73.35135135 162.64864865] ; [41.64864865 92.35135135],0
p3,1,0.043418,4.079048,[104 143] ; [43 93],[ 94.80156658 152.19843342] ; [52.19843342 83.80156658],0
a7,1,0.043865,4.06175,[196  54] ; [94 42],[187.8238342  62.1761658] ; [102.1761658  33.8238342],0
n5,1,0.049999,3.841485,[171  78] ; [78 55],[162.30628272  86.69371728] ; [86.69371728 46.30628272],0
p6,1,0.060473,3.524374,[ 72 171] ; [ 28 107],[ 64.28571429 178.71428571] ; [35.71428571 99.28571429],0
r4,1,0.062039,3.482011,[220  30] ; [111  26],[213.82428941  36.17571059] ; [117.17571059  19.82428941],0
p11,1,0.068727,3.313164,[196  54] ; [96 41],[188.63049096  61.36950904] ; [103.36950904  33.63049096],0
p10,1,0.06978,3.288187,[195  54] ; [93 40],[187.72774869  61.27225131] ; [100.27225131  32.72774869],0
n6,1,0.094438,2.797053,[201  48] ; [99 36],[194.53125  54.46875] ; [105.46875  29.53125],0
v4,1,0.098101,2.736141,[232  17] ; [120  16],[227.65714286  21.34285714] ; [124.34285714  11.65714286],0
p7,1,0.101791,2.677259,[144 101] ; [66 66],[136.47214854 108.52785146] ; [73.52785146 58.47214854],0
u3,1,0.127997,2.316633,[42 28] ; [30 34],[37.6119403 32.3880597] ; [34.3880597 29.6119403],0
p9,1,0.181525,1.785097,[198  50] ; [99 35],[192.81675393  55.18324607] ; [104.18324607  29.81675393],0
r3,1,0.209178,1.577107,[234  15] ; [124  13],[230.93782383  18.06217617] ; [127.06217617   9.93782383],0
p5,1,0.353324,0.861483,[ 19 230] ; [  7 129],[ 16.81558442 232.18441558] ; [  9.18441558 126.81558442],0
b3,1,0.361005,0.834394,[53 87] ; [20 44],[50.09803922 89.90196078] ; [22.90196078 41.09803922],0
b2,1,0.361005,0.834394,[53 87] ; [20 44],[50.09803922 89.90196078] ; [22.90196078 41.09803922],0
a8,1,0.3733,0.792649,[ 21 208] ; [ 16 116],[ 23.47091413 205.52908587] ; [ 13.52908587 118.47091413],0
s1,1,0.38398,0.75792,[  4 242] ; [  4 131],[  5.16535433 240.83464567] ; [  2.83464567 132.16535433],0
b4,1,0.413079,0.66992,[150 100] ; [88 49],[153.74677003  96.25322997] ; [84.25322997 52.74677003],0
b1,1,0.420364,0.649297,[ 90 160] ; [55 82],[ 93.66925065 156.33074935] ; [51.33074935 85.66925065],0
p12,1,0.49678,0.461809,[ 13 235] ; [  5 130],[ 11.65535248 236.34464752] ; [  6.34464752 128.65535248],0
n1,1,0.525358,0.403361,[20 44] ; [ 8 24],[18.66666667 45.33333333] ; [ 9.33333333 22.66666667],0
s3,1,0.599266,0.276104,[ 92 153] ; [54 80],[ 94.37994723 150.62005277] ; [51.62005277 82.37994723],0
p1,1,0.612873,0.256013,[ 16 233] ; [  7 129],[ 14.87532468 234.12467532] ; [  8.12467532 127.87532468],0
s4,1,0.621086,0.244344,[ 30 214] ; [ 19 116],[ 31.54617414 212.45382586] ; [ 17.45382586 117.54617414],0
u2,1,0.748364,0.102911,[38 31] ; [34 31],[37.07462687 31.92537313] ; [34.92537313 30.07462687],0
s2,1,0.74915,0.102247,[ 76 171] ; [44 92],[ 77.38903394 169.61096606] ; [42.61096606 93.38903394],0
s5,1,0.752307,0.099602,[ 62 179] ; [ 32 100],[ 60.73458445 180.26541555] ; [33.26541555 98.73458445],0
n3,1,0.840172,0.040672,[44 21] ; [23 10],[44.43877551 20.56122449] ; [22.56122449 10.43877551],0
b5,1,0.942097,0.005276,[156  94] ; [86 51],[156.33074935  93.66925065] ; [85.66925065 51.33074935],0
s6,1,0.951035,0.003771,[125 121] ; [67 64],[125.28381963 120.71618037] ; [66.71618037 64.28381963],0
