Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,33.290476,[ 30 127] ; [73 71],[ 53.72425249 103.27574751] ; [49.27574751 94.72425249],1
p3,1,0.0,30.70228,[ 15 142] ; [53 94],[ 35.11842105 121.88157895] ; [ 32.88157895 114.11842105],1
p2,1,4e-06,21.052167,[94 63] ; [123  24],[112.06907895  44.93092105] ; [104.93092105  42.06907895],1
p6,1,1.8e-05,18.371976,[ 13 143] ; [ 39 105],[ 27.04 128.96] ; [ 24.96 119.04],1
r4,1,2.5e-05,17.751028,[122  35] ; [139   8],[134.79276316  22.20723684] ; [126.20723684  20.79276316],1
r3,1,0.000589,11.811618,[138  17] ; [145   2],[145.24834437   9.75165563] ; [137.75165563   9.24834437],1
r2,1,0.003687,8.431786,[140  16] ; [141   3],[146.12   9.88] ; [134.88   9.12],0
v2,1,0.006616,7.374257,[65 83] ; [85 57],[76.55172414 71.44827586] ; [73.44827586 68.55172414],0
p10,1,0.01171,6.354222,[106  50] ; [117  28],[115.57475083  40.42524917] ; [107.42524917  37.57475083],0
v4,1,0.013083,6.157789,[140  17] ; [141   5],[145.60066007  11.39933993] ; [135.39933993  10.60066007],0
n3,1,0.013229,6.138282,[32 20] ; [34  6],[37.30434783 14.69565217] ; [28.69565217 11.30434783],0
b4,1,0.01381,6.062238,[103  54] ; [76 71],[92.44407895 64.55592105] ; [86.55592105 60.44407895],0
s8,1,0.014737,5.947664,[ 45 112] ; [61 84],[ 55.10596026 101.89403974] ; [50.89403974 94.10596026],0
v1,1,0.016509,5.747841,[ 52 100] ; [69 75],[62.13513514 89.86486486] ; [58.86486486 85.13513514],0
s5,1,0.028812,4.778805,[ 32 118] ; [47 97],[ 40.30612245 109.69387755] ; [ 38.69387755 105.30612245],0
a8,1,0.028833,4.777532,[ 14 133] ; [ 25 110],[ 20.32978723 126.67021277] ; [ 18.67021277 116.32978723],0
r1,1,0.03017,4.699557,[106  51] ; [114  31],[114.37086093  42.62913907] ; [105.62913907  39.37086093],0
s2,1,0.036193,4.387975,[ 53 101] ; [68 79],[61.90697674 92.09302326] ; [59.09302326 87.90697674],0
s3,1,0.051866,3.78009,[65 89] ; [78 68],[73.40666667 80.59333333] ; [69.59333333 76.40666667],0
s7,1,0.058568,3.577487,[ 49 104] ; [61 82],[56.85810811 96.14189189] ; [53.14189189 89.85810811],0
p9,1,0.088643,2.898847,[113  39] ; [118  25],[119.02372881  32.97627119] ; [111.97627119  31.02372881],0
v3,1,0.119745,2.420653,[ 45 106] ; [56 90],[51.35016835 99.64983165] ; [49.64983165 96.35016835],0
a6,1,0.120032,2.416909,[106  51] ; [86 60],[99.48514851 57.51485149] ; [92.51485149 53.48514851],0
s6,1,0.132458,2.263464,[82 73] ; [88 55],[88.42281879 66.57718121] ; [81.57718121 61.42281879],0
d5,1,0.141984,2.156323,[111  46] ; [114  32],[116.58415842  40.41584158] ; [108.41584158  37.58415842],0
n4,1,0.242622,1.365297,[108  49] ; [110  37],[112.58552632  44.41447368] ; [105.41447368  41.58552632],0
b5,1,0.298678,1.080089,[102  55] ; [87 60],[97.60855263 59.39144737] ; [91.39144737 55.60855263],0
s4,1,0.387289,0.747438,[ 28 127] ; [ 21 125],[ 25.23255814 129.76744186] ; [ 23.76744186 122.23255814],0
