Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4e-06,21.261368,[60 24] ; [14 33],[47.45038168 36.54961832] ; [26.54961832 20.45038168],1
a6,1,9e-06,19.784405,[62 22] ; [16 31],[50.01526718 33.98473282] ; [27.98473282 19.01526718],1
a2,1,0.000444,12.339189,[26 60] ; [ 2 45],[18.10526316 67.89473684] ; [ 9.89473684 37.10526316],1
u1,1,0.001402,10.203138,[20 66] ; [ 1 46],[13.57894737 72.42105263] ; [ 7.42105263 39.57894737],0
d1,1,0.004942,7.900371,[53 33] ; [17 30],[45.26315789 40.73684211] ; [24.73684211 22.26315789],0
n5,1,0.032001,4.59842,[61 25] ; [24 22],[55.37878788 30.62121212] ; [29.62121212 16.37878788],0
d4,1,0.036566,4.370531,[69 15] ; [31 16],[64.1221374 19.8778626] ; [35.8778626 11.1221374],0
p10,1,0.044446,4.039554,[56 29] ; [22 24],[50.61068702 34.38931298] ; [27.38931298 18.61068702],0
a5,1,0.070399,3.273686,[61 25] ; [26 21],[56.2556391 29.7443609] ; [30.7443609 16.2556391],0
p8,1,0.089733,2.879154,[24 62] ; [ 7 40],[20.04511278 65.95488722] ; [10.95488722 36.04511278],0
b3,1,0.112123,2.524038,[14 38] ; [14 18],[17.33333333 34.66666667] ; [10.66666667 21.33333333],0
b2,1,0.112123,2.524038,[14 38] ; [14 18],[17.33333333 34.66666667] ; [10.66666667 21.33333333],0
a1,1,0.115329,2.479631,[ 8 78] ; [ 1 46],[ 5.81954887 80.18045113] ; [ 3.18045113 43.81954887],0
s8,1,0.124546,2.359196,[29 56] ; [22 24],[33.09160305 51.90839695] ; [17.90839695 28.09160305],0
p9,1,0.147045,2.102637,[56 30] ; [24 22],[52.12121212 33.87878788] ; [27.87878788 18.12121212],0
n4,1,0.217821,1.518669,[62 24] ; [29 18],[58.84210526 27.15789474] ; [32.15789474 14.84210526],0
v4,1,0.225032,1.471993,[79  7] ; [40  7],[76.94736842  9.05263158] ; [42.05263158  4.94736842],0
d5,1,0.230852,1.435602,[62 22] ; [30 17],[58.99236641 25.00763359] ; [33.00763359 13.99236641],0
s1,1,0.23103,1.434506,[ 6 80] ; [ 6 39],[ 7.8778626 78.1221374] ; [ 4.1221374 40.8778626],0
b5,1,0.238179,1.391337,[53 33] ; [24 23],[49.78947368 36.21052632] ; [27.21052632 19.78947368],0
v2,1,0.284711,1.144464,[46 37] ; [20 24],[43.13385827 39.86614173] ; [22.86614173 21.13385827],0
b4,1,0.294966,1.096817,[52 34] ; [24 23],[49.14285714 36.85714286] ; [26.85714286 20.14285714],0
n1,1,0.315041,1.009424,[14 18] ; [10  7],[15.67346939 16.32653061] ; [8.32653061 8.67346939],0
n6,1,0.321444,0.983062,[63 22] ; [31 16],[60.53030303 24.46969697] ; [33.46969697 13.53030303],0
p1,1,0.32752,0.958678,[ 5 81] ; [ 1 46],[ 3.87969925 82.12030075] ; [ 2.12030075 44.87969925],0
u3,1,0.363648,0.825256,[19 13] ; [13  5],[20.48 11.52] ; [11.52  6.48],0
p11,1,0.369552,0.805171,[48 38] ; [30 17],[50.43609023 35.56390977] ; [27.56390977 19.43609023],0
b1,1,0.386868,0.748764,[39 47] ; [25 22],[41.38345865 44.61654135] ; [22.61654135 24.38345865],0
v1,1,0.448506,0.574424,[33 52] ; [21 25],[35.03816794 49.96183206] ; [18.96183206 27.03816794],0
p7,1,0.538654,0.37804,[29 54] ; [13 31],[27.4488189 55.5511811] ; [14.5511811 29.4488189],0
p12,1,0.581798,0.303337,[ 8 78] ; [ 3 43],[ 7.16666667 78.83333333] ; [ 3.83333333 42.16666667],0
p5,1,0.592631,0.286254,[ 8 77] ; [ 3 42],[ 7.19230769 77.80769231] ; [ 3.80769231 41.19230769],0
p4,1,0.594894,0.282766,[26 58] ; [16 29],[27.34883721 56.65116279] ; [14.65116279 30.34883721],0
p3,1,0.611222,0.258399,[29 56] ; [14 33],[27.68939394 57.31060606] ; [15.31060606 31.68939394],0
s6,1,0.611263,0.258339,[53 32] ; [26 19],[51.65384615 33.34615385] ; [27.34615385 17.65384615],0
p6,1,0.626164,0.237298,[18 68] ; [ 8 38],[16.93939394 69.06060606] ; [ 9.06060606 36.93939394],0
d2,1,0.64986,0.206077,[41 43] ; [21 26],[39.75572519 44.24427481] ; [22.24427481 24.75572519],0
n3,1,0.699234,0.14927,[21 11] ; [10  4],[21.56521739 10.43478261] ; [9.43478261 4.56521739],0
r2,1,0.72022,0.128282,[81  5] ; [44  2],[81.43939394  4.56060606] ; [43.56060606  2.43939394],0
s2,1,0.732246,0.117059,[38 47] ; [22 24],[38.93129771 46.06870229] ; [21.06870229 24.93129771],0
s4,1,0.758999,0.094123,[16 68] ; [10 37],[16.67175573 67.32824427] ; [ 9.32824427 37.67175573],0
s7,1,0.759631,0.093615,[35 45] ; [18 26],[34.19354839 45.80645161] ; [18.80645161 25.19354839],0
a8,1,0.766635,0.088078,[10 69] ; [ 5 41],[ 9.48 69.52] ; [ 5.52 40.48],0
a3,1,0.768478,0.086651,[54 30] ; [29 18],[53.22137405 30.77862595] ; [29.77862595 17.22137405],0
a4,1,0.793016,0.068852,[40 45] ; [21 26],[39.28030303 45.71969697] ; [21.71969697 25.28030303],0
