Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.207112,[29 33] ; [60  9],[42.1221374 19.8778626] ; [46.8778626 22.1221374],1
p4,1,4.2e-05,16.790362,[28 34] ; [55 14],[39.28244275 22.71755725] ; [43.71755725 25.28244275],1
p2,1,4.5e-05,16.667507,[41 21] ; [65  4],[50.16793893 11.83206107] ; [55.83206107 13.16793893],1
p6,1,0.000122,14.761323,[17 45] ; [42 27],[27.92366412 34.07633588] ; [31.07633588 37.92366412],1
p3,1,0.000788,11.269001,[27 35] ; [50 19],[36.44274809 25.55725191] ; [40.55725191 28.44274809],1
v4,1,0.004851,7.934274,[52  9] ; [67  1],[56.27131783  4.72868217] ; [62.72868217  5.27131783],0
p9,1,0.005338,7.761192,[48 14] ; [65  4],[53.48091603  8.51908397] ; [59.51908397  9.48091603],0
p5,1,0.009711,6.687212,[ 4 56] ; [16 53],[ 9.30232558 50.69767442] ; [10.69767442 58.30232558],0
d3,1,0.016964,5.70012,[23 39] ; [40 29],[29.81679389 32.18320611] ; [33.18320611 35.81679389],0
p10,1,0.018652,5.533865,[46 16] ; [62  7],[51.11450382 10.88549618] ; [56.88549618 12.11450382],0
b5,1,0.032585,4.567433,[34 28] ; [25 44],[27.92366412 34.07633588] ; [31.07633588 37.92366412],0
s8,1,0.032889,4.551544,[39 23] ; [55 14],[44.48854962 17.51145038] ; [49.51145038 19.48854962],0
s6,1,0.038576,4.279435,[45 16] ; [59  8],[49.5625 11.4375] ; [54.4375 12.5625],0
s3,1,0.048004,3.909845,[42 20] ; [57 12],[46.85496183 15.14503817] ; [52.14503817 16.85496183],0
r4,1,0.058429,3.58143,[47 15] ; [61  8],[51.11450382 10.88549618] ; [56.88549618 12.11450382],0
s5,1,0.065313,3.397046,[22 38] ; [35 31],[27.14285714 32.85714286] ; [29.85714286 36.14285714],0
r3,1,0.070559,3.269958,[57  5] ; [68  1],[59.16030534  2.83969466] ; [65.83969466  3.16030534],0
v1,1,0.153367,2.038438,[29 30] ; [42 26],[32.98425197 26.01574803] ; [38.01574803 29.98425197],0
s4,1,0.159386,1.980045,[12 49] ; [21 48],[15.48461538 45.51538462] ; [17.51538462 51.48461538],0
n3,1,0.162587,1.95,[18  6] ; [8 7],[16.  8.] ; [10.  5.],0
r1,1,0.170588,1.877767,[44 18] ; [56 13],[47.32824427 14.67175573] ; [52.67175573 16.32824427],0
d4,1,0.176405,1.827653,[46 16] ; [57 11],[49.12307692 12.87692308] ; [53.87692308 14.12307692],0
d1,1,0.194031,1.686741,[28 34] ; [39 30],[31.70992366 30.29007634] ; [35.29007634 33.70992366],0
v2,1,0.209115,1.577544,[26 35] ; [36 31],[29.546875 31.453125] ; [32.453125 34.546875],0
v3,1,0.255684,1.291976,[24 35] ; [35 34],[27.1953125 31.8046875] ; [31.8046875 37.1953125],0
