Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-05,19.579255,[ 8 31] ; [35 17],[18.42857143 20.57142857] ; [24.57142857 27.42857143],1
s3,1,0.000675,11.555556,[13 26] ; [36 16],[21. 18.] ; [28. 24.],1
s7,1,0.000729,11.413197,[ 9 27] ; [32 20],[16.77272727 19.22727273] ; [24.22727273 27.77272727],1
s2,1,0.004052,8.26015,[10 29] ; [29 23],[16.71428571 22.28571429] ; [22.28571429 29.71428571],0
v1,1,0.006109,7.517934,[16 23] ; [35 15],[22.34831461 16.65168539] ; [28.65168539 21.34831461],0
n6,1,0.026917,4.896133,[24 15] ; [42  9],[28.6 10.4] ; [37.4 13.6],0
b5,1,0.029476,4.739583,[19 20] ; [37 15],[24. 15.] ; [32. 20.],0
s5,1,0.030283,4.693166,[ 7 30] ; [20 29],[11.61627907 25.38372093] ; [15.38372093 33.61627907],0
p9,1,0.049827,3.847278,[26 13] ; [43  8],[29.9  9.1] ; [39.1 11.9],0
u2,1,0.064012,3.430262,[2 7] ; [7 4],[4.05 4.95] ; [4.95 6.05],0
v4,1,0.084277,2.980426,[35  4] ; [51  1],[36.85714286  2.14285714] ; [49.14285714  2.85714286],0
p10,1,0.093585,2.811604,[25 14] ; [40 10],[28.48314607 10.51685393] ; [36.51685393 13.48314607],0
n1,1,0.13057,2.285714,[2 6] ; [5 3],[3.5 4.5] ; [3.5 4.5],0
p7,1,0.132604,2.261747,[25 14] ; [40 11],[28.16666667 10.83333333] ; [36.83333333 14.16666667],0
d3,1,0.14574,2.116279,[24 15] ; [24 28],[20.57142857 18.42857143] ; [27.42857143 24.57142857],0
a6,1,0.2027,1.622816,[28 11] ; [30 21],[25.13333333 13.86666667] ; [32.86666667 18.13333333],0
r3,1,0.239777,1.381903,[34  5] ; [49  3],[35.57142857  3.42857143] ; [47.42857143  4.57142857],0
r4,1,0.24495,1.351881,[32  7] ; [47  5],[33.85714286  5.14285714] ; [45.14285714  6.85714286],0
a8,1,0.300401,1.072415,[ 6 32] ; [ 4 43],[ 4.47058824 33.52941176] ; [ 5.52941176 41.47058824],0
n4,1,0.337495,0.919923,[31  8] ; [36 15],[29.03333333  9.96666667] ; [37.96666667 13.03333333],0
b1,1,0.363701,0.825073,[21 18] ; [23 29],[18.85714286 20.14285714] ; [25.14285714 26.85714286],0
p2,1,0.383851,0.758333,[26 13] ; [39 13],[27.85714286 11.14285714] ; [37.14285714 14.85714286],0
a2,1,0.42148,0.646185,[ 7 32] ; [13 39],[ 8.57142857 30.42857143] ; [11.42857143 40.57142857],0
a1,1,0.42557,0.634884,[ 3 36] ; [ 2 50],[ 2.14285714 36.85714286] ; [ 2.85714286 49.14285714],0
p5,1,0.460459,0.54478,[ 1 38] ; [ 3 49],[ 1.71428571 37.28571429] ; [ 2.28571429 49.71428571],0
s1,1,0.460459,0.54478,[ 1 38] ; [ 3 49],[ 1.71428571 37.28571429] ; [ 2.28571429 49.71428571],0
v2,1,0.467047,0.528953,[22 17] ; [32 18],[23.66292135 15.33707865] ; [30.33707865 19.66292135],0
v3,1,0.475613,0.508905,[15 23] ; [24 27],[16.65168539 21.34831461] ; [22.34831461 28.65168539],0
p11,1,0.507678,0.43885,[26 13] ; [38 14],[27.42857143 11.57142857] ; [36.57142857 15.42857143],0
d4,1,0.551422,0.354776,[32  7] ; [40 12],[30.85714286  8.14285714] ; [41.14285714 10.85714286],0
u1,1,0.557131,0.344697,[ 7 32] ; [ 7 45],[ 6. 33.] ; [ 8. 44.],0
a4,1,0.58208,0.302885,[18 21] ; [21 31],[16.71428571 22.28571429] ; [22.28571429 29.71428571],0
p6,1,0.599823,0.275263,[ 8 29] ; [13 36],[ 9.03488372 27.96511628] ; [11.96511628 37.03488372],0
d5,1,0.615126,0.252778,[29 10] ; [41 11],[30.  9.] ; [40. 12.],0
d1,1,0.62807,0.234687,[20 19] ; [24 28],[18.85714286 20.14285714] ; [25.14285714 26.85714286],0
a7,1,0.663264,0.189583,[25 14] ; [31 21],[24. 15.] ; [32. 20.],0
d2,1,0.702631,0.145749,[16 22] ; [24 28],[16.88888889 21.11111111] ; [23.11111111 28.88888889],0
s4,1,0.729406,0.119658,[ 5 34] ; [ 8 44],[ 5.57142857 33.42857143] ; [ 7.42857143 44.57142857],0
a5,1,0.734634,0.114899,[29 10] ; [37 15],[28.28571429 10.71428571] ; [37.71428571 14.28571429],0
p8,1,0.775345,0.081448,[18 21] ; [22 29],[17.33333333 21.66666667] ; [22.66666667 28.33333333],0
u3,1,0.778999,0.078749,[5 4] ; [8 5],[5.31818182 3.68181818] ; [7.68181818 5.31818182],0
b4,1,0.807786,0.059187,[22 17] ; [28 24],[21.42857143 17.57142857] ; [28.57142857 23.42857143],0
b2,1,0.890763,0.018862,[10 13] ; [15 21],[ 9.74576271 13.25423729] ; [15.25423729 20.74576271],0
b3,1,0.890763,0.018862,[10 13] ; [15 21],[ 9.74576271 13.25423729] ; [15.25423729 20.74576271],0
n5,1,0.894647,0.017537,[25 14] ; [32 19],[24.7 14.3] ; [32.3 18.7],0
p1,1,0.928733,0.007999,[ 5 34] ; [ 7 45],[ 5.14285714 33.85714286] ; [ 6.85714286 45.14285714],0
r1,1,0.936911,0.006265,[28 11] ; [37 14],[28.16666667 10.83333333] ; [36.83333333 14.16666667],0
a3,1,0.959888,0.002529,[30  9] ; [39 12],[29.9  9.1] ; [39.1 11.9],0
n3,1,1.0,0.0,[7 1] ; [7 1],[7. 1.] ; [7. 1.],0
