Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.00462,8.02266,[ 3 10] ; [29 14],[7.42857143 5.57142857] ; [24.57142857 18.42857143],0
s6,1,0.016421,5.757222,[8 5] ; [11 32],[4.41071429 8.58928571] ; [14.58928571 28.41071429],0
s5,1,0.040602,4.192547,[4 8] ; [ 4 38],[ 1.77777778 10.22222222] ; [ 6.22222222 35.77777778],0
u3,1,0.055528,3.666173,[5 4] ; [ 4 16],[2.79310345 6.20689655] ; [ 6.20689655 13.79310345],0
d3,1,0.113524,2.504472,[4 9] ; [24 19],[6.5 6.5] ; [21.5 21.5],0
b4,1,0.113524,2.504472,[9 4] ; [19 24],[6.5 6.5] ; [21.5 21.5],0
p2,1,0.120359,2.412642,[8 5] ; [16 27],[5.57142857 7.42857143] ; [18.42857143 24.57142857],0
a5,1,0.132322,2.265046,[ 3 10] ; [20 23],[5.33928571 7.66071429] ; [17.66071429 25.33928571],0
a3,1,0.150855,2.063583,[4 9] ; [23 20],[6.26785714 6.73214286] ; [20.73214286 22.26785714],0
s2,1,0.20084,1.636255,[5 8] ; [ 9 34],[3.25 9.75] ; [10.75 32.25],0
s7,1,0.221864,1.492275,[4 8] ; [ 7 34],[2.49056604 9.50943396] ; [ 8.50943396 32.49056604],0
u2,1,0.225041,1.471933,[5 4] ; [ 6 13],[3.53571429 5.46428571] ; [ 7.46428571 11.53571429],0
n1,1,0.236386,1.402019,[1 7] ; [ 6 11],[2.24 5.76] ; [ 4.76 12.24],0
n4,1,0.272562,1.20381,[5 8] ; [24 19],[6.73214286 6.26785714] ; [22.26785714 20.73214286],0
v4,1,0.277833,1.177659,[10  3] ; [26 17],[8.35714286 4.64285714] ; [27.64285714 15.35714286],0
p3,1,0.299935,1.074481,[5 8] ; [10 32],[3.54545455 9.45454545] ; [11.45454545 30.54545455],0
n3,1,0.33281,0.937934,[3 5] ; [11  8],[4.14814815 3.85185185] ; [9.85185185 9.14814815],0
v2,1,0.345652,0.889355,[ 3 10] ; [16 27],[4.41071429 8.58928571] ; [14.58928571 28.41071429],0
a1,1,0.351558,0.867824,[ 2 11] ; [ 3 40],[ 1.16071429 11.83928571] ; [ 3.83928571 39.16071429],0
a7,1,0.421921,0.644958,[5 8] ; [22 21],[6.26785714 6.73214286] ; [20.73214286 22.26785714],0
v1,1,0.445429,0.582256,[ 2 11] ; [11 32],[3.01785714 9.98214286] ; [ 9.98214286 33.01785714],0
b2,1,0.490021,0.47648,[2 7] ; [ 9 17],[2.82857143 6.17142857] ; [ 8.17142857 17.82857143],0
b3,1,0.490021,0.47648,[2 7] ; [ 9 17],[2.82857143 6.17142857] ; [ 8.17142857 17.82857143],0
p6,1,0.496157,0.463147,[ 2 11] ; [10 31],[ 2.88888889 10.11111111] ; [ 9.11111111 31.88888889],0
r4,1,0.514731,0.424438,[ 3 10] ; [14 29],[3.94642857 9.05357143] ; [13.05357143 29.94642857],0
d5,1,0.562833,0.334822,[7 6] ; [27 16],[7.89285714 5.10714286] ; [26.10714286 16.89285714],0
p11,1,0.562833,0.334822,[6 7] ; [16 27],[5.10714286 7.89285714] ; [16.89285714 26.10714286],0
p8,1,0.584834,0.298485,[ 3 10] ; [13 29],[3.78181818 9.21818182] ; [12.21818182 29.78181818],0
s3,1,0.614097,0.254252,[5 8] ; [13 29],[4.25454545 8.74545455] ; [13.74545455 28.25454545],0
b1,1,0.642821,0.215071,[6 7] ; [23 20],[6.73214286 6.26785714] ; [22.26785714 20.73214286],0
v3,1,0.659207,0.194489,[ 2 11] ; [ 9 34],[ 2.55357143 10.44642857] ; [ 8.44642857 34.55357143],0
d1,1,0.671097,0.180322,[4 9] ; [16 27],[4.64285714 8.35714286] ; [15.35714286 27.64285714],0
d2,1,0.694713,0.15403,[7 6] ; [20 22],[6.38181818 6.61818182] ; [20.61818182 21.38181818],0
n6,1,0.716854,0.131527,[7 6] ; [25 17],[7.56363636 5.43636364] ; [24.43636364 17.56363636],0
b5,1,0.751615,0.100179,[7 6] ; [21 22],[6.5 6.5] ; [21.5 21.5],0
r3,1,0.827208,0.047648,[8 5] ; [25 18],[7.66071429 5.33928571] ; [25.33928571 17.66071429],0
s1,1,0.840909,0.040293,[ 1 12] ; [ 4 38],[ 1.18181818 11.81818182] ; [ 3.81818182 38.18181818],0
n5,1,0.865272,0.028787,[7 6] ; [22 21],[6.73214286 6.26785714] ; [22.26785714 20.73214286],0
a4,1,0.878819,0.023246,[4 9] ; [12 30],[3.78181818 9.21818182] ; [12.21818182 29.78181818],0
s8,1,0.897188,0.016696,[ 2 11] ; [ 6 37],[ 1.85714286 11.14285714] ; [ 6.14285714 36.85714286],0
n2,1,0.900552,0.015616,[4 4] ; [10  9],[4.14814815 3.85185185] ; [9.85185185 9.14814815],0
r2,1,0.920451,0.009973,[8 4] ; [28 15],[7.85454545 4.14545455] ; [28.14545455 14.85454545],0
p4,1,0.934867,0.006679,[5 8] ; [16 27],[4.875 8.125] ; [16.125 26.875],0
p10,1,0.938666,0.005921,[ 2 11] ; [ 7 36],[ 2.08928571 10.91071429] ; [ 6.91071429 36.08928571],0
d4,1,0.944642,0.004821,[8 5] ; [26 17],[7.89285714 5.10714286] ; [26.10714286 16.89285714],0
p7,1,0.981917,0.000514,[6 7] ; [20 23],[6.03571429 6.96428571] ; [19.96428571 23.03571429],0
