Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,57.575029,[78 29] ; [ 86 197],[44.99487179 62.00512821] ; [119.00512821 163.99487179],1
a3,1,0.004643,8.013305,[84 26] ; [179 113],[71.96517413 38.03482587] ; [191.03482587 100.96517413],0
p12,1,0.007879,7.060874,[11 98] ; [ 10 281],[  5.7225 103.2775] ; [ 15.2775 275.7225],0
n4,1,0.008107,7.009776,[87 23] ; [191 101],[76.06965174 33.93034826] ; [201.93034826  90.06965174],0
s8,1,0.018898,5.510891,[48 63] ; [ 90 202],[38.00992556 72.99007444] ; [ 99.99007444 192.00992556],0
r1,1,0.031012,4.652318,[91 20] ; [208  83],[82.55970149 28.44029851] ; [216.44029851  74.55970149],0
s7,1,0.055354,3.671381,[51 51] ; [111 173],[42.80829016 59.19170984] ; [119.19170984 164.80829016],0
a5,1,0.059986,3.537783,[81 29] ; [186 106],[73.05970149 36.94029851] ; [193.94029851  98.05970149],0
a2,1,0.062682,3.464959,[29 82] ; [ 52 240],[22.3101737 88.6898263] ; [ 58.6898263 233.3101737],0
b4,1,0.077307,3.12063,[72 39] ; [161 131],[64.17617866 46.82382134] ; [168.82382134 123.17617866],0
n5,1,0.082855,3.007991,[78 32] ; [178 111],[70.5764411 39.4235589] ; [185.4235589 103.5764411],0
p10,1,0.084634,2.973578,[87 21] ; [209  81],[80.32160804 27.67839196] ; [215.67839196  74.32160804],0
p3,1,0.096823,2.757113,[52 58] ; [111 180],[44.71321696 65.28678304] ; [118.28678304 172.71321696],0
b1,1,0.136529,2.216645,[37 74] ; [121 171],[43.51861042 67.48138958] ; [114.48138958 177.51861042],0
s1,1,0.138044,2.199626,[  1 107] ; [ 11 280],[  3.2481203 104.7518797] ; [  8.7518797 282.2481203],0
a1,1,0.138656,2.192809,[  7 104] ; [  9 283],[  4.40694789 106.59305211] ; [ 11.59305211 280.40694789],0
n3,1,0.146796,2.105234,[23  4] ; [62 25],[20.13157895  6.86842105] ; [64.86842105 22.13157895],0
n2,1,0.150454,2.067644,[22  5] ; [59 29],[19.0173913  7.9826087] ; [61.9826087 26.0173913],0
b3,1,0.169565,1.886787,[25 43] ; [ 41 108],[20.68202765 47.31797235] ; [ 45.31797235 103.68202765],0
b2,1,0.169565,1.886787,[25 43] ; [ 41 108],[20.68202765 47.31797235] ; [ 45.31797235 103.68202765],0
p5,1,0.185104,1.756164,[11 99] ; [ 18 274],[  7.93532338 102.06467662] ; [ 21.06467662 270.93532338],0
a7,1,0.190839,1.711126,[84 26] ; [203  88],[78.72817955 31.27182045] ; [208.27182045  82.72817955],0
s5,1,0.209126,1.577466,[34 74] ; [ 71 211],[29.07692308 78.92307692] ; [ 75.92307692 206.07692308],0
r4,1,0.229435,1.444361,[102   9] ; [256  36],[98.60545906 12.39454094] ; [259.39454094  32.60545906],0
s6,1,0.265963,1.237448,[71 38] ; [170 118],[66.16876574 42.83123426] ; [174.83123426 113.16876574],0
p2,1,0.296501,1.089867,[82 28] ; [231  60],[85.86034913 24.13965087] ; [227.13965087  63.86034913],0
d1,1,0.303467,1.058897,[63 48] ; [149 143],[58.39205955 52.60794045] ; [153.60794045 138.39205955],0
d2,1,0.30449,1.054425,[54 57] ; [125 166],[49.42537313 61.57462687] ; [129.57462687 161.42537313],0
v4,1,0.332332,0.939791,[105   6] ; [267  24],[102.71641791   8.28358209] ; [269.28358209  21.71641791],0
u1,1,0.336601,0.923336,[19 92] ; [ 39 253],[15.9751861 95.0248139] ; [ 42.0248139 249.9751861],0
n6,1,0.36282,0.82811,[93 18] ; [233  59],[89.79156328 21.20843672] ; [236.20843672  55.79156328],0
s2,1,0.367087,0.813503,[54 57] ; [127 164],[49.97761194 61.02238806] ; [131.02238806 159.97761194],0
p9,1,0.378936,0.77415,[86 21] ; [221  69],[82.74307305 24.25692695] ; [224.25692695  65.74307305],0
a4,1,0.388338,0.744141,[47 63] ; [111 181],[43.23383085 66.76616915] ; [114.76616915 177.23383085],0
d4,1,0.402707,0.700229,[90 20] ; [227  64],[86.95760599 23.04239401] ; [230.04239401  60.95760599],0
s3,1,0.439312,0.598078,[60 47] ; [151 141],[56.5839599 50.4160401] ; [154.4160401 137.5839599],0
n1,1,0.456131,0.555372,[ 6 18] ; [29 59],[ 7.5 16.5] ; [27.5 60.5],0
p7,1,0.475993,0.508031,[66 42] ; [164 123],[62.88607595 45.11392405] ; [167.11392405 119.88607595],0
a6,1,0.496978,0.461383,[77 33] ; [194  98],[74.15422886 35.84577114] ; [196.84577114  95.15422886],0
d3,1,0.498942,0.457186,[76 34] ; [190 100],[73.15 36.85] ; [192.85  97.15],0
r2,1,0.565575,0.330144,[103   8] ; [263  26],[101.565   9.435] ; [264.435  24.565],0
p6,1,0.586144,0.296407,[30 78] ; [ 89 202],[32.21052632 75.78947368] ; [ 86.78947368 204.21052632],0
p8,1,0.682779,0.167015,[51 56] ; [132 159],[49.19849246 57.80150754] ; [133.80150754 157.19849246],0
u3,1,0.693274,0.155564,[14 12] ; [55 56],[13.09489051 12.90510949] ; [55.90510949 55.09489051],0
p1,1,0.699428,0.149067,[  8 102] ; [ 18 272],[  7.15 102.85] ; [ 18.85 271.15],0
p11,1,0.706899,0.141395,[82 29] ; [221  71],[83.45657568 27.54342432] ; [219.54342432  72.45657568],0
b5,1,0.731952,0.117327,[61 50] ; [166 126],[62.5235732 48.4764268] ; [164.4764268 127.5235732],0
