Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.033612,4.514334,[6 9] ; [47 21],[9.57831325 5.42168675] ; [43.42168675 24.57831325],0
v3,1,0.051201,3.801695,[ 1 14] ; [21 46],[ 4.02439024 10.97560976] ; [17.97560976 49.02439024],0
p7,1,0.082232,3.020233,[8 7] ; [19 45],[5.12658228 9.87341772] ; [21.87341772 42.12658228],0
s1,1,0.088945,2.893361,[ 2 13] ; [ 2 66],[ 0.72289157 14.27710843] ; [ 3.27710843 64.72289157],0
n5,1,0.110353,2.549164,[13  2] ; [44 23],[10.42682927  4.57317073] ; [46.57317073 20.42682927],0
u3,1,0.115659,2.475145,[4 3] ; [ 7 20],[2.26470588 4.73529412] ; [ 8.73529412 18.26470588],0
s7,1,0.127861,2.31828,[8 7] ; [20 42],[5.45454545 9.54545455] ; [22.54545455 39.45454545],0
b5,1,0.149174,2.080675,[11  4] ; [36 32],[8.4939759 6.5060241] ; [38.5060241 29.4939759],0
n2,1,0.175567,1.834753,[3 4] ; [21  9],[4.54054054 2.45945946] ; [19.45945946 10.54054054],0
d1,1,0.179206,1.804194,[ 4 11] ; [31 37],[6.3253012 8.6746988] ; [28.6746988 39.3253012],0
d5,1,0.196653,1.667061,[8 7] ; [48 20],[10.12048193  4.87951807] ; [45.87951807 22.12048193],0
s2,1,0.224916,1.472727,[7 8] ; [20 46],[ 5. 10.] ; [22. 44.],0
v1,1,0.237068,1.397943,[ 3 12] ; [23 41],[ 4.93670886 10.06329114] ; [21.06329114 42.93670886],0
r3,1,0.240518,1.377556,[8 7] ; [45 20],[9.9375 5.0625] ; [43.0625 21.9375],0
d4,1,0.254345,1.29928,[9 6] ; [50 17],[10.79268293  4.20731707] ; [48.20731707 18.79268293],0
a7,1,0.285878,1.138931,[9 6] ; [30 37],[7.13414634 7.86585366] ; [31.86585366 35.13414634],0
p8,1,0.292599,1.107623,[7 8] ; [22 46],[5.24096386 9.75903614] ; [23.75903614 44.24096386],0
n4,1,0.292599,1.107623,[8 7] ; [46 22],[9.75903614 5.24096386] ; [44.24096386 23.75903614],0
s6,1,0.30192,1.065696,[8 7] ; [26 41],[6.2195122 8.7804878] ; [27.7804878 39.2195122],0
s3,1,0.312669,1.019368,[7 8] ; [21 43],[5.3164557 9.6835443] ; [22.6835443 41.3164557],0
p9,1,0.312669,1.019368,[8 7] ; [43 21],[9.6835443 5.3164557] ; [41.3164557 22.6835443],0
s5,1,0.351167,0.869236,[ 1 12] ; [12 54],[ 2.13924051 10.86075949] ; [10.86075949 55.13924051],0
b3,1,0.363082,0.827206,[2 8] ; [14 26],[3.2 6.8] ; [12.8 27.2],0
b2,1,0.363082,0.827206,[2 8] ; [14 26],[3.2 6.8] ; [12.8 27.2],0
r1,1,0.400094,0.708045,[ 3 12] ; [21 47],[ 4.3373494 10.6626506] ; [19.6626506 48.3373494],0
a6,1,0.421234,0.646869,[6 9] ; [35 33],[7.40963855 7.59036145] ; [33.59036145 34.40963855],0
b1,1,0.451043,0.56803,[8 7] ; [29 39],[6.68674699 8.31325301] ; [30.31325301 37.68674699],0
r2,1,0.478603,0.502045,[7 7] ; [38 25],[8.18181818 5.81818182] ; [36.81818182 26.18181818],0
a2,1,0.479331,0.500385,[ 1 14] ; [ 9 59],[ 1.80722892 13.19277108] ; [ 8.19277108 59.80722892],0
u1,1,0.479331,0.500385,[ 1 14] ; [ 9 59],[ 1.80722892 13.19277108] ; [ 8.19277108 59.80722892],0
p4,1,0.479548,0.499892,[8 7] ; [29 38],[6.76829268 8.23170732] ; [30.23170732 36.76829268],0
u2,1,0.505005,0.444403,[3 4] ; [ 8 19],[2.26470588 4.73529412] ; [ 8.73529412 18.26470588],0
n3,1,0.532706,0.389227,[5 2] ; [17 12],[4.27777778 2.72222222] ; [17.72222222 11.27777778],0
v2,1,0.571759,0.319748,[5 9] ; [29 37],[5.95 8.05] ; [28.05 37.95],0
p11,1,0.649733,0.206237,[9 6] ; [45 23],[9.75903614 5.24096386] ; [44.24096386 23.75903614],0
a3,1,0.65089,0.20478,[8 7] ; [40 27],[8.7804878 6.2195122] ; [39.2195122 27.7804878],0
p1,1,0.655514,0.199018,[ 1 14] ; [ 7 60],[ 1.46341463 13.53658537] ; [ 6.53658537 60.46341463],0
n1,1,0.686225,0.163202,[2 5] ; [11 19],[2.45945946 4.54054054] ; [10.54054054 19.45945946],0
a1,1,0.712066,0.136222,[ 1 14] ; [ 3 65],[ 0.72289157 14.27710843] ; [ 3.27710843 64.72289157],0
p2,1,0.727831,0.121112,[10  5] ; [47 19],[10.55555556  4.44444444] ; [46.44444444 19.55555556],0
