Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000132,14.610503,[13 14] ; [67 12],[20.37735849  6.62264151] ; [59.62264151 19.37735849],1
s6,1,0.385488,0.753127,[18  9] ; [44 33],[16.09615385 10.90384615] ; [45.90384615 31.09615385],0
b1,1,0.442734,0.589185,[10 17] ; [23 56],[ 8.40566038 18.59433962] ; [24.59433962 54.40566038],0
a7,1,0.47545,0.509281,[19  8] ; [61 18],[20.37735849  6.62264151] ; [59.62264151 19.37735849],0
p12,1,0.482143,0.494013,[ 1 26] ; [ 6 73],[ 1.78301887 25.21698113] ; [ 5.21698113 73.78301887],0
s3,1,0.490049,0.47642,[14 13] ; [34 43],[12.46153846 14.53846154] ; [35.53846154 41.46153846],0
p4,1,0.49706,0.461207,[13 14] ; [44 35],[14.51886792 12.48113208] ; [42.48113208 36.51886792],0
a4,1,0.501403,0.451965,[ 9 18] ; [21 58],[ 7.64150943 19.35849057] ; [22.35849057 56.64150943],0
a3,1,0.644488,0.212921,[14 13] ; [45 34],[15.02830189 11.97169811] ; [43.97169811 35.02830189],0
s1,1,0.649079,0.207064,[ 2 25] ; [ 4 75],[ 1.52830189 25.47169811] ; [ 4.47169811 74.52830189],0
r2,1,0.65106,0.204566,[25  2] ; [69  8],[24.40384615  2.59615385] ; [69.59615385  7.40384615],0
b3,1,0.653122,0.201986,[3 9] ; [ 9 38],[2.44067797 9.55932203] ; [ 9.55932203 37.44067797],0
b2,1,0.653122,0.201986,[3 9] ; [ 9 38],[2.44067797 9.55932203] ; [ 9.55932203 37.44067797],0
d3,1,0.660768,0.192592,[19  8] ; [59 20],[19.86792453  7.13207547] ; [58.13207547 20.86792453],0
a5,1,0.664451,0.188162,[19  8] ; [52 27],[18.08490566  8.91509434] ; [52.91509434 26.08490566],0
b5,1,0.665314,0.187132,[17 10] ; [46 33],[16.04716981 10.95283019] ; [46.95283019 32.04716981],0
s7,1,0.668196,0.18372,[ 8 17] ; [29 50],[ 8.89423077 16.10576923] ; [28.10576923 50.89423077],0
p1,1,0.687948,0.161316,[ 2 24] ; [ 8 69],[ 2.52427184 23.47572816] ; [ 7.47572816 69.52427184],0
v1,1,0.732228,0.117075,[10 17] ; [31 45],[10.74757282 16.25242718] ; [30.25242718 45.74757282],0
b4,1,0.750347,0.101239,[17 10] ; [47 32],[16.30188679 10.69811321] ; [47.69811321 31.30188679],0
a1,1,0.773592,0.08276,[ 1 26] ; [ 4 75],[ 1.27358491 25.72641509] ; [ 3.72641509 75.27358491],0
d2,1,0.78783,0.072431,[10 17] ; [27 52],[ 9.4245283 17.5754717] ; [27.5754717 51.4245283],0
n2,1,0.818733,0.052521,[5 2] ; [12  6],[4.76 2.24] ; [12.24  5.76],0
s5,1,0.835946,0.042883,[ 7 20] ; [21 54],[ 7.41176471 19.58823529] ; [20.58823529 54.41176471],0
u1,1,0.845574,0.037935,[ 2 25] ; [ 5 74],[ 1.78301887 25.21698113] ; [ 5.21698113 73.78301887],0
a2,1,0.884856,0.020972,[ 3 24] ; [ 8 71],[ 2.80188679 24.19811321] ; [ 8.19811321 70.80188679],0
u2,1,0.90005,0.015775,[7 6] ; [19 15],[7.19148936 5.80851064] ; [18.80851064 15.19148936],0
r1,1,0.949967,0.003937,[20  7] ; [59 20],[20.12264151  6.87735849] ; [58.87735849 20.12264151],0
v2,1,0.954339,0.003279,[13 13] ; [38 39],[12.87378641 13.12621359] ; [38.12621359 38.87378641],0
r4,1,0.962516,0.002209,[23  4] ; [67 12],[22.9245283  4.0754717] ; [67.0754717 11.9245283],0
n1,1,0.968346,0.001575,[2 5] ; [ 5 13],[1.96 5.04] ; [ 5.04 12.96],0
