Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000132,14.610503,[13 14] ; [67 12],[20.37735849  6.62264151] ; [59.62264151 19.37735849],1
p2,1,0.005535,7.695688,[18  9] ; [69  8],[22.58653846  4.41346154] ; [64.41346154 12.58653846],0
n6,1,0.012417,6.250375,[11 15] ; [55 24],[16.34285714  9.65714286] ; [49.65714286 29.34285714],0
p10,1,0.025745,4.973081,[15 12] ; [60 17],[19.47115385  7.52884615] ; [55.52884615 21.47115385],0
v4,1,0.032178,4.588972,[22  5] ; [74  4],[24.68571429  2.31428571] ; [71.31428571  6.68571429],0
p7,1,0.053651,3.723533,[17 10] ; [61 14],[20.64705882  6.35294118] ; [57.35294118 17.64705882],0
v3,1,0.088994,2.89248,[12 14] ; [21 54],[ 8.4950495 17.5049505] ; [24.5049505 50.4950495],0
s2,1,0.11358,2.503689,[14 13] ; [27 51],[10.54285714 16.45714286] ; [30.45714286 47.54285714],0
u3,1,0.12858,2.309566,[4 8] ; [20 14],[6.26086957 5.73913043] ; [17.73913043 16.26086957],0
s4,1,0.163375,1.942703,[ 6 21] ; [ 9 70],[ 3.82075472 23.17924528] ; [11.17924528 67.82075472],0
s8,1,0.167026,1.909438,[ 6 21] ; [29 50],[ 8.91509434 18.08490566] ; [26.08490566 52.91509434],0
n4,1,0.175011,1.839486,[ 7 20] ; [32 47],[ 9.93396226 17.06603774] ; [29.06603774 49.93396226],0
d4,1,0.246786,1.341408,[19  8] ; [64 15],[21.14150943  5.85849057] ; [61.85849057 17.14150943],0
r3,1,0.274659,1.193332,[24  3] ; [75  4],[25.21698113  1.78301887] ; [73.78301887  5.21698113],0
p6,1,0.284348,1.146189,[ 7 20] ; [28 47],[ 9.26470588 17.73529412] ; [25.73529412 49.26470588],0
a6,1,0.294115,1.100691,[14 13] ; [50 29],[16.30188679 10.69811321] ; [47.69811321 31.30188679],0
n3,1,0.302191,1.0645,[4 3] ; [14  4],[5.04 1.96] ; [12.96  5.04],0
d5,1,0.314887,1.010066,[19  8] ; [63 16],[20.88679245  6.11320755] ; [61.11320755 17.88679245],0
d1,1,0.369963,0.803788,[12 15] ; [43 36],[14.00943396 12.99056604] ; [40.99056604 38.00943396],0
p3,1,0.369963,0.803788,[12 15] ; [43 36],[14.00943396 12.99056604] ; [40.99056604 38.00943396],0
p5,1,0.373612,0.791617,[ 1 26] ; [ 7 71],[ 2.05714286 24.94285714] ; [ 5.94285714 72.05714286],0
