Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,30.291212,[ 7 24] ; [90 29],[20.04666667 10.95333333] ; [76.95333333 42.04666667],1
d5,1,9.2e-05,15.302903,[16 16] ; [99 20],[24.37086093  7.62913907] ; [90.62913907 28.37086093],1
a7,1,0.022221,5.228402,[16 16] ; [85 34],[21.40397351 10.59602649] ; [79.59602649 39.40397351],0
p1,1,0.042493,4.115456,[ 5 27] ; [  6 112],[ 2.34666667 29.65333333] ; [  8.65333333 109.34666667],0
s2,1,0.050297,3.831534,[ 9 23] ; [56 62],[13.86666667 18.13333333] ; [51.13333333 66.86666667],0
d2,1,0.055013,3.681691,[ 8 24] ; [52 67],[12.71523179 19.28476821] ; [47.28476821 71.71523179],0
n3,1,0.057999,3.593704,[12  1] ; [24 13],[9.36 3.64] ; [26.64 10.36],0
a3,1,0.058361,3.583368,[16 16] ; [81 38],[20.55629139 11.44370861] ; [76.44370861 42.55629139],0
p8,1,0.073745,3.197635,[17 14] ; [43 73],[12.65306122 18.34693878] ; [47.34693878 68.65306122],0
s5,1,0.077347,3.119791,[ 3 27] ; [28 84],[ 6.54929577 23.45070423] ; [24.45070423 87.54929577],0
s3,1,0.094367,2.798256,[13 19] ; [67 50],[17.18120805 14.81879195] ; [62.81879195 54.18120805],0
b1,1,0.101989,2.674167,[20 12] ; [55 64],[15.89403974 16.10596026] ; [59.10596026 59.89403974],0
b4,1,0.127605,2.321399,[14 18] ; [70 49],[17.8013245 14.1986755] ; [66.1986755 52.8013245],0
v2,1,0.150619,2.065972,[11 17] ; [61 51],[14.4 13.6] ; [57.6 54.4],0
p7,1,0.150989,2.062227,[20 11] ; [57 57],[16.46206897 14.53793103] ; [60.53793103 53.46206897],0
b2,1,0.160605,1.968517,[ 2 15] ; [20 51],[ 4.25 12.75] ; [17.75 53.25],0
b3,1,0.160605,1.968517,[ 2 15] ; [20 51],[ 4.25 12.75] ; [17.75 53.25],0
a8,1,0.164284,1.93434,[ 5 25] ; [  9 102],[ 2.9787234 27.0212766] ; [11.0212766 99.9787234],0
a2,1,0.255886,1.290881,[ 3 29] ; [21 98],[ 5.08609272 26.91390728] ; [ 18.91390728 100.08609272],0
n5,1,0.260811,1.264445,[15 16] ; [44 74],[12.27516779 18.72483221] ; [46.72483221 71.27516779],0
p11,1,0.309975,1.030783,[23  9] ; [74 45],[20.55629139 11.44370861] ; [76.44370861 42.55629139],0
u2,1,0.328302,0.955583,[10  6] ; [28  9],[11.47169811  4.52830189] ; [26.52830189 10.47169811],0
p9,1,0.349648,0.874735,[19 12] ; [82 35],[21.15540541  9.84459459] ; [79.84459459 37.15540541],0
r2,1,0.352999,0.862646,[26  5] ; [106  12],[27.46308725  3.53691275] ; [104.53691275  13.46308725],0
a4,1,0.397281,0.716541,[ 9 23] ; [43 76],[11.01986755 20.98013245] ; [40.98013245 78.01986755],0
r4,1,0.431912,0.617677,[25  7] ; [100  19],[26.49006623  5.50993377] ; [98.50993377 20.49006623],0
a5,1,0.460676,0.544253,[19 13] ; [79 40],[20.76821192 11.23178808] ; [77.23178808 41.76821192],0
r1,1,0.46995,0.522094,[23  9] ; [92 26],[24.53333333  7.46666667] ; [90.46666667 27.53333333],0
s4,1,0.486799,0.483595,[ 4 28] ; [21 98],[ 5.29801325 26.70198675] ; [19.70198675 99.29801325],0
v4,1,0.488538,0.479744,[28  2] ; [106  13],[26.97986577  3.02013423] ; [107.02013423  11.97986577],0
v1,1,0.541664,0.372465,[12 19] ; [52 64],[13.49659864 17.50340136] ; [50.50340136 65.49659864],0
u3,1,0.577962,0.309541,[10  6] ; [26 11],[10.86792453  5.13207547] ; [25.13207547 11.86792453],0
v3,1,0.578366,0.308884,[ 7 23] ; [31 78],[ 8.20143885 21.79856115] ; [29.79856115 79.20143885],0
p2,1,0.612528,0.25651,[22 10] ; [85 31],[23.13513514  8.86486486] ; [83.86486486 32.13513514],0
s1,1,0.647229,0.209412,[ 2 30] ; [  5 111],[ 1.51351351 30.48648649] ; [  5.48648649 110.51351351],0
n1,1,0.64785,0.208622,[4 9] ; [14 23],[4.68 8.32] ; [13.32 23.68],0
s7,1,0.662467,0.190541,[ 9 21] ; [38 73],[10. 20.] ; [37. 74.],0
n2,1,0.718094,0.130326,[11  3] ; [28 10],[10.5  3.5] ; [28.5  9.5],0
p4,1,0.729424,0.119641,[16 16] ; [54 62],[15.13513514 16.86486486] ; [54.86486486 61.13513514],0
a6,1,0.793357,0.06862,[21 11] ; [81 38],[21.61589404 10.38410596] ; [80.38410596 38.61589404],0
s6,1,0.843425,0.039012,[17 15] ; [65 53],[17.49333333 14.50666667] ; [64.50666667 53.49333333],0
s8,1,0.870228,0.026689,[10 22] ; [39 80],[10.38410596 21.61589404] ; [38.61589404 80.38410596],0
p6,1,0.92705,0.008383,[ 8 23] ; [28 84],[ 7.8041958 23.1958042] ; [28.1958042 83.8041958],0
p10,1,0.936791,0.006289,[19 12] ; [72 44],[19.19047619 11.80952381] ; [71.80952381 44.19047619],0
b5,1,0.956455,0.002981,[20 12] ; [75 44],[20.13245033 11.86754967] ; [74.86754967 44.13245033],0
p3,1,0.964498,0.001981,[12 20] ; [44 72],[12.10810811 19.89189189] ; [43.89189189 72.10810811],0
n4,1,0.966338,0.001781,[16 16] ; [60 59],[16.10596026 15.89403974] ; [59.89403974 59.10596026],0
