Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.840407,[23 13] ; [ 6 40],[12.73170732 23.26829268] ; [16.26829268 29.73170732],1
s6,1,0.000126,14.702737,[26 10] ; [14 33],[17.34939759 18.65060241] ; [22.65060241 24.34939759],1
s7,1,0.001993,9.555897,[17 16] ; [ 8 36],[10.71428571 22.28571429] ; [14.28571429 29.71428571],0
s8,1,0.002686,9.009163,[15 21] ; [ 6 41],[ 9.10843373 26.89156627] ; [11.89156627 35.10843373],0
p10,1,0.021402,5.29375,[15 21] ; [ 9 39],[10.28571429 25.71428571] ; [13.71428571 34.28571429],0
n1,1,0.032135,4.591304,[6 5] ; [ 4 18],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
p6,1,0.033138,4.538629,[ 9 25] ; [ 4 42],[ 5.525 28.475] ; [ 7.475 38.525],0
s4,1,0.060408,3.526147,[ 8 26] ; [ 4 43],[ 5.03703704 28.96296296] ; [ 6.96296296 40.03703704],0
s5,1,0.073577,3.201351,[11 24] ; [ 7 40],[ 7.68292683 27.31707317] ; [10.31707317 36.68292683],0
n5,1,0.073638,3.2,[25 11] ; [24 24],[21. 15.] ; [28. 20.],0
p2,1,0.073638,3.2,[25 11] ; [24 24],[21. 15.] ; [28. 20.],0
u2,1,0.099195,2.718437,[7 2] ; [6 8],[5.08695652 3.91304348] ; [7.91304348 6.08695652],0
n4,1,0.111849,2.5279,[27  9] ; [28 20],[23.57142857 12.42857143] ; [31.42857143 16.57142857],0
a2,1,0.133901,2.246684,[ 8 28] ; [18 30],[11.14285714 24.85714286] ; [14.85714286 33.14285714],0
r3,1,0.164961,1.928148,[33  3] ; [38  9],[30.79518072  5.20481928] ; [40.20481928  6.79518072],0
b2,1,0.19294,1.695022,[ 8 14] ; [ 7 27],[ 5.89285714 16.10714286] ; [ 9.10714286 24.89285714],0
b3,1,0.19294,1.695022,[ 8 14] ; [ 7 27],[ 5.89285714 16.10714286] ; [ 9.10714286 24.89285714],0
a5,1,0.197232,1.662757,[24 12] ; [38 10],[26.57142857  9.42857143] ; [35.42857143 12.57142857],0
p7,1,0.20244,1.62468,[16 19] ; [15 32],[13.23170732 21.76829268] ; [17.76829268 29.23170732],0
p1,1,0.237884,1.393092,[ 5 31] ; [ 3 45],[ 3.42857143 32.57142857] ; [ 4.57142857 43.42857143],0
v2,1,0.246299,1.344176,[14 20] ; [26 22],[16.58536585 17.41463415] ; [23.41463415 24.58536585],0
p4,1,0.286372,1.1366,[18 18] ; [18 29],[15.61445783 20.38554217] ; [20.38554217 26.61445783],0
p8,1,0.299387,1.076923,[16 20] ; [16 32],[13.71428571 22.28571429] ; [18.28571429 29.71428571],0
