Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.5e-05,17.744176,[7 1] ; [ 6 34],[2.16666667 5.83333333] ; [10.83333333 29.16666667],1
p3,1,0.002997,8.809378,[5 3] ; [ 6 35],[1.79591837 6.20408163] ; [ 9.20408163 31.79591837],0
s7,1,0.006492,7.408353,[4 3] ; [ 5 34],[1.36956522 5.63043478] ; [ 7.63043478 31.36956522],0
u1,1,0.013549,6.095914,[2 6] ; [ 1 41],[0.48 7.52] ; [ 2.52 39.48],0
p2,1,0.020218,5.392988,[5 3] ; [ 9 32],[2.28571429 5.71428571] ; [11.71428571 29.28571429],0
p4,1,0.023188,5.154346,[4 4] ; [ 6 35],[1.63265306 6.36734694] ; [ 8.36734694 32.63265306],0
s8,1,0.036612,4.368375,[3 5] ; [ 4 38],[1.12 6.88] ; [ 5.88 36.12],0
p1,1,0.036612,4.368375,[3 5] ; [ 4 38],[1.12 6.88] ; [ 5.88 36.12],0
s6,1,0.036983,4.351204,[4 4] ; [ 7 35],[1.76 6.24] ; [ 9.24 32.76],0
b5,1,0.039076,4.257565,[6 2] ; [15 27],[3.36 4.64] ; [17.64 24.36],0
n6,1,0.053944,3.71444,[6 2] ; [16 26],[3.52 4.48] ; [18.48 23.52],0
v1,1,0.091306,2.851203,[4 4] ; [ 9 33],[2.08 5.92] ; [10.92 31.08],0
s4,1,0.11726,2.453542,[3 5] ; [ 6 36],[1.44 6.56] ; [ 7.56 34.44],0
s1,1,0.122823,2.380952,[2 6] ; [ 3 39],[0.8 7.2] ; [ 4.2 37.8],0
p6,1,0.130688,2.284313,[2 6] ; [ 3 38],[0.81632653 7.18367347] ; [ 4.18367347 36.81632653],0
s5,1,0.154643,2.02584,[2 5] ; [ 4 38],[0.85714286 6.14285714] ; [ 5.14285714 36.85714286],0
p12,1,0.180693,1.791915,[1 7] ; [ 1 41],[0.32 7.68] ; [ 1.68 40.32],0
p5,1,0.196317,1.669565,[1 7] ; [ 1 39],[0.33333333 7.66666667] ; [ 1.66666667 38.33333333],0
a2,1,0.216989,1.52417,[2 6] ; [ 4 38],[0.96 7.04] ; [ 5.04 36.96],0
b2,1,0.270713,1.213131,[1 4] ; [13 15],[2.12121212 2.87878788] ; [11.87878788 16.12121212],0
b3,1,0.270713,1.213131,[1 4] ; [13 15],[2.12121212 2.87878788] ; [11.87878788 16.12121212],0
d3,1,0.306934,1.043823,[5 3] ; [18 24],[3.68 4.32] ; [19.32 22.68],0
r4,1,0.327912,0.957127,[2 6] ; [ 5 37],[1.12 6.88] ; [ 5.88 36.12],0
p9,1,0.371484,0.798693,[4 4] ; [13 26],[2.89361702 5.10638298] ; [14.10638298 24.89361702],0
v3,1,0.418459,0.654638,[3 5] ; [10 32],[2.08 5.92] ; [10.92 31.08],0
u3,1,0.421317,0.646639,[1 1] ; [ 4 13],[0.52631579 1.47368421] ; [ 4.47368421 12.52631579],0
d1,1,0.44549,0.5821,[4 4] ; [15 27],[3.04 4.96] ; [15.96 26.04],0
v2,1,0.468078,0.52651,[2 6] ; [ 6 35],[1.30612245 6.69387755] ; [ 6.69387755 34.30612245],0
a3,1,0.499778,0.455408,[6 2] ; [25 15],[5.16666667 2.83333333] ; [25.83333333 14.16666667],0
n3,1,0.50198,0.450747,[3 2] ; [10 13],[2.32142857 2.67857143] ; [10.67857143 12.32142857],0
n5,1,0.513785,0.426351,[5 3] ; [31 11],[5.76 2.24] ; [30.24 11.76],0
n4,1,0.557659,0.343774,[6 2] ; [27 15],[5.28 2.72] ; [27.72 14.28],0
d2,1,0.563424,0.33381,[4 4] ; [16 25],[3.26530612 4.73469388] ; [16.73469388 24.26530612],0
n1,1,0.564144,0.332579,[3 2] ; [11 13],[2.4137931 2.5862069] ; [11.5862069 12.4137931],0
p8,1,0.596359,0.280522,[2 6] ; [ 7 34],[1.46938776 6.53061224] ; [ 7.53061224 33.46938776],0
a7,1,0.598667,0.277011,[3 5] ; [20 22],[3.68 4.32] ; [19.32 22.68],0
r1,1,0.616924,0.250215,[4 4] ; [17 25],[3.36 4.64] ; [17.64 24.36],0
n2,1,0.683949,0.165714,[3 2] ; [12 12],[2.5862069 2.4137931] ; [12.4137931 11.5862069],0
r2,1,0.689802,0.1593,[4 3] ; [26 14],[4.46808511 2.53191489] ; [25.53191489 14.46808511],0
a6,1,0.709131,0.139147,[4 4] ; [18 24],[3.52 4.48] ; [18.48 23.52],0
d5,1,0.709131,0.139147,[4 4] ; [24 18],[4.48 3.52] ; [23.52 18.48],0
p7,1,0.75057,0.101053,[2 6] ; [ 8 32],[1.66666667 6.33333333] ; [ 8.33333333 31.66666667],0
d4,1,0.778426,0.07917,[5 3] ; [24 18],[4.64 3.36] ; [24.36 17.64],0
b4,1,0.804383,0.061345,[4 4] ; [23 19],[4.32 3.68] ; [22.68 19.32],0
v4,1,0.804383,0.061345,[4 4] ; [23 19],[4.32 3.68] ; [22.68 19.32],0
b1,1,0.819635,0.05199,[5 3] ; [28 14],[5.28 2.72] ; [27.72 14.28],0
p10,1,0.855358,0.033228,[3 5] ; [14 27],[2.7755102 5.2244898] ; [14.2244898 26.7755102],0
a5,1,0.901678,0.015263,[4 4] ; [20 22],[3.84 4.16] ; [20.16 21.84],0
a4,1,1.0,0.0,[3 5] ; [15 25],[3. 5.] ; [15. 25.],0
