Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.025944,4.959744,[2 6] ; [11  4],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
r4,1,0.055991,3.652315,[1 7] ; [8 7],[3.13043478 4.86956522] ; [5.86956522 9.13043478],0
n4,1,0.056478,3.637908,[4 4] ; [13  2],[5.91304348 2.08695652] ; [11.08695652  3.91304348],0
p11,1,0.056745,3.630051,[2 6] ; [10  5],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
n6,1,0.070394,3.27381,[4 4] ; [12  2],[5.81818182 2.18181818] ; [10.18181818  3.81818182],0
d2,1,0.109504,2.561364,[2 6] ; [9 6],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
a5,1,0.136422,2.217857,[4 4] ; [12  3],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
s5,1,0.172208,1.863616,[1 7] ; [6 9],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
r1,1,0.178978,1.80609,[3 5] ; [10  5],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
s6,1,0.251268,1.316239,[2 6] ; [7 7],[3.27272727 4.72727273] ; [5.72727273 8.27272727],0
p10,1,0.263128,1.252222,[4 4] ; [11  4],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
d5,1,0.263128,1.252222,[4 4] ; [11  4],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
d1,1,0.303552,1.058523,[3 5] ; [9 6],[4.17391304 3.82608696] ; [7.82608696 7.17391304],0
p2,1,0.362656,0.828676,[5 3] ; [12  3],[5.91304348 2.08695652] ; [11.08695652  3.91304348],0
p9,1,0.415522,0.662946,[5 3] ; [11  3],[5.81818182 2.18181818] ; [10.18181818  3.81818182],0
s3,1,0.421374,0.646479,[2 5] ; [7 8],[2.86363636 4.13636364] ; [6.13636364 8.86363636],0
p1,1,0.432738,0.615463,[1 7] ; [ 4 11],[1.73913043 6.26086957] ; [ 3.26086957 11.73913043],0
b1,1,0.435366,0.608466,[4 4] ; [10  5],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
p4,1,0.435366,0.608466,[4 4] ; [10  5],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
n3,1,0.490153,0.47619,[2 1] ; [3 4],[1.5 1.5] ; [3.5 3.5],0
a3,1,0.590726,0.289211,[5 3] ; [11  4],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
s1,1,0.636302,0.223611,[1 7] ; [ 1 14],[0.69565217 7.30434783] ; [ 1.30434783 13.69565217],0
v1,1,0.644965,0.212308,[4 4] ; [6 9],[3.47826087 4.52173913] ; [6.52173913 8.47826087],0
a7,1,0.644965,0.212308,[4 4] ; [9 6],[4.52173913 3.47826087] ; [8.47826087 6.52173913],0
s4,1,0.651291,0.204276,[1 7] ; [ 3 12],[1.39130435 6.60869565] ; [ 2.60869565 12.39130435],0
d3,1,0.679109,0.171131,[6 2] ; [10  5],[5.56521739 2.43478261] ; [10.43478261  4.56521739],0
a4,1,0.679109,0.171131,[2 6] ; [ 5 10],[2.43478261 5.56521739] ; [ 4.56521739 10.43478261],0
p8,1,0.746188,0.104762,[4 4] ; [8 6],[4.36363636 3.63636364] ; [7.63636364 6.36363636],0
n1,1,0.77816,0.079365,[2 1] ; [4 3],[1.8 1.2] ; [4.2 2.8],0
d4,1,0.781867,0.076667,[6 2] ; [12  3],[6.26086957 1.73913043] ; [11.73913043  3.26086957],0
u2,1,0.80915,0.058333,[1 2] ; [1 3],[0.85714286 2.14285714] ; [1.14285714 2.85714286],0
v4,1,0.841616,0.039931,[5 3] ; [10  5],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
b5,1,0.841616,0.039931,[5 3] ; [10  5],[5.2173913 2.7826087] ; [9.7826087 5.2173913],0
v3,1,0.856417,0.032738,[2 6] ; [ 4 10],[2.18181818 5.81818182] ; [ 3.81818182 10.18181818],0
b4,1,0.906855,0.01369,[5 3] ; [9 6],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
s2,1,0.906855,0.01369,[3 5] ; [6 9],[3.13043478 4.86956522] ; [5.86956522 9.13043478],0
p7,1,0.906855,0.01369,[5 3] ; [9 6],[4.86956522 3.13043478] ; [9.13043478 5.86956522],0
r2,1,0.930912,0.007516,[6 2] ; [11  4],[5.91304348 2.08695652] ; [11.08695652  3.91304348],0
