Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000333,12.874349,[13 11] ; [80 12],[19.24137931  4.75862069] ; [73.75862069 18.24137931],1
p9,1,0.006761,7.335319,[16  9] ; [82 12],[20.58823529  4.41176471] ; [77.41176471 16.58823529],0
r3,1,0.013243,6.136364,[19  5] ; [91  5],[22.  2.] ; [88.  8.],0
v2,1,0.028293,4.810096,[ 6 18] ; [46 46],[10.75862069 13.24137931] ; [41.24137931 50.75862069],0
p10,1,0.041178,4.168684,[16  9] ; [77 16],[19.70338983  5.29661017] ; [73.29661017 19.70338983],0
p2,1,0.050694,3.818346,[19  6] ; [86  9],[21.875  3.125] ; [83.125 11.875],0
s6,1,0.060313,3.528759,[11 13] ; [62 31],[14.97435897  9.02564103] ; [58.02564103 34.97435897],0
d1,1,0.094114,2.802567,[12 13] ; [29 67],[ 8.47107438 16.52892562] ; [32.52892562 63.47107438],0
d2,1,0.115931,2.471446,[ 8 17] ; [17 79],[ 5.16528926 19.83471074] ; [19.83471074 76.16528926],0
a6,1,0.127155,2.326894,[ 9 16] ; [51 45],[12.39669421 12.60330579] ; [47.60330579 48.39669421],0
s8,1,0.153021,2.041875,[ 7 18] ; [42 54],[10.12396694 14.87603306] ; [38.87603306 57.12396694],0
d3,1,0.153872,2.033444,[17  8] ; [50 46],[13.84297521 11.15702479] ; [53.15702479 42.84297521],0
a4,1,0.156915,2.003711,[ 2 22] ; [20 76],[ 4.4 19.6] ; [17.6 78.4],0
d5,1,0.157507,1.998001,[14 11] ; [68 28],[16.94214876  8.05785124] ; [65.05785124 30.94214876],0
p4,1,0.168288,1.898132,[12 12] ; [62 33],[14.92436975  9.07563025] ; [59.07563025 35.92436975],0
s5,1,0.178959,1.806246,[ 4 20] ; [28 64],[ 6.62068966 17.37931034] ; [25.37931034 66.62068966],0
a8,1,0.182744,1.77517,[ 1 20] ; [14 74],[ 2.88990826 18.11009174] ; [12.11009174 75.88990826],0
n3,1,0.200679,1.637427,[4 4] ; [15  5],[5.42857143 2.57142857] ; [13.57142857  6.42857143],0
p3,1,0.281781,1.158481,[10 15] ; [50 46],[12.39669421 12.60330579] ; [47.60330579 48.39669421],0
s7,1,0.308957,1.03513,[ 8 14] ; [45 48],[10.13913043 11.86086957] ; [42.86086957 50.13913043],0
n6,1,0.32136,0.983402,[18  7] ; [77 18],[19.79166667  5.20833333] ; [75.20833333 19.79166667],0
s4,1,0.36892,0.807298,[ 4 21] ; [23 71],[ 5.67226891 19.32773109] ; [21.32773109 72.67226891],0
p6,1,0.374777,0.787763,[10 15] ; [46 46],[11.96581197 13.03418803] ; [44.03418803 47.96581197],0
r4,1,0.397118,0.717037,[19  6] ; [80 16],[20.45454545  4.54545455] ; [78.54545455 17.45454545],0
v1,1,0.411707,0.673866,[ 9 16] ; [42 51],[10.80508475 14.19491525] ; [40.19491525 52.80508475],0
a7,1,0.426777,0.631579,[15 10] ; [65 30],[16.66666667  8.33333333] ; [63.33333333 31.66666667],0
b5,1,0.428979,0.625585,[16  9] ; [53 43],[14.25619835 10.74380165] ; [54.74380165 41.25619835],0
v4,1,0.446947,0.578382,[23  2] ; [90  4],[23.7394958  1.2605042] ; [89.2605042  4.7394958],0
n2,1,0.466479,0.530303,[7 1] ; [15  5],[6.28571429 1.71428571] ; [15.71428571  4.28571429],0
b1,1,0.54615,0.36426,[ 7 18] ; [33 63],[ 8.26446281 16.73553719] ; [31.73553719 64.26446281],0
r2,1,0.54853,0.359958,[21  3] ; [86  8],[21.76271186  2.23728814] ; [85.23728814  8.76271186],0
n1,1,0.549076,0.358974,[3 5] ; [10 10],[3.71428571 4.28571429] ; [ 9.28571429 10.71428571],0
a1,1,0.583031,0.301361,[ 1 24] ; [ 2 94],[ 0.61983471 24.38016529] ; [ 2.38016529 93.61983471],0
u3,1,0.585679,0.297143,[6 9] ; [24 26],[6.92307692 8.07692308] ; [23.07692308 26.92307692],0
b4,1,0.601243,0.273125,[15 10] ; [52 44],[13.84297521 11.15702479] ; [53.15702479 42.84297521],0
s1,1,0.603413,0.269878,[ 2 23] ; [ 5 90],[ 1.45833333 23.54166667] ; [ 5.54166667 89.45833333],0
u2,1,0.617967,0.248735,[7 8] ; [27 23],[7.84615385 7.15384615] ; [26.15384615 23.84615385],0
s3,1,0.700699,0.147746,[13 11] ; [55 39],[13.83050847 10.16949153] ; [54.16949153 39.83050847],0
a3,1,0.701696,0.146714,[10 13] ; [46 50],[10.82352941 12.17647059] ; [45.17647059 50.82352941],0
n5,1,0.726117,0.122707,[17  8] ; [68 27],[17.70833333  7.29166667] ; [67.29166667 27.70833333],0
v3,1,0.742223,0.108183,[ 8 16] ; [34 58],[ 8.68965517 15.31034483] ; [33.31034483 58.68965517],0
r1,1,0.801878,0.062959,[16  9] ; [64 32],[16.52892562  8.47107438] ; [63.47107438 32.52892562],0
u1,1,0.827458,0.047508,[ 1 24] ; [ 3 93],[ 0.82644628 24.17355372] ; [ 3.17355372 92.82644628],0
p5,1,0.874947,0.024768,[ 4 21] ; [14 81],[ 3.75 21.25] ; [14.25 80.75],0
p1,1,0.918317,0.010517,[ 3 22] ; [12 82],[ 3.1512605 21.8487395] ; [11.8487395 82.1512605],0
s2,1,0.920047,0.010075,[12 13] ; [45 51],[11.7768595 13.2231405] ; [45.2231405 50.7768595],0
d4,1,0.942629,0.005179,[17  8] ; [66 30],[17.14876033  7.85123967] ; [65.85123967 30.14876033],0
b2,1,0.956013,0.003042,[ 3 11] ; [11 42],[ 2.92537313 11.07462687] ; [11.07462687 41.92537313],0
b3,1,0.956013,0.003042,[ 3 11] ; [11 42],[ 2.92537313 11.07462687] ; [11.07462687 41.92537313],0
