Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,30.869749,[50 35] ; [ 2 36],[35.93495935 49.06504065] ; [16.06504065 21.93495935],1
d5,1,0.0,26.810366,[71 14] ; [14 24],[58.7398374 26.2601626] ; [26.2601626 11.7398374],1
d3,1,0.000122,14.766221,[52 33] ; [ 9 29],[42.15447154 42.84552846] ; [18.84552846 19.15447154],1
a7,1,0.000679,11.546257,[59 26] ; [14 24],[50.44715447 34.55284553] ; [22.55284553 15.44715447],1
r3,1,0.003893,8.333113,[70 15] ; [22 16],[63.57723577 21.42276423] ; [28.42276423  9.57723577],0
r1,1,0.005992,7.552735,[62 23] ; [18 20],[55.28455285 29.71544715] ; [24.71544715 13.28455285],0
r2,1,0.009729,6.683858,[73 10] ; [26 12],[67.90909091 15.09090909] ; [31.09090909  6.90909091],0
r4,1,0.013498,6.102643,[60 25] ; [18 20],[53.90243902 31.09756098] ; [24.09756098 13.90243902],0
a5,1,0.016302,5.76996,[49 36] ; [13 25],[42.84552846 42.15447154] ; [19.15447154 18.84552846],0
d2,1,0.017572,5.638355,[46 38] ; [12 26],[39.93442623 44.06557377] ; [18.06557377 19.93442623],0
v2,1,0.022862,5.178993,[31 53] ; [ 6 31],[25.68595041 58.31404959] ; [11.31404959 25.68595041],0
a3,1,0.024113,5.08647,[51 34] ; [14 23],[45.28688525 39.71311475] ; [19.71311475 17.28688525],0
a2,1,0.041039,4.174406,[13 72] ; [ 1 37],[ 9.67479675 75.32520325] ; [ 4.32520325 33.67479675],0
s6,1,0.053371,3.732269,[38 47] ; [10 28],[33.17073171 51.82926829] ; [14.82926829 23.17073171],0
u2,1,0.070325,3.275421,[19 14] ; [ 8 16],[15.63157895 17.36842105] ; [11.36842105 12.63157895],0
b4,1,0.072008,3.23664,[57 28] ; [19 19],[52.5203252 32.4796748] ; [23.4796748 14.5203252],0
a6,1,0.115691,2.474713,[51 34] ; [17 21],[46.99186992 38.00813008] ; [21.00813008 16.99186992],0
a4,1,0.133869,2.247052,[29 55] ; [ 8 30],[25.47540984 58.52459016] ; [11.52459016 26.47540984],0
v3,1,0.187415,1.737819,[20 63] ; [ 5 32],[17.29166667 65.70833333] ; [ 7.70833333 29.29166667],0
n3,1,0.202983,1.620779,[13 15] ; [13  7],[15.16666667 12.83333333] ; [10.83333333  9.16666667],0
s1,1,0.233592,1.418854,[ 4 80] ; [ 4 34],[ 5.50819672 78.49180328] ; [ 2.49180328 35.50819672],0
v4,1,0.274186,1.195685,[68 17] ; [27 11],[65.6504065 19.3495935] ; [29.3495935  8.6504065],0
p8,1,0.282951,1.152863,[29 56] ; [ 9 28],[26.47540984 58.52459016] ; [11.52459016 25.47540984],0
s5,1,0.289638,1.121305,[15 68] ; [ 4 34],[13.03305785 69.96694215] ; [ 5.96694215 32.03305785],0
p10,1,0.315927,1.005733,[25 59] ; [ 8 30],[22.72131148 61.27868852] ; [10.27868852 27.72131148],0
b3,1,0.320433,0.987179,[16 36] ; [ 5 20],[14.18181818 37.81818182] ; [ 6.81818182 18.18181818],0
b2,1,0.320433,0.987179,[16 36] ; [ 5 20],[14.18181818 37.81818182] ; [ 6.81818182 18.18181818],0
p7,1,0.33481,0.930203,[32 52] ; [18 20],[34.42622951 49.57377049] ; [15.57377049 22.42622951],0
n6,1,0.342959,0.899338,[54 30] ; [21 17],[51.63934426 32.36065574] ; [23.36065574 14.63934426],0
a8,1,0.35487,0.855967,[ 5 76] ; [ 4 32],[ 6.23076923 74.76923077] ; [ 2.76923077 33.23076923],0
b1,1,0.362233,0.830136,[50 35] ; [19 19],[47.68292683 37.31707317] ; [21.31707317 16.68292683],0
n5,1,0.367278,0.812854,[44 41] ; [23 15],[46.30081301 38.69918699] ; [20.69918699 17.30081301],0
p3,1,0.373253,0.792807,[25 60] ; [ 8 29],[22.99180328 62.00819672] ; [10.00819672 26.99180328],0
b5,1,0.400413,0.707087,[45 40] ; [17 21],[42.84552846 42.15447154] ; [19.15447154 18.84552846],0
n1,1,0.481728,0.494949,[ 8 20] ; [ 8 13],[ 9.14285714 18.85714286] ; [ 6.85714286 14.14285714],0
