Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1e-05,19.608015,[2 2] ; [59  1],[3.8125 0.1875] ; [57.1875  2.8125],1
r4,1,0.001166,10.543729,[2 2] ; [57  3],[3.6875 0.3125] ; [55.3125  4.6875],0
a5,1,0.017073,5.688889,[1 3] ; [47 13],[3. 1.] ; [45. 15.],0
s1,1,0.047144,3.940255,[1 3] ; [ 2 58],[0.1875 3.8125] ; [ 2.8125 57.1875],0
s6,1,0.053597,3.7252,[2 2] ; [51  8],[3.36507937 0.63492063] ; [49.63492063  9.36507937],0
d5,1,0.072414,3.227444,[2 2] ; [51  9],[3.3125 0.6875] ; [49.6875 10.3125],0
p9,1,0.076485,3.138053,[2 2] ; [50  9],[3.3015873 0.6984127] ; [48.6984127 10.3015873],0
s2,1,0.077266,3.121501,[1 3] ; [41 19],[2.625 1.375] ; [39.375 20.625],0
s3,1,0.077266,3.121501,[1 3] ; [41 19],[2.625 1.375] ; [39.375 20.625],0
b5,1,0.092642,2.827854,[1 3] ; [40 20],[2.5625 1.4375] ; [38.4375 21.5625],0
d1,1,0.109599,2.56,[1 3] ; [39 21],[2.5 1.5] ; [37.5 22.5],0
r1,1,0.127459,2.323177,[2 2] ; [49 11],[3.1875 0.8125] ; [47.8125 12.1875],0
a6,1,0.128136,2.31494,[1 3] ; [38 22],[2.4375 1.5625] ; [36.5625 23.4375],0
d3,1,0.148252,2.090148,[1 3] ; [37 23],[2.375 1.625] ; [35.625 24.375],0
v3,1,0.181866,1.782312,[3 1] ; [22 32],[1.72413793 2.27586207] ; [23.27586207 30.72413793],0
v1,1,0.226991,1.45962,[1 3] ; [32 25],[2.16393443 1.83606557] ; [30.83606557 26.16393443],0
a4,1,0.244355,1.355294,[1 3] ; [33 27],[2.125 1.875] ; [31.875 28.125],0
p1,1,0.268176,1.226054,[1 3] ; [ 5 55],[0.375 3.625] ; [ 5.625 54.375],0
a8,1,0.379976,0.770781,[1 3] ; [ 6 51],[0.45901639 3.54098361] ; [ 6.54098361 50.45901639],0
u2,1,0.389424,0.740741,[1 1] ; [14  4],[1.5 0.5] ; [13.5  4.5],0
a3,1,0.403395,0.698182,[2 2] ; [42 18],[2.75 1.25] ; [41.25 18.75],0
b1,1,0.434967,0.609524,[3 1] ; [33 27],[2.25 1.75] ; [33.75 26.25],0
p4,1,0.472217,0.516783,[1 3] ; [26 34],[1.6875 2.3125] ; [25.3125 34.6875],0
p7,1,0.580716,0.305078,[2 2] ; [21 37],[1.48387097 2.51612903] ; [21.51612903 36.48387097],0
p3,1,0.593803,0.284444,[1 3] ; [23 37],[1.5 2.5] ; [22.5 37.5],0
d2,1,0.593803,0.284444,[2 2] ; [38 22],[2.5 1.5] ; [37.5 22.5],0
b4,1,0.593803,0.284444,[3 1] ; [37 23],[2.5 1.5] ; [37.5 22.5],0
s7,1,0.627907,0.23491,[2 1] ; [44 12],[2.33898305 0.66101695] ; [43.66101695 12.33898305],0
v2,1,0.780619,0.077569,[2 2] ; [32 24],[2.26666667 1.73333333] ; [31.73333333 24.26666667],0
a7,1,0.794679,0.067725,[2 2] ; [34 26],[2.25 1.75] ; [33.75 26.25],0
d4,1,0.809817,0.057919,[3 1] ; [48 12],[3.1875 0.8125] ; [47.8125 12.1875],0
p8,1,0.87592,0.024381,[1 3] ; [13 47],[0.875 3.125] ; [13.125 46.875],0
p11,1,0.885841,0.020612,[3 1] ; [43 17],[2.875 1.125] ; [43.125 16.875],0
p10,1,0.890172,0.019068,[3 1] ; [46 13],[3.11111111 0.88888889] ; [45.88888889 13.11111111],0
s4,1,1.0,0.0,[1 3] ; [15 45],[1. 3.] ; [15. 45.],0
b2,1,1.0,0.0,[1 2] ; [17 34],[1. 2.] ; [17. 34.],0
b3,1,1.0,0.0,[1 2] ; [17 34],[1. 2.] ; [17. 34.],0
