Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,32.962848,[33 27] ; [ 24 126],[16.28571429 43.71428571] ; [ 40.71428571 109.28571429],1
n3,1,0.000164,14.198701,[4 7] ; [26  2],[8.46153846 2.53846154] ; [21.53846154  6.46153846],1
v3,1,0.002188,9.384867,[36 24] ; [54 93],[26.08695652 33.91304348] ; [63.91304348 83.08695652],0
a6,1,0.011262,6.423486,[50 11] ; [97 54],[42.29716981 18.70283019] ; [104.70283019  46.29716981],0
s6,1,0.014143,6.020207,[39 22] ; [67 81],[30.93779904 30.06220096] ; [75.06220096 72.93779904],0
p3,1,0.022786,5.184747,[39 22] ; [69 79],[31.5215311 29.4784689] ; [76.4784689 71.5215311],0
d3,1,0.032833,4.554452,[48 13] ; [96 55],[41.43396226 19.56603774] ; [102.56603774  48.43396226],0
p6,1,0.03327,4.531855,[27 32] ; [ 44 102],[20.43414634 38.56585366] ; [50.56585366 95.43414634],0
u1,1,0.043985,4.057143,[15 46] ; [ 20 131],[10.07075472 50.92924528] ; [ 24.92924528 126.07075472],0
p12,1,0.050122,3.837369,[ 6 54] ; [  5 145],[ 3.14285714 56.85714286] ; [  7.85714286 142.14285714],0
p4,1,0.064591,3.415395,[41 20] ; [80 70],[34.98104265 26.01895735] ; [86.01895735 63.98104265],0
u2,1,0.129365,2.300112,[11  5] ; [23 26],[8.36923077 7.63076923] ; [25.63076923 23.36923077],0
p5,1,0.137357,2.207321,[ 9 52] ; [ 12 138],[ 6.07109005 54.92890995] ; [ 14.92890995 135.07109005],0
a2,1,0.165921,1.919415,[17 44] ; [ 29 122],[13.23584906 47.76415094] ; [ 32.76415094 118.23584906],0
p10,1,0.189858,1.718722,[50  9] ; [114  35],[46.51923077 12.48076923] ; [117.48076923  31.51923077],0
s3,1,0.206479,1.595943,[16 44] ; [ 28 121],[12.63157895 47.36842105] ; [ 31.36842105 117.63157895],0
r2,1,0.217877,1.518301,[53  6] ; [140   8],[55.00966184  3.99033816] ; [137.99033816  10.00966184],0
p7,1,0.267614,1.228935,[43 16] ; [96 52],[39.61835749 19.38164251] ; [99.38164251 48.61835749],0
a3,1,0.275553,1.188891,[45 15] ; [101  49],[41.71428571 18.28571429] ; [104.28571429  45.71428571],0
u3,1,0.29878,1.079633,[11  5] ; [27 23],[9.21212121 6.78787879] ; [28.78787879 21.21212121],0
n2,1,0.306677,1.044932,[7 4] ; [23  6],[8.25 2.75] ; [21.75  7.25],0
d4,1,0.308154,1.038572,[50 11] ; [114  37],[47.18867925 13.81132075] ; [116.81132075  34.18867925],0
b4,1,0.314604,1.011249,[33 28] ; [93 58],[36.25471698 24.74528302] ; [89.74528302 61.25471698],0
r3,1,0.332229,0.94019,[55  6] ; [140   9],[56.64285714  4.35714286] ; [138.35714286  10.64285714],0
p11,1,0.370697,0.801327,[51 10] ; [118  33],[48.62735849 12.37264151] ; [120.37264151  30.62735849],0
s5,1,0.380666,0.768548,[ 8 52] ; [ 27 120],[10.14492754 49.85507246] ; [ 24.85507246 122.14492754],0
d2,1,0.393892,0.726894,[31 30] ; [67 84],[28.19811321 32.80188679] ; [69.80188679 81.19811321],0
p8,1,0.43847,0.600284,[36 23] ; [81 66],[33.50970874 25.49029126] ; [83.49029126 63.50970874],0
s4,1,0.441398,0.592645,[ 7 54] ; [ 12 136],[ 5.54545455 55.45454545] ; [ 13.45454545 134.54545455],0
b2,1,0.457509,0.551982,[24 25] ; [36 49],[21.94029851 27.05970149] ; [38.05970149 46.94029851],0
b3,1,0.457509,0.551982,[24 25] ; [36 49],[21.94029851 27.05970149] ; [38.05970149 46.94029851],0
b1,1,0.527473,0.399257,[21 40] ; [59 92],[23.01886792 37.98113208] ; [56.98113208 94.01886792],0
n6,1,0.544567,0.367141,[51 10] ; [120  30],[49.43601896 11.56398104] ; [121.56398104  28.43601896],0
a7,1,0.547651,0.361543,[46 15] ; [107  43],[44.23222749 16.76777251] ; [108.76777251  41.23222749],0
r1,1,0.617307,0.24967,[49 12] ; [124  25],[50.25238095 10.74761905] ; [122.74761905  26.25238095],0
v2,1,0.622173,0.242825,[42 19] ; [96 51],[40.47115385 20.52884615] ; [97.52884615 49.47115385],0
n1,1,0.62873,0.233787,[4 7] ; [13 16],[4.675 6.325] ; [12.325 16.675],0
s1,1,0.651962,0.203435,[ 1 60] ; [  4 145],[ 1.45238095 59.54761905] ; [  3.54761905 145.45238095],0
p1,1,0.69527,0.15344,[ 5 56] ; [ 15 136],[ 5.75471698 55.24528302] ; [ 14.24528302 136.75471698],0
p2,1,0.701904,0.146499,[54  7] ; [129  20],[53.15714286  7.84285714] ; [129.84285714  19.15714286],0
d1,1,0.715431,0.132912,[34 27] ; [80 71],[32.80188679 28.19811321] ; [81.19811321 69.80188679],0
n5,1,0.715804,0.132548,[47 14] ; [112  38],[45.96682464 15.03317536] ; [113.03317536  36.96682464],0
p9,1,0.767078,0.087734,[51  9] ; [125  25],[50.28571429  9.71428571] ; [125.71428571  24.28571429],0
d5,1,0.80488,0.061027,[49 12] ; [119  32],[48.33962264 12.66037736] ; [119.66037736  31.33962264],0
a5,1,0.814702,0.054927,[45 16] ; [109  42],[44.31132075 16.68867925] ; [109.68867925  41.31132075],0
a4,1,0.829826,0.046193,[26 34] ; [67 82],[26.69856459 33.30143541] ; [66.30143541 82.69856459],0
u4,1,0.860527,0.030871,[ 1 60] ; [  2 149],[ 0.86320755 60.13679245] ; [  2.13679245 148.86320755],0
r4,1,0.879168,0.023111,[53  8] ; [130  21],[52.65566038  8.34433962] ; [130.34433962  20.65566038],0
b5,1,0.894033,0.017743,[39 22] ; [98 53],[39.41981132 21.58018868] ; [97.58018868 53.41981132],0
a8,1,0.918702,0.010418,[ 6 42] ; [ 16 118],[ 5.8021978 42.1978022] ; [ 16.1978022 117.8021978],0
v4,1,0.990661,0.000137,[56  4] ; [139  10],[55.98086124  4.01913876] ; [139.01913876   9.98086124],0
n4,1,0.990673,0.000137,[46 15] ; [113  37],[45.96682464 15.03317536] ; [113.03317536  36.96682464],0
