Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.000102,15.091015,[ 2 13] ; [23  8],[8.15217391 6.84782609] ; [16.84782609 14.15217391],1
s8,1,0.000209,13.747067,[ 3 12] ; [24  7],[8.80434783 6.19565217] ; [18.19565217 12.80434783],1
d5,1,0.000269,13.278042,[8 7] ; [30  1],[12.39130435  2.60869565] ; [25.60869565  5.39130435],1
a4,1,0.004119,8.230538,[ 2 13] ; [18 13],[6.52173913 8.47826087] ; [13.47826087 17.52173913],0
d3,1,0.004355,8.129415,[8 7] ; [28  3],[11.73913043  3.26086957] ; [24.26086957  6.73913043],0
p6,1,0.009823,6.666667,[ 2 13] ; [16 14],[6. 9.] ; [12. 18.],0
p4,1,0.015093,5.905594,[ 5 10] ; [22  9],[8.80434783 6.19565217] ; [18.19565217 12.80434783],0
n4,1,0.018882,5.512404,[7 8] ; [25  6],[10.43478261  4.56521739] ; [21.56521739  9.43478261],0
b5,1,0.046547,3.9617,[ 5 10] ; [20 11],[8.15217391 6.84782609] ; [16.84782609 14.15217391],0
a5,1,0.053789,3.719247,[8 7] ; [25  6],[10.76086957  4.23913043] ; [22.23913043  8.76086957],0
a2,1,0.056453,3.638631,[ 1 14] ; [10 21],[ 3.58695652 11.41304348] ; [ 7.41304348 23.58695652],0
u1,1,0.056453,3.638631,[ 1 14] ; [10 21],[ 3.58695652 11.41304348] ; [ 7.41304348 23.58695652],0
s7,1,0.073418,3.204906,[8 7] ; [23  6],[10.56818182  4.43181818] ; [20.43181818  8.56818182],0
a6,1,0.109445,2.562211,[7 8] ; [22  9],[9.45652174 5.54347826] ; [19.54347826 11.45652174],0
p10,1,0.132626,2.261499,[11  4] ; [28  3],[12.7173913  2.2826087] ; [26.2826087  4.7173913],0
s5,1,0.134611,2.238502,[6 8] ; [20 10],[8.27272727 5.72727273] ; [17.72727273 12.27272727],0
a8,1,0.139195,2.186832,[ 2 10] ; [ 1 28],[ 0.87804878 11.12195122] ; [ 2.12195122 26.87804878],0
p3,1,0.16976,1.885066,[7 8] ; [21 10],[9.13043478 5.86956522] ; [18.86956522 12.13043478],0
b4,1,0.228258,1.451681,[11  4] ; [17 14],[9.13043478 5.86956522] ; [18.86956522 12.13043478],0
s6,1,0.237332,1.396369,[10  3] ; [28  3],[11.22727273  1.77272727] ; [26.77272727  4.22727273],0
n5,1,0.239121,1.385771,[8 7] ; [22  9],[9.7826087 5.2173913] ; [20.2173913 10.7826087],0
a3,1,0.248293,1.332881,[11  4] ; [27  4],[12.39130435  2.60869565] ; [25.60869565  5.39130435],0
p5,1,0.371694,0.797993,[ 1 14] ; [ 5 26],[ 1.95652174 13.04347826] ; [ 4.04347826 26.95652174],0
p11,1,0.38673,0.749199,[12  3] ; [21 10],[10.76086957  4.23913043] ; [22.23913043  8.76086957],0
p8,1,0.396144,0.72,[7 8] ; [18 12],[8.33333333 6.66666667] ; [16.66666667 13.33333333],0
r1,1,0.398361,0.713268,[11  4] ; [26  5],[12.06521739  2.93478261] ; [24.93478261  6.06521739],0
b1,1,0.421436,0.646308,[ 4 11] ; [12 19],[5.2173913 9.7826087] ; [10.7826087 20.2173913],0
p9,1,0.465082,0.533635,[11  3] ; [27  4],[11.82222222  2.17777778] ; [26.17777778  4.82222222],0
u3,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
u2,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
v1,1,0.466904,0.529294,[7 8] ; [18 13],[8.15217391 6.84782609] ; [16.84782609 14.15217391],0
p7,1,0.474549,0.511364,[10  5] ; [23  7],[11.  4.] ; [22.  8.],0
s2,1,0.497224,0.460857,[9 5] ; [23  8],[9.95555556 4.04444444] ; [22.04444444  8.95555556],0
b2,1,0.694176,0.154602,[2 7] ; [ 5 12],[2.42307692 6.57692308] ; [ 4.57692308 12.42307692],0
b3,1,0.694176,0.154602,[2 7] ; [ 5 12],[2.42307692 6.57692308] ; [ 4.57692308 12.42307692],0
p12,1,0.734065,0.115412,[ 1 14] ; [ 3 28],[ 1.30434783 13.69565217] ; [ 2.69565217 28.30434783],0
s3,1,0.751731,0.100083,[11  3] ; [23  8],[10.57777778  3.42222222] ; [23.42222222  7.57777778],0
v2,1,0.766317,0.088326,[10  5] ; [22  9],[10.43478261  4.56521739] ; [21.56521739  9.43478261],0
n3,1,0.851596,0.035,[3 1] ; [7 3],[2.85714286 1.14285714] ; [7.14285714 2.85714286],0
a7,1,0.885848,0.020609,[10  5] ; [20 11],[9.7826087 5.2173913] ; [20.2173913 10.7826087],0
p2,1,0.958762,0.002674,[12  3] ; [25  6],[12.06521739  2.93478261] ; [24.93478261  6.06521739],0
n6,1,0.967611,0.001649,[13  2] ; [27  4],[13.04347826  1.95652174] ; [26.95652174  4.04347826],0
a1,1,0.977908,0.000767,[ 1 14] ; [ 2 29],[ 0.97826087 14.02173913] ; [ 2.02173913 28.97826087],0
