Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000262,13.321875,[3 5] ; [45  5],[6.62068966 1.37931034] ; [41.37931034  8.62068966],1
a3,1,0.008246,6.979333,[4 4] ; [44  6],[6.62068966 1.37931034] ; [41.37931034  8.62068966],0
d3,1,0.00941,6.743263,[2 6] ; [36 14],[5.24137931 2.75862069] ; [32.75862069 17.24137931],0
d2,1,0.016793,5.717833,[1 7] ; [29 21],[4.13793103 3.86206897] ; [25.86206897 24.13793103],0
s3,1,0.055566,3.665013,[2 6] ; [30 19],[4.49122807 3.50877193] ; [27.50877193 21.49122807],0
b4,1,0.074058,3.190711,[7 1] ; [27 23],[4.68965517 3.31034483] ; [29.31034483 20.68965517],0
s2,1,0.091374,2.85,[2 6] ; [28 21],[4.21052632 3.78947368] ; [25.78947368 23.21052632],0
s8,1,0.104669,2.632926,[3 5] ; [33 16],[5.05263158 2.94736842] ; [30.94736842 18.05263158],0
a4,1,0.110349,2.549217,[1 7] ; [21 29],[3.03448276 4.96551724] ; [18.96551724 31.03448276],0
p9,1,0.130735,2.28375,[7 1] ; [49  1],[7.72413793 0.27586207] ; [48.27586207  1.72413793],0
p6,1,0.138843,2.190741,[7 1] ; [29 19],[5.14285714 2.85714286] ; [30.85714286 17.14285714],0
v1,1,0.206165,1.598152,[5 3] ; [41  9],[6.34482759 1.65517241] ; [39.65517241 10.34482759],0
s6,1,0.218428,1.514668,[5 3] ; [40  9],[6.31578947 1.68421053] ; [38.68421053 10.31578947],0
n4,1,0.322149,0.9802,[6 2] ; [44  6],[6.89655172 1.10344828] ; [43.10344828  6.89655172],0
r3,1,0.322825,0.977466,[7 1] ; [47  2],[7.57894737 0.42105263] ; [46.42105263  2.57894737],0
a7,1,0.341488,0.904838,[5 3] ; [39 11],[6.06896552 1.93103448] ; [37.93103448 12.06896552],0
s7,1,0.433219,0.614178,[4 3] ; [33 13],[4.88679245 2.11320755] ; [32.11320755 13.88679245],0
p1,1,0.499228,0.456577,[3 5] ; [13 37],[2.20689655 5.79310345] ; [13.79310345 36.20689655],0
a5,1,0.499228,0.456577,[5 3] ; [37 13],[5.79310345 2.20689655] ; [36.20689655 13.79310345],0
p2,1,0.500538,0.453796,[7 1] ; [47  3],[7.44827586 0.55172414] ; [46.55172414  3.44827586],0
p11,1,0.500538,0.453796,[7 1] ; [47  3],[7.44827586 0.55172414] ; [46.55172414  3.44827586],0
p3,1,0.531512,0.3915,[6 2] ; [42  8],[6.62068966 1.37931034] ; [41.37931034  8.62068966],0
b1,1,0.614549,0.253603,[2 6] ; [17 33],[2.62068966 5.37931034] ; [16.37931034 33.62068966],0
p8,1,0.639128,0.219884,[6 2] ; [41  9],[6.48275862 1.51724138] ; [40.51724138  9.48275862],0
r4,1,0.673719,0.177283,[7 1] ; [46  4],[7.31034483 0.68965517] ; [45.68965517  4.31034483],0
n6,1,0.673719,0.177283,[7 1] ; [46  4],[7.31034483 0.68965517] ; [45.68965517  4.31034483],0
r1,1,0.702185,0.146208,[7 1] ; [41  9],[6.62068966 1.37931034] ; [41.37931034  8.62068966],0
b5,1,0.730326,0.118812,[3 5] ; [22 28],[3.44827586 4.55172414] ; [21.55172414 28.44827586],0
p12,1,0.758273,0.09471,[3 5] ; [16 34],[2.62068966 5.37931034] ; [16.37931034 33.62068966],0
u3,1,0.77816,0.079365,[3 1] ; [4 2],[2.8 1.2] ; [4.2 1.8],0
a2,1,0.799604,0.064444,[1 7] ; [ 8 42],[1.24137931 6.75862069] ; [ 7.75862069 42.24137931],0
n5,1,0.829316,0.046474,[7 1] ; [45  5],[7.17241379 0.82758621] ; [44.82758621  5.17241379],0
v3,1,0.860081,0.031071,[6 2] ; [36 14],[5.79310345 2.20689655] ; [36.20689655 13.79310345],0
s5,1,0.875923,0.024379,[6 2] ; [34 13],[5.81818182 2.18181818] ; [34.18181818 12.81818182],0
b2,1,0.916215,0.011068,[4 3] ; [22 18],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
b3,1,0.916215,0.011068,[4 3] ; [22 18],[3.87234043 3.12765957] ; [22.12765957 17.87234043],0
a8,1,0.930971,0.007504,[1 7] ; [ 6 38],[1.07692308 6.92307692] ; [ 5.92307692 38.07692308],0
a6,1,0.978411,0.000732,[5 3] ; [31 19],[4.96551724 3.03448276] ; [31.03448276 18.96551724],0
s4,1,0.983738,0.000415,[1 7] ; [ 6 43],[0.98245614 7.01754386] ; [ 6.01754386 42.98245614],0
p7,1,0.983738,0.000415,[7 1] ; [43  6],[7.01754386 0.98245614] ; [42.98245614  6.01754386],0
