Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.1e-05,16.805929,[22 92] ; [20 17],[31.70860927 82.29139073] ; [10.29139073 26.70860927],1
p7,1,0.000569,11.874433,[41 75] ; [25 12],[50.03921569 65.96078431] ; [15.96078431 21.03921569],1
p4,1,0.001335,10.293337,[35 81] ; [22 15],[43.21568627 72.78431373] ; [13.78431373 23.21568627],0
p3,1,0.001782,9.761435,[28 88] ; [19 18],[35.63398693 80.36601307] ; [11.36601307 25.63398693],0
s7,1,0.004536,8.055611,[22 86] ; [16 20],[28.5 79.5] ; [ 9.5 26.5],0
b3,1,0.004597,8.031612,[21 53] ; [14  9],[26.70103093 47.29896907] ; [ 8.29896907 14.70103093],0
b2,1,0.004597,8.031612,[21 53] ; [14  9],[26.70103093 47.29896907] ; [ 8.29896907 14.70103093],0
s8,1,0.005562,7.686873,[ 15 100] ; [12 24],[20.56291391 94.43708609] ; [ 6.43708609 29.56291391],0
r3,1,0.009824,6.666566,[87 29] ; [35  2],[92.49673203 23.50326797] ; [29.50326797  7.49673203],0
s2,1,0.012309,6.265832,[28 87] ; [17 20],[34.04605263 80.95394737] ; [10.95394737 26.04605263],0
u2,1,0.02726,4.874255,[15 33] ; [12  8],[19.05882353 28.94117647] ; [ 7.94117647 12.05882353],0
b5,1,0.029829,4.719149,[68 48] ; [29  8],[73.54248366 42.45751634] ; [23.45751634 13.54248366],0
v4,1,0.032971,4.547294,[87 28] ; [34  3],[91.54605263 23.45394737] ; [29.45394737  7.54605263],0
r4,1,0.040412,4.200485,[73 43] ; [30  7],[78.09150327 37.90849673] ; [24.90849673 12.09150327],0
p2,1,0.041009,4.175629,[66 50] ; [28  9],[71.26797386 44.73202614] ; [22.73202614 14.26797386],0
b4,1,0.043775,4.065224,[69 47] ; [15 22],[63.68627451 52.31372549] ; [20.31372549 16.68627451],0
p1,1,0.052388,3.763334,[  5 109] ; [ 5 32],[  7.54966887 106.45033113] ; [ 2.45033113 34.54966887],0
s5,1,0.057392,3.611188,[24 92] ; [ 2 30],[20.37837838 95.62162162] ; [ 5.62162162 26.37837838],0
a5,1,0.083461,2.996191,[69 47] ; [16 21],[64.44444444 51.55555556] ; [20.55555556 16.44444444],0
n2,1,0.092032,2.838473,[29 25] ; [11  3],[31.76470588 22.23529412] ; [8.23529412 5.76470588],0
s3,1,0.118102,2.44231,[42 72] ; [19 18],[46.05298013 67.94701987] ; [14.94701987 22.05298013],0
s6,1,0.14816,2.091097,[45 70] ; [19 17],[48.74172185 66.25827815] ; [15.25827815 20.74172185],0
a3,1,0.15576,2.014913,[67 46] ; [17 20],[63.28 49.72] ; [20.72 16.28],0
r2,1,0.182015,1.781092,[90 24] ; [32  4],[92.72 21.28] ; [29.28  6.72],0
u4,1,0.22173,1.493137,[  2 114] ; [ 2 35],[  3.03267974 112.96732026] ; [ 0.96732026 36.03267974],0
