Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.1e-05,19.247444,[94 12] ; [3 6],[89.40869565 16.59130435] ; [7.59130435 1.40869565],1
b4,1,0.240759,1.376145,[68 38] ; [4 5],[66.36521739 39.63478261] ; [5.63478261 3.36521739],0
v1,1,0.242948,1.363409,[43 59] ; [2 7],[41.35135135 60.64864865] ; [3.64864865 5.35135135],0
p11,1,0.246559,1.342698,[78 28] ; [5 4],[76.50434783 29.49565217] ; [6.49565217 2.50434783],0
d4,1,0.254659,1.297561,[77 28] ; [5 4],[75.52631579 29.47368421] ; [6.47368421 2.52631579],0
a1,1,0.300056,1.073947,[  4 102] ; [1 8],[  4.60869565 101.39130435] ; [0.39130435 8.60869565],0
s6,1,0.314903,1.009999,[64 40] ; [4 5],[62.5840708 41.4159292] ; [5.4159292 3.5840708],0
n2,1,0.322203,0.979985,[20  7] ; [2 2],[19.16129032  7.83870968] ; [2.83870968 1.16129032],0
p6,1,0.326062,0.964475,[30 75] ; [1 7],[28.80530973 76.19469027] ; [2.19469027 5.80530973],0
p7,1,0.350227,0.872634,[64 39] ; [7 2],[65.29464286 37.70535714] ; [5.70535714 3.29464286],0
a6,1,0.411768,0.673691,[73 33] ; [5 4],[71.89565217 34.10434783] ; [6.10434783 2.89565217],0
v2,1,0.445976,0.580858,[47 54] ; [3 6],[45.90909091 55.09090909] ; [4.09090909 4.90909091],0
v3,1,0.483243,0.491535,[35 69] ; [2 7],[34.05309735 69.94690265] ; [2.94690265 6.05309735],0
u2,1,0.496275,0.462893,[19 22] ; [2 1],[19.56818182 21.43181818] ; [1.43181818 1.56818182],0
p8,1,0.528189,0.397875,[52 54] ; [3 5],[51.14035088 54.85964912] ; [3.85964912 4.14035088],0
d5,1,0.577037,0.311049,[73 33] ; [7 2],[73.73913043 32.26086957] ; [6.26086957 2.73913043],0
u3,1,0.605104,0.267367,[21 20] ; [2 1],[21.43181818 19.56818182] ; [1.56818182 1.43181818],0
n1,1,0.661003,0.192308,[10 16] ; [2 2],[10.4 15.6] ; [1.6 2.4],0
n3,1,0.667378,0.184684,[16  9] ; [3 1],[16.37931034  8.62068966] ; [2.62068966 1.37931034],0
p5,1,0.699082,0.149429,[ 9 97] ; [1 7],[ 9.29824561 96.70175439] ; [0.70175439 7.29824561],0
p1,1,0.70232,0.146069,[ 8 98] ; [1 8],[ 8.29565217 97.70434783] ; [0.70434783 8.29565217],0
p3,1,0.706969,0.141324,[47 59] ; [3 5],[46.49122807 59.50877193] ; [3.50877193 4.49122807],0
a4,1,0.777277,0.080015,[40 65] ; [3 6],[39.60526316 65.39473684] ; [3.39473684 5.60526316],0
a3,1,0.777277,0.080015,[65 40] ; [6 3],[65.39473684 39.60526316] ; [5.60526316 3.39473684],0
d3,1,0.793265,0.068683,[66 40] ; [6 3],[66.36521739 39.63478261] ; [5.63478261 3.36521739],0
a7,1,0.793265,0.068683,[66 40] ; [6 3],[66.36521739 39.63478261] ; [5.63478261 3.36521739],0
a5,1,0.793265,0.068683,[66 40] ; [6 3],[66.36521739 39.63478261] ; [5.63478261 3.36521739],0
p9,1,0.79639,0.066576,[75 31] ; [6 3],[74.66086957 31.33913043] ; [6.33913043 2.66086957],0
n5,1,0.810526,0.057479,[74 31] ; [6 3],[73.68421053 31.31578947] ; [6.31578947 2.68421053],0
b5,1,0.917991,0.010602,[57 49] ; [5 4],[57.14782609 48.85217391] ; [4.85217391 4.14782609],0
s4,1,0.919102,0.010315,[13 93] ; [1 8],[12.90434783 93.09565217] ; [1.09565217 7.90434783],0
d2,1,0.951437,0.003709,[46 60] ; [4 5],[46.08695652 59.91304348] ; [3.91304348 5.08695652],0
