Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00035,12.783793,[ 9 77] ; [10 14],[14.85454545 71.14545455] ; [ 4.14545455 19.85454545],1
a3,1,0.004025,8.272453,[47 38] ; [21  3],[53.02752294 31.97247706] ; [14.97247706  9.02752294],0
p10,1,0.008303,6.966964,[41 43] ; [19  5],[46.66666667 37.33333333] ; [13.33333333 10.66666667],0
u1,1,0.008704,6.882542,[ 1 85] ; [ 3 21],[ 3.12727273 82.87272727] ; [ 0.87272727 23.12727273],0
a5,1,0.013446,6.109509,[40 46] ; [18  6],[45.34545455 40.65454545] ; [12.65454545 11.34545455],0
b3,1,0.026265,4.938483,[21 36] ; [12  6],[25.08 31.92] ; [ 7.92 10.08],0
b2,1,0.026265,4.938483,[21 36] ; [12  6],[25.08 31.92] ; [ 7.92 10.08],0
d4,1,0.029554,4.735037,[51 35] ; [20  4],[55.50909091 30.49090909] ; [15.49090909  8.50909091],0
b4,1,0.031376,4.632246,[50 36] ; [ 8 16],[45.34545455 40.65454545] ; [12.65454545 11.34545455],0
a4,1,0.033341,4.528182,[26 59] ; [13 11],[30.41284404 54.58715596] ; [ 8.58715596 15.41284404],0
d5,1,0.037338,4.334912,[44 42] ; [18  6],[48.47272727 37.52727273] ; [13.52727273 10.47272727],0
s2,1,0.037991,4.305428,[10 75] ; [ 7 17],[13.25688073 71.74311927] ; [ 3.74311927 20.25688073],0
s4,1,0.086314,2.941814,[ 5 81] ; [ 4 20],[ 7.03636364 78.96363636] ; [ 1.96363636 22.03636364],0
n1,1,0.089848,2.877088,[10 23] ; [5 3],[12.07317073 20.92682927] ; [2.92682927 5.07317073],0
s3,1,0.091458,2.848515,[20 63] ; [10 14],[23.27102804 59.72897196] ; [ 6.72897196 17.27102804],0
n4,1,0.110112,2.552607,[53 33] ; [19  5],[56.29090909 29.70909091] ; [15.70909091  8.29090909],0
d3,1,0.125002,2.353502,[22 64] ; [10 14],[25.01818182 60.98181818] ; [ 6.98181818 17.01818182],0
p11,1,0.133253,2.254197,[54 32] ; [19  5],[57.07272727 28.92727273] ; [15.92727273  8.07272727],0
r3,1,0.146412,2.109235,[63 23] ; [21  3],[65.67272727 20.32727273] ; [18.32727273  5.67272727],0
r1,1,0.177418,1.819121,[44 42] ; [16  8],[46.90909091 39.09090909] ; [13.09090909 10.90909091],0
p4,1,0.201635,1.630495,[26 56] ; [11 13],[28.62264151 53.37735849] ; [ 8.37735849 15.62264151],0
a6,1,0.2598,1.26982,[36 50] ; [ 7 17],[33.61818182 52.38181818] ; [ 9.38181818 14.61818182],0
a8,1,0.267174,1.2312,[ 5 77] ; [ 3 20],[ 6.24761905 75.75238095] ; [ 1.75238095 21.24761905],0
p9,1,0.267938,1.227273,[49 35] ; [17  7],[51.33333333 32.66666667] ; [14.66666667  9.33333333],0
a2,1,0.313676,1.015135,[ 3 83] ; [ 2 22],[ 3.90909091 82.09090909] ; [ 1.09090909 22.90909091],0
n6,1,0.315806,1.006237,[58 28] ; [18  5],[59.96330275 26.03669725] ; [16.03669725  6.96330275],0
p3,1,0.321258,0.983818,[23 62] ; [ 9 15],[24.95412844 60.04587156] ; [ 7.04587156 16.95412844],0
n5,1,0.343689,0.896622,[55 30] ; [18  6],[56.9266055 28.0733945] ; [16.0733945  7.9266055],0
p2,1,0.365285,0.819643,[51 33] ; [17  7],[52.88888889 31.11111111] ; [15.11111111  8.88888889],0
p6,1,0.385185,0.754087,[11 70] ; [ 5 19],[12.34285714 68.65714286] ; [ 3.65714286 20.34285714],0
v1,1,0.428768,0.62616,[31 53] ; [11 13],[32.66666667 51.33333333] ; [ 9.33333333 14.66666667],0
b5,1,0.432218,0.616855,[40 46] ; [ 9 15],[38.30909091 47.69090909] ; [10.69090909 13.30909091],0
d1,1,0.47184,0.517664,[29 57] ; [10 14],[30.49090909 55.50909091] ; [ 8.50909091 15.49090909],0
p1,1,0.507529,0.439158,[ 7 79] ; [ 1 23],[ 6.25454545 79.74545455] ; [ 1.74545455 22.25454545],0
v4,1,0.509397,0.435305,[69 17] ; [17  6],[67.85321101 18.14678899] ; [18.14678899  4.85321101],0
p7,1,0.643429,0.214286,[43 41] ; [11 13],[42. 42.] ; [12. 12.],0
a1,1,0.654823,0.199873,[ 5 81] ; [ 2 22],[ 5.47272727 80.52727273] ; [ 1.52727273 22.47272727],0
r4,1,0.691057,0.157943,[54 32] ; [14 10],[53.16363636 32.83636364] ; [14.83636364  9.16363636],0
