Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.351684,[164 133] ; [52  7],[180.20224719 116.79775281] ; [35.79775281 23.20224719],1
p1,1,1.1e-05,19.265516,[ 23 277] ; [16 43],[ 32.59052925 267.40947075] ; [ 6.40947075 52.59052925],1
p4,1,2.8e-05,17.540132,[192 109] ; [54  5],[205.68333333  95.31666667] ; [40.31666667 18.68333333],1
p12,1,3.6e-05,17.065285,[ 28 272] ; [17 42],[ 37.60445682 262.39554318] ; [ 7.39554318 51.60445682],1
p3,1,0.000227,13.593012,[168 134] ; [48 11],[180.69806094 121.30193906] ; [35.30193906 23.69806094],1
b5,1,0.00086,11.107514,[193 109] ; [24 35],[181.53462604 120.46537396] ; [35.46537396 23.53462604],1
a1,1,0.001808,9.735127,[ 11 291] ; [ 8 51],[ 15.89473684 286.10526316] ; [ 3.10526316 55.89473684],0
p6,1,0.002068,9.4884,[135 164] ; [39 19],[145.73109244 153.26890756] ; [28.26890756 29.73109244],0
s7,1,0.003084,8.756866,[218  73] ; [52  4],[226.42651297  64.57348703] ; [43.57348703 12.42651297],0
s1,1,0.003476,8.539078,[  7 290] ; [ 6 53],[ 10.84550562 286.15449438] ; [ 2.15449438 56.84550562],0
s5,1,0.008838,6.855204,[126 163] ; [34 20],[134.81049563 154.18950437] ; [25.18950437 28.81049563],0
p7,1,0.009506,6.725263,[203  89] ; [50  8],[211.07428571  80.92571429] ; [41.92571429 16.07428571],0
v1,1,0.031361,4.633114,[178 114] ; [44 14],[185.21142857 106.78857143] ; [36.78857143 21.21142857],0
v3,1,0.04827,3.900575,[132 159] ; [34 23],[138.81034483 152.18965517] ; [27.18965517 29.81034483],0
n4,1,0.056706,3.631183,[244  56] ; [54  5],[249.02506964  50.97493036] ; [48.97493036 10.02506964],0
n5,1,0.058635,3.575565,[237  62] ; [53  6],[242.20670391  56.79329609] ; [47.79329609 11.20670391],0
u4,1,0.069106,3.304126,[ 10 292] ; [ 5 54],[ 12.54847645 289.45152355] ; [ 2.45152355 56.54847645],0
a2,1,0.080777,3.049203,[ 90 212] ; [11 48],[ 84.49307479 217.50692521] ; [16.50692521 42.49307479],0
a6,1,0.096149,2.76829,[207  94] ; [34 25],[201.50277778  99.49722222] ; [39.49722222 19.50277778],0
n1,1,0.111795,2.528668,[25 37] ; [10  6],[27.82051282 34.17948718] ; [7.17948718 8.82051282],0
d4,1,0.153712,2.035019,[254  47] ; [54  5],[257.52222222  43.47777778] ; [50.47777778  8.52222222],0
u1,1,0.209116,1.577536,[ 74 228] ; [10 49],[ 70.27146814 231.72853186] ; [13.72853186 45.27146814],0
p2,1,0.229879,1.441609,[258  43] ; [54  5],[260.86666667  40.13333333] ; [51.13333333  7.86666667],0
a3,1,0.318937,0.993299,[238  63] ; [50  9],[240.8  60.2] ; [47.2 11.8],0
p10,1,0.375161,0.7865,[275  26] ; [55  3],[276.68523677  24.31476323] ; [53.31476323  4.68523677],0
a4,1,0.378782,0.77465,[152 150] ; [26 33],[148.90858726 153.09141274] ; [29.09141274 29.90858726],0
r1,1,0.382037,0.764136,[250  49] ; [52  7],[252.22905028  46.77094972] ; [49.77094972  9.22905028],0
d3,1,0.4099,0.679091,[209  93] ; [44 15],[211.65096953  90.34903047] ; [41.34903047 17.65096953],0
u3,1,0.43013,0.622473,[44 20] ; [5 4],[42.95890411 21.04109589] ; [6.04109589 2.95890411],0
