Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,1e-05,19.544935,[55 37] ; [ 4 26],[44.49180328 47.50819672] ; [14.50819672 15.49180328],1
b1,1,0.642419,0.215593,[35 57] ; [10 20],[33.93442623 58.06557377] ; [11.06557377 18.93442623],0
n1,1,0.658725,0.195076,[13 14] ; [4 6],[12.40540541 14.59459459] ; [4.59459459 5.40540541],0
p3,1,0.681625,0.168302,[53 39] ; [16 14],[52.03278689 39.96721311] ; [16.96721311 13.03278689],0
n6,1,0.696749,0.151875,[77 15] ; [26  4],[77.67213115 14.32786885] ; [25.32786885  4.67213115],0
u2,1,0.700472,0.147981,[12  5] ; [7 4],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
b2,1,0.700977,0.147457,[31 42] ; [ 9 10],[31.73913043 41.26086957] ; [ 8.26086957 10.73913043],0
b3,1,0.700977,0.147457,[31 42] ; [ 9 10],[31.73913043 41.26086957] ; [ 8.26086957 10.73913043],0
s5,1,0.719667,0.128812,[22 70] ; [ 6 23],[21.2892562 70.7107438] ; [ 6.7107438 22.2892562],0
s6,1,0.765177,0.089215,[58 34] ; [18 12],[57.31147541 34.68852459] ; [18.68852459 11.31147541],0
p4,1,0.765177,0.089215,[58 34] ; [18 12],[57.31147541 34.68852459] ; [18.68852459 11.31147541],0
s4,1,0.770307,0.085248,[11 81] ; [ 3 27],[10.55737705 81.44262295] ; [ 3.44262295 26.55737705],0
v1,1,0.792824,0.068983,[45 44] ; [16 14],[45.62184874 43.37815126] ; [15.37815126 14.62184874],0
v4,1,0.841696,0.03989,[83  8] ; [27  3],[82.72727273  8.27272727] ; [27.27272727  2.72727273],0
r4,1,0.849228,0.036139,[78 14] ; [25  5],[77.67213115 14.32786885] ; [25.32786885  4.67213115],0
d4,1,0.853188,0.034244,[75 17] ; [24  6],[74.6557377 17.3442623] ; [24.3442623  5.6557377],0
a7,1,0.875801,0.024428,[63 29] ; [21  9],[63.3442623 28.6557377] ; [20.6557377  9.3442623],0
n3,1,0.932412,0.007193,[16 10] ; [6 4],[15.88888889 10.11111111] ; [6.11111111 3.88888889],0
p2,1,0.958511,0.002706,[74 18] ; [24  6],[73.90163934 18.09836066] ; [24.09836066  5.90163934],0
a8,1,0.962042,0.002265,[12 68] ; [ 4 22],[12.0754717 67.9245283] ; [ 3.9245283 22.0754717],0
p8,1,1.0,0.0,[48 42] ; [16 14],[48. 42.] ; [16. 14.],0
