Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.211821,[ 61 177] ; [80 63],[ 88.07874016 149.92125984] ; [52.92125984 90.07874016],1
n5,1,0.00091,11.003166,[151  93] ; [114  32],[165.79487179  78.20512821] ; [99.20512821 46.79487179],1
r1,1,0.001625,9.931308,[159  88] ; [116  30],[172.83715013  74.16284987] ; [102.16284987  43.83715013],0
s6,1,0.002613,9.059639,[107 139] ; [87 60],[121.4351145 124.5648855] ; [72.5648855 74.4351145],0
p9,1,0.003841,8.357686,[165  78] ; [118  27],[177.23969072  65.76030928] ; [105.76030928  39.23969072],0
p4,1,0.004321,8.143684,[109 137] ; [87 60],[122.6870229 123.3129771] ; [73.3129771 73.6870229],0
p2,1,0.005487,7.711647,[177  69] ; [123  23],[188.26530612  57.73469388] ; [111.73469388  34.26530612],0
a5,1,0.005909,7.577886,[144 103] ; [106  41],[156.72588832  90.27411168] ; [93.27411168 53.72588832],0
p10,1,0.005961,7.562103,[154  90] ; [111  34],[166.22107969  77.77892031] ; [98.77892031 46.22107969],0
p3,1,0.022465,5.209414,[ 78 168] ; [63 83],[ 88.48469388 157.51530612] ; [52.51530612 93.48469388],0
r3,1,0.022579,5.200589,[211  36] ; [135  10],[218.01530612  28.98469388] ; [127.98469388  17.01530612],0
n2,1,0.030258,4.694554,[51 37] ; [24  6],[55.93220339 32.06779661] ; [19.06779661 10.93220339],0
n4,1,0.042705,4.107024,[157  90] ; [108  39],[166.12944162  80.87055838] ; [98.87055838 48.12944162],0
r2,1,0.056738,3.630245,[205  38] ; [133  13],[211.14138817  31.85861183] ; [126.85861183  19.14138817],0
a3,1,0.058997,3.565356,[145 101] ; [100  46],[153.75  92.25] ; [91.25 54.75],0
r4,1,0.061024,3.509324,[185  62] ; [122  25],[192.45939086  54.54060914] ; [114.54060914  32.45939086],0
u3,1,0.099301,2.716727,[45 55] ; [28 19],[49.65986395 50.34013605] ; [23.34013605 23.65986395],0
v4,1,0.100197,2.702398,[212  34] ; [133  12],[217.05882353  28.94117647] ; [127.94117647  17.05882353],0
p11,1,0.117031,2.456618,[170  77] ; [112  35],[176.78680203  70.21319797] ; [105.21319797  41.78680203],0
p6,1,0.127582,2.321676,[ 59 186] ; [44 97],[ 65.37564767 179.62435233] ; [ 37.62435233 103.37564767],0
n6,1,0.137953,2.200647,[179  67] ; [116  30],[185.12755102  60.87244898] ; [109.87244898  36.12755102],0
b1,1,0.143508,2.139934,[111 136] ; [55 92],[104.06598985 142.93401015] ; [61.93401015 85.06598985],0
b2,1,0.154006,2.032115,[36 93] ; [34 58],[40.85972851 88.14027149] ; [29.14027149 62.85972851],0
b3,1,0.154006,2.032115,[36 93] ; [34 58],[40.85972851 88.14027149] ; [29.14027149 62.85972851],0
